PRODUCT,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Natural gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline excl. biofuels,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel excl. biofuels,Other kerosene,Gas/diesel oil excl. biofuels,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Other oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Elec/heat output from non-specified manufactured gases,Heat output from non-specified combustible fuels,Nuclear,Hydro,Geothermal,Solar photovoltaics,Solar thermal,"Tide, wave and ocean",Wind,Other sources,Electricity,Heat,Total,Memo: Renewables
Agriculture/forestry,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fishing,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Non-specified (other),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,3608.02,0,0,0,0,1448.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5056.4,0
Non-energy use,x,x,742.49,0,0,0,252.3,0,2635.8,0,0,12657.87,0,0,0,0,0,99316.8,x,0,0,0,0,0,1583.99,0,50554.02,0,0,0,0,257.99,7369.81,52560,511456.01,87.21,44730.01,84200.99,12600.01,7488.01,1919.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890413.29,0
Non-energy use industry/transformation/energy,x,x,742.49,0,0,0,252.3,0,2635.8,0,0,12657.87,0,0,0,0,0,99316.8,x,0,0,0,0,0,1583.99,0,50554.02,0,0,0,0,257.99,7369.81,52560,511456.01,87.21,30869.99,84200.99,12600.01,7488.01,1919.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876553.26,0
   Memo: Non-energy use chemical/petrochemical,x,x,742.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99316.8,x,0,0,0,0,0,1583.99,0,44619.98,0,0,0,0,0,7369.81,52560,511456.01,87.21,0,0,0,1055.99,1919.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720712.28,0
Non-energy use in transport,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13398.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13398.01,0
Non-energy use in other,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462.01,0
Electricity output (GWh),x,x,7310,878,109549,0,152679,0,0,0,0,1784,0,2649,8137,724,0,63017,x,0,0,0,0,0,678,0,355,0,0,0,0,0,899,1218,0,0,0,0,0,116,2943,1288,5768,5768,11034,33073,0,0,448,0,0,0,0,91786,18977,134,38726,0,0,79206,1823,0,0,640967,187366
Electricity output (GWh)-main activity producer electricity plants,x,x,6542,786,97200,0,146140,0,0,0,0,659,0,248,0,0,0,8151,x,0,0,0,0,0,0,0,0,0,0,0,0,0,557,370,0,0,0,0,0,16,492,692,3518,3518,3784,8835,0,0,83,0,0,0,0,91786,18820,134,8403.542,0,0,79206,210,0,0,480150.542,153106
Electricity output (GWh)-autoproducer electricity plants,x,x,0,0,89,0,1532,0,0,0,0,184,0,1356,6401,244,0,866,x,0,0,0,0,0,273,0,244,0,0,0,0,0,17,223,0,0,0,0,0,2,1464,43,12,12,1012,10,0,0,4,0,0,0,0,0,157,0,30322.458,0,0,0,842,0,0,45309.458,1195
Electricity output (GWh)-main activity producer CHP plants,x,x,768,92,11415,0,3954,0,0,0,0,390,0,0,1,0,0,31226,x,0,0,0,0,0,0,0,0,0,0,0,0,0,301,27,0,0,0,0,0,1,4,362,1992,1992,2990,24031,0,0,345,0,0,0,0,0,0,0,0,0,0,0,389,0,0,80280,29358
Electricity output (GWh)-autoproducer CHP plants,x,x,0,0,845,0,1053,0,0,0,0,551,0,1045,1735,480,0,22774,x,0,0,0,0,0,405,0,111,0,0,0,0,0,24,598,0,0,0,0,0,97,983,191,246,246,3248,197,0,0,16,0,0,0,0,0,0,0,0,0,0,0,382,0,0,35227,3707
Heat output,x,x,6884,805,103139,0,34374,0,3,0,0,5517,0,578,45,4,0,190070,x,0,0,0,0,0,0,0,20,0,0,0,0,0,3390,477,0,0,0,0,0,16,977,7481,30284,30284,24417,9285,0,0,137,0,0,0,0,0,0,626,0,9,0,0,8739,0,0,457561,64758
Heat output-main activity producer CHP plants,x,x,6344,744,94451,0,33766,0,0,0,0,4103,0,0,45,0,0,117018,x,0,0,0,0,0,0,0,0,0,0,0,0,0,394,387,0,0,0,0,0,16,49,5119,18524,18524,16719,6280,0,0,109,0,0,0,0,0,0,0,0,0,0,0,4946,0,0,327538,41632
Heat output-autoproducer CHP plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heat output-main activity producer heat plants,x,x,540,61,8688,0,608,0,3,0,0,1414,0,578,0,4,0,73052,x,0,0,0,0,0,0,0,20,0,0,0,0,0,2996,90,0,0,0,0,0,0,928,2362,11760,11760,7698,3005,0,0,28,0,0,0,0,0,0,626,0,9,0,0,3793,0,0,130023,23126
Heat output-autoproducer heat plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
