PRODUCT,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Natural gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline excl. bio,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel excl. bio,Other Kerosene,Gas/diesel oil excl. bio,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Non-specified oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Elec/heat output from non-specified manufactured gases,Heat output from non-specified combustible fuels,Nuclear,Hydro,Geothermal,Solar photovoltaics,Solar thermal,"Tide, wave and ocean",Wind,Other sources,Electricity,Heat,Total,Memo: Renewables
Non-energy use,x,x,0,0,0,0,0,0,0,0,3039.99,0,0,0,0,0,0,61805.16,x,0,0,0,0,0,0,297.01,40019.99,0,0,0,0,0,54485.38,0,153251.99,8153.21,25158.02,106431.01,3039.99,5120,39639.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500441.76,0
Non-energy use industry/transformation/energy,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61805.16,x,0,0,0,0,0,0,297.01,40019.99,0,0,0,0,0,54485.38,0,153251.99,8153.21,11381.98,106431.01,3039.99,5120,39639.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483625.73,0
   Memo: Non-energy use chemical/petrochemical,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61805.16,x,0,0,0,0,0,0,297.01,40019.99,0,0,0,0,0,54485.38,0,153251.99,0,0,0,0,0,39639.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349499.54,0
Non-energy use in transport,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10289.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10289.98,0
Non-energy use in other,x,x,0,0,0,0,0,0,0,0,3039.99,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3486.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6526.01,0
Electricity output (GWh),x,x,0,0,18922,0,0,0,0,0,0,0,0,488,2232,0,0,21816,x,0,0,0,0,0,174,0,0,0,0,0,0,0,340,2270,0,0,0,0,0,115,1439,0,2227,2227,1738,1285,0,0,0,0,0,0,0,425406,58717,0,4015,0,458,14913,615,0,0,559397,83353
Electricity output (GWh)-main activity producer electricity plants,x,x,0,0,17471,0,0,0,0,0,0,0,0,297,1662,0,0,7022,x,0,0,0,0,0,0,0,0,0,0,0,0,0,286,1928,0,0,0,0,0,115,0,0,26,26,0,159,0,0,0,0,0,0,0,425406,57879,0,1487,0,458,13814,1,0,0,528037,73823
Electricity output (GWh)-autoproducer electricity plants,x,x,0,0,105,0,0,0,0,0,0,0,0,190,426,0,0,410,x,0,0,0,0,0,135,0,0,0,0,0,0,0,50,90,0,0,0,0,0,0,184,0,1257,1257,39,596,0,0,0,0,0,0,0,0,838,0,2528,0,0,1099,366,0,0,9570,6357
Electricity output (GWh)-main activity producer CHP plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9871,x,0,0,0,0,0,39,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,51,0,36,36,405,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10523,502
Electricity output (GWh)-autoproducer CHP plants,x,x,0,0,1346,0,0,0,0,0,0,0,0,1,144,0,0,4513,x,0,0,0,0,0,0,0,0,0,0,0,0,0,4,248,0,0,0,0,0,0,1204,0,908,908,1294,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,11267,2671
Heat output,x,x,0,0,7385,0,0,0,0,0,0,0,0,0,0,0,0,66521,x,0,0,0,0,0,2114,0,406,0,0,0,0,0,477,4297,0,0,0,0,0,0,2757,0,10710,10710,17727,562,0,0,0,0,0,0,0,0,0,3151,0,0,0,0,0,0,0,126817,32150
Heat output-main activity producer CHP plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47300,x,0,0,0,0,0,2114,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,2757,0,341,341,9247,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62453,9856
Heat output-autoproducer CHP plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449,x,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7753,7753,2289,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20425,10217
Heat output-main activity producer heat plants,x,x,0,0,7385,0,0,0,0,0,0,0,0,0,0,0,0,15563,x,0,0,0,0,0,0,0,406,0,0,0,0,0,471,4212,0,0,0,0,0,0,0,0,0,0,5925,0,0,0,0,0,0,0,0,0,0,2225,0,0,0,0,0,0,0,36187,8150
Heat output-autoproducer heat plants,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616,2616,266,119,0,0,0,0,0,0,0,0,0,926,0,0,0,0,0,0,0,7752,3927
