agriculture_heating,agriculture_heating_2019,buildings_heating,buildings_heating_2019,insulation_apartments_high,insulation_apartments_high_2019,insulation_apartments_low,insulation_apartments_low_2019,insulation_apartments_medium,insulation_apartments_medium_2019,insulation_detached_houses_high,insulation_detached_houses_high_2019,insulation_detached_houses_low,insulation_detached_houses_low_2019,insulation_detached_houses_medium,insulation_detached_houses_medium_2019,insulation_semi_detached_houses_high,insulation_semi_detached_houses_high_2019,insulation_semi_detached_houses_low,insulation_semi_detached_houses_low_2019,insulation_semi_detached_houses_medium,insulation_semi_detached_houses_medium_2019,insulation_terraced_houses_high,insulation_terraced_houses_high_2019,insulation_terraced_houses_low,insulation_terraced_houses_low_2019,insulation_terraced_houses_medium,insulation_terraced_houses_medium_2019
5.7092906709705167e-08,2.3184206950017437e-08,5.7092906709705167e-08,2.3184206950017437e-08,7.0451737147929e-08,7.6098410879e-08,7.460491355764979e-08,6.9224205048e-08,1.0210754763813845e-07,9.3237389457e-08,5.8547528515608944e-08,5.6974732975e-08,6.881911214248984e-08,6.1748401369e-08,8.977710453815679e-08,8.8191999159e-08,6.145073412877524e-08,6.2326621756e-08,7.015846917247693e-08,6.4540092723e-08,8.829243655925316e-08,9.2028447617e-08,6.426153319985509e-08,6.5014673323e-08,6.823875897441778e-08,6.1903776441e-08,9.60038907599344e-08,8.8494564667e-08
4.520515738462314e-08,2.17227652124269e-08,4.520515738462314e-08,2.17227652124269e-08,7.585762211362495e-08,7.9128901386e-08,7.77202316260655e-08,7.1028334941e-08,1.0248706612919873e-07,1.0073275103e-07,6.116089108095998e-08,5.8398289887e-08,7.07278075131934e-08,6.3554930346e-08,9.777454532210597e-08,8.2690906654e-08,6.508017838121825e-08,6.4282969978e-08,7.223715235169424e-08,6.6268623878e-08,8.805998963818012e-08,9.0719444127e-08,6.859280023440284e-08,6.7093595584e-08,7.253036470681155e-08,6.4746229121e-08,9.724383052365976e-08,8.8840243829e-08
4.51244094984963e-08,1.912482515913832e-08,4.51244094984963e-08,1.912482515913832e-08,7.99806186364012e-08,8.1726108593e-08,7.185829769997676e-08,6.7164507831e-08,8.815849170461265e-08,9.2970528659e-08,6.328514561841294e-08,5.9839427805e-08,6.625258369229975e-08,6.002394491e-08,8.910458165130534e-08,7.2788177587e-08,6.797306167923993e-08,6.6057823639e-08,6.843693222828137e-08,6.0939985248e-08,9.049265891503697e-08,7.6218596597e-08,7.234397612337503e-08,6.9021571724e-08,7.116647550177568e-08,6.3315959352e-08,8.905567308552124e-08,8.1100859244e-08
3.4138679677478014e-08,1.697500413312917e-08,3.4138679677478014e-08,1.697500413312917e-08,8.273932484267285e-08,8.4193876363e-08,6.456334426535926e-08,6.054842523e-08,7.83587796644284e-08,7.5699756085e-08,6.496391722617655e-08,6.1207565649e-08,5.907673782880392e-08,5.1735839321e-08,7.044320381373706e-08,6.0894037301e-08,7.00169401486043e-08,6.7707660553e-08,5.9543301262173465e-08,5.4751697731e-08,7.470057958609923e-08,6.675117277e-08,7.500471437678193e-08,7.0825470687e-08,6.351383587922531e-08,5.6730257306e-08,6.93568001635298e-08,6.3113118746e-08
3.1843993480679344e-08,2.0217002966406563e-08,3.1843993480679344e-08,2.0217002966406563e-08,8.457112715682478e-08,8.6364901411e-08,5.421756518325109e-08,5.1038293479e-08,6.865713639199313e-08,6.1993525172e-08,6.611158501527483e-08,6.2625452323e-08,4.9170102530542186e-08,4.3109943179e-08,5.6407948077407795e-08,4.9330729842e-08,7.131878595012423e-08,6.8889434424e-08,5.1415506020481425e-08,4.6177364662e-08,5.6198169631394256e-08,5.8178828272e-08,7.668005669113496e-08,7.2395530469e-08,5.1717569058480344e-08,4.6522060078e-08,5.426640670914131e-08,4.9413694283e-08
3.845567860443854e-08,3.0166121701626265e-08,3.845567860443854e-08,3.0166121701626265e-08,8.603722214702867e-08,8.8453290574e-08,4.0874209974196994e-08,4.151749524e-08,4.9773293682870943e-08,4.8967132852e-08,6.709708421873364e-08,6.405706139e-08,3.9479676318482174e-08,3.2101552696e-08,4.3453914298095034e-08,3.742288615e-08,7.230267145950528e-08,7.0254721017e-08,4.0784038886310674e-08,3.4985539141e-08,4.3299766814398146e-08,4.1581399929e-08,7.788796857957532e-08,7.3945303244e-08,4.0367981962777483e-08,3.6626107158e-08,4.300017953805432e-08,3.9311074668e-08
3.329223293086479e-08,2.5222107102650593e-08,3.329223293086479e-08,2.5222107102650593e-08,8.721350356245755e-08,9.0564394648e-08,2.789906145035969e-08,2.9424925131e-08,3.4380059833641214e-08,3.6167268494e-08,6.81614917868014e-08,6.5517380272e-08,2.7232550434945395e-08,2.2390295524e-08,3.0366840631209606e-08,2.5272923426e-08,7.34034224847754e-08,7.1757948805e-08,2.8474360580810207e-08,2.3934717564e-08,3.097336766108691e-08,2.7945928874e-08,7.905436181204183e-08,7.5726094705e-08,3.037699268777041e-08,2.798448215e-08,2.9029952220429383e-08,2.6813111959e-08
2.3980113525788936e-08,3.637402161368048e-08,2.3980113525788936e-08,3.637402161368048e-08,8.883090671283864e-08,9.2559323107e-08,1.7302060587018983e-08,1.9432946304e-08,2.4058949265268426e-08,2.6774361508e-08,6.930030725460204e-08,6.6954774167e-08,1.721151945328189e-08,1.4283712517e-08,2.1290167390704073e-08,1.8454689359e-08,7.457373607729578e-08,7.3640943912e-08,1.8539851905303922e-08,1.4813170399e-08,2.2826113003533337e-08,1.8539486189e-08,8.044788167669127e-08,7.7517226178e-08,2.1487688576063484e-08,2.0283561076e-08,2.0028707341623005e-08,1.8798856199e-08
2.7612295388648823e-08,3.2545151998724534e-08,2.7612295388648823e-08,3.2545151998724534e-08,9.06083790685881e-08,9.4648654023e-08,1.562978125498302e-08,1.8493293118e-08,2.250145009106669e-08,2.1498553442e-08,7.06536234581716e-08,6.8434203142e-08,1.5250039844569283e-08,1.129997885e-08,1.5128769894534342e-08,1.6531531889e-08,7.590053031231513e-08,7.5572054595e-08,1.4891006915868404e-08,1.3436111721e-08,1.873489574728604e-08,1.7164507227e-08,8.208981973202949e-08,7.922748189e-08,1.8213945712320552e-08,1.7755687386e-08,1.7700945274402702e-08,1.7047788621e-08
3.28554176662781e-08,3.2827120000522214e-08,3.28554176662781e-08,3.2827120000522214e-08,9.276326766526329e-08,9.640991368e-08,2.3471880008677007e-08,2.2529566555e-08,2.628118506933449e-08,2.4922784657e-08,7.193856333892932e-08,6.975266823e-08,1.7506497744316313e-08,1.7641115232e-08,1.6095665863037896e-08,1.9067234437e-08,7.72366653157725e-08,7.7323129552e-08,1.9850574118383025e-08,2.0474895313e-08,2.3420107197817942e-08,2.0178864906e-08,8.37113197099298e-08,8.0823748856e-08,2.4641603209819225e-08,2.4143840246e-08,2.3707688645830563e-08,2.3278775039e-08
3.4079491343036774e-08,3.0209421760725936e-08,3.4079491343036774e-08,3.0209421760725936e-08,9.463731306033829e-08,9.7973967876e-08,3.9852587576185775e-08,3.7003504499e-08,3.22144749357922e-08,3.4076614356e-08,7.313065775636751e-08,7.0916882694e-08,3.0184332988234095e-08,3.1546647651e-08,2.1209817877411593e-08,2.6334423254e-08,7.867195309246093e-08,7.8570951241e-08,3.4720858000934725e-08,3.5228114947e-08,2.9445321260219205e-08,2.3011953469e-08,8.509290411968188e-08,8.1729679168e-08,3.9483104113710617e-08,3.8156276327e-08,3.5814457748734306e-08,3.5019227883e-08
3.059501249576213e-08,3.2086963726275814e-08,3.059501249576213e-08,3.2086963726275814e-08,9.569259612111144e-08,9.765621035e-08,6.225165308467479e-08,5.8880222776e-08,4.8941954701973176e-08,4.9058412251e-08,7.380967274626547e-08,7.1319582549e-08,5.0252593659539385e-08,5.5954446537e-08,3.2445545503664864e-08,3.9700451451e-08,7.96174806381933e-08,7.8959849981e-08,5.400019860574993e-08,5.5678860139e-08,4.1686021091371704e-08,3.669136518e-08,8.58305300284188e-08,8.1996084984e-08,5.906664272604518e-08,5.6981299554e-08,5.263530253511645e-08,5.1346552411e-08
3.1074009491907625e-08,3.540073082834763e-08,3.1074009491907625e-08,3.540073082834763e-08,9.573316070390628e-08,9.582299445e-08,8.645662547410797e-08,7.8292538503e-08,7.28776212316881e-08,6.6666796075e-08,7.403725713645757e-08,7.0909978288e-08,6.919826608252628e-08,7.6765290193e-08,4.8040679900026425e-08,5.0326800428e-08,7.978177844289793e-08,7.8179278297e-08,7.07732381401105e-08,7.818181727e-08,5.53650853558553e-08,5.9278983571e-08,8.593493203313472e-08,8.0888700302e-08,7.80094916509422e-08,7.4999813201e-08,6.523623765237064e-08,6.3657845321e-08
3.7865536093392106e-08,3.7220360283086095e-08,3.7865536093392106e-08,3.7220360283086095e-08,9.45827785263677e-08,9.109521941e-08,9.976655108729553e-08,9.7189310139e-08,8.298159434773429e-08,7.8468579969e-08,7.348327860798618e-08,6.9212542259e-08,8.949448742053044e-08,8.6939558848e-08,5.8449019511736926e-08,6.4597232548e-08,7.91179354423218e-08,7.5812922271e-08,9.377049983282537e-08,9.1253099415e-08,6.192064196445336e-08,7.00932641e-08,8.526609369241616e-08,7.8158559392e-08,8.844453631788947e-08,8.4859999187e-08,7.687673820173467e-08,7.449663768e-08
4.2814859262957866e-08,1.6356013224751896e-08,4.2814859262957866e-08,1.6356013224751896e-08,9.250121223728437e-08,8.3079825386e-08,1.039030627199406e-07,1.0196939765e-07,8.687092351291414e-08,8.7708340407e-08,7.207000748399336e-08,6.5965728834e-08,9.545037465066972e-08,9.3382339472e-08,7.222716276155866e-08,6.7249489928e-08,7.735882299266569e-08,7.2629915047e-08,9.68195980376017e-08,9.5822233931e-08,6.843929557550688e-08,7.5272550762e-08,8.353701267196622e-08,7.3544468899e-08,9.627190448115885e-08,9.2083926269e-08,8.276096346795785e-08,7.9086113158e-08
2.1229462897378484e-08,2.7090367393343057e-08,2.1229462897378484e-08,2.7090367393343057e-08,8.915299201550966e-08,7.3751901057e-08,8.895744925623086e-08,8.9882161872e-08,8.035382826694237e-08,8.2655958031e-08,6.994509922824143e-08,6.1961800011e-08,8.494239721537982e-08,8.5019677612e-08,7.32098420856779e-08,6.5416921616e-08,7.476679280956456e-08,6.58633016e-08,8.728913898049754e-08,8.2325387571e-08,7.647841994048886e-08,6.935842222e-08,8.081479087623846e-08,6.6582060463e-08,9.193479863418826e-08,8.7942294948e-08,7.944944870632322e-08,7.4790491025e-08
3.798096673657841e-08,3.989144239568003e-08,3.798096673657841e-08,3.989144239568003e-08,8.499659670650705e-08,6.1570998438e-08,7.75203844158527e-08,7.4906677908e-08,7.558919960722009e-08,6.9617699381e-08,6.72552991957076e-08,5.714296431e-08,7.26282312152751e-08,6.7614537873e-08,6.547882036012025e-08,6.0722732748e-08,7.157516726852763e-08,5.8620820505e-08,7.196176620602437e-08,7.1348966861e-08,6.988455709994163e-08,6.4923355382e-08,7.728576008781354e-08,5.8107233608e-08,7.843850743012374e-08,7.4592655448e-08,6.867949352464174e-08,6.2547864041e-08
6.037558279679217e-08,5.7497590851720624e-08,6.037558279679217e-08,5.7497590851720624e-08,8.010793604914383e-08,5.0245948942e-08,6.670834424319312e-08,6.016234887e-08,7.067861720559863e-08,5.7366050087e-08,6.4268209564714e-08,5.3003763968e-08,6.132555127468275e-08,5.9887377712e-08,5.96073209178898e-08,5.774881777e-08,6.823684306399948e-08,4.9187627571e-08,6.552848454809249e-08,6.0415523806e-08,6.173315467204939e-08,5.9848244221e-08,7.342723777255113e-08,4.9885931227e-08,6.33342872805514e-08,5.9102929323e-08,6.242338352728554e-08,5.495882859e-08
6.507235121804079e-08,5.8695444417254994e-08,6.507235121804079e-08,5.8695444417254994e-08,7.514534433707752e-08,3.9183760443e-08,5.7827098253113274e-08,5.1224050996e-08,6.409385697422185e-08,5.0815117529e-08,6.132227489926542e-08,4.9762728294e-08,5.59479871063747e-08,5.2933311094e-08,5.8139341240005814e-08,5.5820663975e-08,6.485237797671873e-08,4.1612050241e-08,5.593054037382045e-08,5.2009273103e-08,5.746664289408088e-08,5.4107273349e-08,6.953001236940918e-08,4.270877569e-08,5.6348944413440434e-08,5.1881381003e-08,5.8504895238403574e-08,5.0268382822e-08
6.332625517894666e-08,6.3078190358029e-08,6.332625517894666e-08,6.3078190358029e-08,7.061932696426053e-08,3.2667156232e-08,5.3312749968802336e-08,4.5214802214e-08,6.168632458655798e-08,4.4288922825e-08,5.853830306136493e-08,4.8325762385e-08,5.0833826617122174e-08,5.0615296229e-08,5.46558641165128e-08,5.5802068228e-08,6.169849020111866e-08,3.7326961722e-08,5.0914603214155795e-08,4.8783896297e-08,5.675566506975926e-08,5.278603604e-08,6.61027277910865e-08,3.8691219882e-08,5.264509283305364e-08,4.8807319541e-08,5.7422150235564896e-08,5.061495119e-08
6.111570479782543e-08,6.235517015256772e-08,6.111570479782543e-08,6.235517015256772e-08,6.733657024488566e-08,2.9711232683e-08,5.2226059102358455e-08,4.5328917485e-08,6.353360636220809e-08,4.7418119696e-08,5.6156126799498183e-08,4.9109145647e-08,4.7997962834330906e-08,5.2528702127e-08,5.5681449711861684e-08,6.1171292421e-08,5.8929109362262965e-08,3.7094870292e-08,4.9418126924684964e-08,5.1655660977e-08,6.323585819948221e-08,5.8430931032e-08,6.33068035917051e-08,3.8572263145e-08,5.0742534314920646e-08,5.0087876274e-08,6.048816479148989e-08,5.7226803792e-08
5.761984357854285e-08,6.247980761195988e-08,5.761984357854285e-08,6.247980761195988e-08,6.564230439321603e-08,3.2345870004e-08,5.254822011688065e-08,5.2476601829e-08,6.316311827863142e-08,5.7654271347e-08,5.4463558870614995e-08,5.1829468506e-08,4.84799110915043e-08,5.8406375595e-08,5.9531578211998216e-08,7.2156701774e-08,5.7046044722002766e-08,4.3432576101e-08,5.072777157760897e-08,5.7564137947e-08,6.48543538152464e-08,6.3346493844e-08,6.153242642430434e-08,4.3187450153e-08,5.096635104790743e-08,5.5652571775e-08,6.602148481717738e-08,6.8809939804e-08
5.2329290287205226e-08,5.9488437918312285e-08,5.2329290287205226e-08,5.9488437918312285e-08,6.551340210706434e-08,4.214226833e-08,5.5598200817223367e-08,6.5369001326e-08,7.20004160612332e-08,7.5837646642e-08,5.375175731434757e-08,5.6647394889e-08,5.1616495537356894e-08,6.8961316074e-08,6.825424537382682e-08,8.7321977782e-08,5.657038862157522e-08,5.247903111e-08,5.2605107620413674e-08,6.7467511742e-08,7.265796271845677e-08,7.8194332173e-08,6.082316790928047e-08,5.1533622096e-08,5.3395773343786554e-08,6.5221728963e-08,7.815502149307046e-08,8.7410936268e-08
4.856657270395324e-08,5.609019792066982e-08,4.856657270395324e-08,5.609019792066982e-08,6.630198483019708e-08,5.3537187209e-08,6.063847952200423e-08,7.8045792793e-08,9.218211417314869e-08,9.831739788e-08,5.390731702544091e-08,6.2800643618e-08,5.450308279398827e-08,7.8732877156e-08,7.975518096702413e-08,9.5765210019e-08,5.7235671709419324e-08,6.3286233531e-08,5.440501512355922e-08,7.8615075352e-08,8.178513361339968e-08,1.0391487505e-07,6.108741034705658e-08,6.1198142404e-08,5.6785809339005963e-08,7.5712691476e-08,8.278174757875313e-08,9.8620630072e-08
3.66680569940543e-08,5.374806100910148e-08,3.66680569940543e-08,5.374806100910148e-08,6.82634893396616e-08,6.7787487046e-08,6.471724667953184e-08,9.1184969941e-08,9.465585109759348e-08,1.1053950267e-07,5.489667845701711e-08,6.9347244127e-08,5.9565323007730094e-08,8.4000680943e-08,8.245218242223739e-08,1.0720988849e-07,5.8502046357033385e-08,7.3577412633e-08,6.097187286665048e-08,8.6975349866e-08,8.162030637738197e-08,1.1069021802e-07,6.254045454163385e-08,7.2473971627e-08,5.9082848532505935e-08,8.3665544971e-08,8.809383879032027e-08,1.0875285288e-07
3.3897159134495634e-08,5.389551952507678e-08,3.3897159134495634e-08,5.389551952507678e-08,7.10440605714211e-08,8.2142898097e-08,6.713717422041512e-08,9.6567098787e-08,9.363808288409073e-08,1.2360676153e-07,5.684269531213686e-08,7.5507469417e-08,6.095619625488525e-08,8.7778045695e-08,8.97690557423794e-08,1.0307934169e-07,6.066020195944055e-08,8.2071747985e-08,6.234767536460996e-08,9.108962319e-08,8.096378569095439e-08,1.1197736115e-07,6.512908754104875e-08,8.2700855641e-08,6.265790780901505e-08,8.9876296151e-08,8.917749254502805e-08,1.1159712311e-07
4.11235726928384e-08,5.203062543427344e-08,4.11235726928384e-08,5.203062543427344e-08,7.483228710147955e-08,9.5463841844e-08,6.300655824210012e-08,9.3949676093e-08,8.057147096599618e-08,1.1816751695e-07,5.8830280748379385e-08,8.0451738949e-08,5.770076121976128e-08,8.4263726123e-08,8.180593595463689e-08,9.332754551e-08,6.318746187943295e-08,8.8200287774e-08,5.9545698502612714e-08,8.5967195382e-08,8.397902506470245e-08,9.8213106017e-08,6.807280038379577e-08,9.0452994354e-08,6.231542548278205e-08,8.9096636746e-08,8.202400060255509e-08,1.0432553734e-07
2.7584040324017376e-08,5.1608256825046497e-08,2.7584040324017376e-08,5.1608256825046497e-08,7.867169080041244e-08,1.060424843e-07,5.893403594712944e-08,8.6693640549e-08,7.30985395802933e-08,1.0067822925e-07,6.112540559790921e-08,8.4144802323e-08,5.3384477924609856e-08,7.4480883324e-08,6.490172258048063e-08,8.0305816323e-08,6.570462474108169e-08,9.2437666065e-08,5.371805721529641e-08,7.8505782025e-08,6.931752733907473e-08,8.8526906588e-08,7.090352095468839e-08,9.6068666469e-08,5.6934035858834955e-08,8.1078735043e-08,6.441937980071994e-08,8.4931974185e-08
2.8224934823193293e-08,5.4133444690252577e-08,2.8224934823193293e-08,5.4133444690252577e-08,8.20710270439545e-08,1.1459666686e-07,5.18776178786149e-08,7.4986699993e-08,6.56707057162246e-08,8.5838256854e-08,6.347604430096169e-08,8.6493215647e-08,4.659742247820115e-08,6.297311459e-08,5.3363715446520134e-08,6.6249745005e-08,6.835248902067315e-08,9.5089037131e-08,4.881383231062136e-08,6.7092487316e-08,5.2504366552373236e-08,7.8083559168e-08,7.359215139836284e-08,9.9269685217e-08,4.8346009781736456e-08,6.8276579979e-08,5.1767873991524195e-08,6.8341113274e-08
2.7997287383034693e-08,5.5288125616953085e-08,2.7997287383034693e-08,5.5288125616953085e-08,8.517583571690668e-08,1.1895080097e-07,4.0379345897081975e-08,6.2360805523e-08,4.8138439794406143e-08,6.968157422e-08,6.565260402531176e-08,8.7676796293e-08,3.885930341124653e-08,4.7967440039e-08,4.2394472119271206e-08,5.172603396e-08,7.107227171527045e-08,9.668685083e-08,4.018605967984597e-08,5.2430410339e-08,4.168957925032547e-08,5.7745696325e-08,7.63248980057663e-08,1.0090787728e-07,3.976445500996378e-08,5.5835581e-08,4.2296797013500874e-08,5.5562777853e-08
3.2861577538188265e-08,4.6858435712304566e-08,3.2861577538188265e-08,4.6858435712304566e-08,8.722406523890625e-08,1.2047005763e-07,2.8164395074338543e-08,4.6535484941e-08,3.3600994141157666e-08,5.3893241095e-08,6.760291727743016e-08,8.806168163e-08,2.73280948769519e-08,3.5177678623e-08,3.0115640855349654e-08,3.668136421e-08,7.325575782809412e-08,9.7391352659e-08,2.8529347506257072e-08,3.8879216607e-08,3.063819849272628e-08,4.1315903333e-08,7.867718746733154e-08,1.0174862265e-07,3.1019031630752595e-08,4.5515405664e-08,2.8888360741785493e-08,4.1046689374e-08
3.48271123185694e-08,3.483468934619621e-08,3.48271123185694e-08,3.483468934619621e-08,8.89436103057609e-08,1.2105768142e-07,1.7577426162277225e-08,3.5479657094e-08,2.3855661379782508e-08,4.1892105366e-08,6.92292027662382e-08,8.788860909e-08,1.72885265102461e-08,2.5918693335e-08,2.130229988475226e-08,2.8309740859e-08,7.455623981247996e-08,9.7389354621e-08,1.8785727859985943e-08,2.8873881537e-08,2.27556778249349e-08,3.0050576251e-08,8.057849083614745e-08,1.019785904e-07,2.1950581427441116e-08,3.7229720834e-08,1.9862979549113623e-08,3.2169185382e-08
3.02882240925837e-08,3.132845697678598e-08,3.02882240925837e-08,3.132845697678598e-08,9.062259756129052e-08,1.2063515262e-07,1.5518562146733732e-08,3.6027889427e-08,2.243094141593481e-08,3.6682653539e-08,7.046184026740334e-08,8.7270309637e-08,1.5208884251058395e-08,2.5601961289e-08,1.5152171412979626e-08,2.6756856514e-08,7.57334610747467e-08,9.6978132028e-08,1.4830930732989056e-08,2.9807174202e-08,1.8506172943498164e-08,2.7793547564e-08,8.202187482353138e-08,1.0151256447e-07,1.813729363382082e-08,3.5460307478e-08,1.7442494693364578e-08,3.2100477154e-08
3.4475731799171656e-08,3.0541584214742906e-08,3.4475731799171656e-08,3.0541584214742906e-08,9.192571120521733e-08,1.1935803553e-07,2.2933068592285912e-08,4.3214738605e-08,2.6156859094890082e-08,4.3259473918e-08,7.131732030529231e-08,8.627198777e-08,1.7141831169818186e-08,3.562317096e-08,1.5982329195962786e-08,3.1723966968e-08,7.675260808213487e-08,9.5847280327e-08,1.9285944385278485e-08,4.0188951224e-08,2.3134599330982213e-08,3.3208910975e-08,8.280087903355755e-08,1.0028238263e-07,2.4113281213600837e-08,4.2492762561e-08,2.3241800872491932e-08,4.0856051077e-08
3.2400926247514406e-08,3.167714731787567e-08,3.2400926247514406e-08,3.167714731787567e-08,9.238180818530213e-08,1.1722416456e-07,3.8970584552985094e-08,6.0551563664e-08,3.1649643640774824e-08,5.4430808718e-08,7.20844744467174e-08,8.4809009161e-08,2.9467830504258127e-08,5.08497049e-08,2.077340030034411e-08,4.1196193616e-08,7.751414647462554e-08,9.4048536656e-08,3.3898976759358165e-08,5.6672774943e-08,2.9087163498344297e-08,4.1162386312e-08,8.286655075974454e-08,9.8497822442e-08,3.861526325468256e-08,5.8215666916e-08,3.5093446864213044e-08,5.3928975139e-08
3.5709447014572334e-08,3.5109198913629375e-08,3.5709447014572334e-08,3.5109198913629375e-08,9.170539617613999e-08,1.1398185498e-07,6.112780146665224e-08,8.0194017727e-08,4.76043366567248e-08,7.1620967064e-08,7.198686327217195e-08,8.2871024362e-08,4.9331486358123945e-08,7.5282106517e-08,3.17638045693193e-08,5.6648589132e-08,7.749819471724913e-08,9.1689415582e-08,5.307088769078334e-08,7.5140505701e-08,4.10662748765818e-08,5.6398910823e-08,8.247979315917661e-08,9.611984818e-08,5.8118459849953585e-08,7.6450940392e-08,5.1790327540320257e-08,7.0647173021e-08
3.82945845629616e-08,4.053122324681291e-08,3.82945845629616e-08,4.053122324681291e-08,8.997223761961915e-08,1.0925208142e-07,8.516233930094444e-08,9.3792103048e-08,7.081685766895138e-08,8.8345406989e-08,7.119867760420695e-08,8.0441697165e-08,6.82463618387212e-08,9.207389156e-08,4.7214465132360744e-08,6.7348066171e-08,7.592759545359448e-08,8.8872331937e-08,6.970047236018505e-08,9.1658513878e-08,5.455764171644295e-08,7.7687009034e-08,8.113327426379616e-08,9.2917368697e-08,7.699011250607189e-08,8.9876907361e-08,6.414248843333925e-08,8.1017879663e-08
4.3624748508886814e-08,5.4111367498395253e-08,4.3624748508886814e-08,5.4111367498395253e-08,8.612833395688844e-08,1.0344618052e-07,9.832536470422332e-08,1.0724326294e-07,8.026943034198312e-08,9.43248729e-08,6.889357724972275e-08,7.7383287736e-08,8.869579807805428e-08,9.553094837e-08,5.7538129317802196e-08,7.8337976177e-08,7.25270521756591e-08,8.5627305112e-08,9.282572893582207e-08,9.9836733308e-08,6.057976462440726e-08,8.3907089441e-08,7.815580097841214e-08,8.9051456802e-08,8.707964994362839e-08,9.3213246548e-08,7.487639825271768e-08,8.6630018792e-08
4.33676408117665e-08,7.39334717948936e-08,4.33676408117665e-08,7.39334717948936e-08,8.079707797337113e-08,9.6419357173e-08,1.0179039872328425e-07,1.0826226482e-07,8.296962325600376e-08,9.9168673857e-08,6.589580411556105e-08,7.3902658009e-08,9.519272953739524e-08,9.7725751063e-08,7.137897942018575e-08,7.7189406395e-08,6.799320720502055e-08,8.1454235685e-08,9.616132281095388e-08,1.0046510811e-07,6.585464529631903e-08,8.5528379352e-08,7.361912248714348e-08,8.4295607582e-08,9.430714507534769e-08,9.6368503394e-08,7.950213720643016e-08,8.6630502114e-08
4.776836043260185e-08,6.754189187317949e-08,4.776836043260185e-08,6.754189187317949e-08,7.20519891993339e-08,8.7713616701e-08,8.526366072218828e-08,9.4491574498e-08,7.472614704526722e-08,9.2173089954e-08,6.275241033534157e-08,7.0212122858e-08,8.482135147179815e-08,8.66693045e-08,7.25092971984077e-08,7.2290174761e-08,6.414804458504236e-08,7.6353742961e-08,8.624181201557077e-08,8.4664051772e-08,7.375619742002626e-08,7.7340593693e-08,6.7241133625878e-08,7.8649666712e-08,8.93724390357569e-08,9.0833231897e-08,7.513432301420396e-08,8.0930591164e-08
4.2684162850255046e-08,6.648162697159746e-08,4.2684162850255046e-08,6.648162697159746e-08,6.198969200311374e-08,7.9038701693e-08,7.189046293116772e-08,7.9737092679e-08,6.707406057847108e-08,7.8707691906e-08,5.8642393345395213e-08,6.6406844529e-08,7.212438699617839e-08,6.8490836343e-08,6.471161857399072e-08,6.6048774521e-08,5.946568004531433e-08,7.0591561708e-08,7.02146046021473e-08,7.3485049799e-08,6.735408218345618e-08,7.0642400003e-08,6.011757983795277e-08,7.2899048012e-08,7.52162768303361e-08,7.7471861643e-08,6.288737002179874e-08,6.8922616143e-08
4.7832074933794464e-08,7.135361846124706e-08,4.7832074933794464e-08,7.135361846124706e-08,5.25308732105476e-08,7.0758384944e-08,5.98758170056094e-08,6.6691596715e-08,5.8784931441383874e-08,6.8498995469e-08,5.67739071980436e-08,6.2637018884e-08,6.120587456818195e-08,6.1420597407e-08,5.8842061528049684e-08,6.1578747073e-08,5.5442072153812194e-08,6.4969286295e-08,6.414318908620763e-08,6.3780030546e-08,5.9571032782940255e-08,6.5474146777e-08,5.468796214958124e-08,6.7461545415e-08,5.977838486856064e-08,6.2983131096e-08,5.6843375800915986e-08,6.163025321e-08
5.77535663630972e-08,7.174719182992638e-08,5.77535663630972e-08,7.174719182992638e-08,4.5522146956572945e-08,6.311513011e-08,5.2572131217451716e-08,6.0380289323e-08,5.419830233301944e-08,6.3838944866e-08,5.52032320868212e-08,5.9238668907e-08,5.7236884694834826e-08,5.4989085839e-08,5.8923792823775896e-08,5.895113654e-08,5.304944133674299e-08,6.0180452532e-08,5.5353360484683424e-08,5.6210731565e-08,5.71997353950013e-08,5.9773022098e-08,5.1758952634054624e-08,6.2288790074e-08,5.422660429123077e-08,5.6497218778e-08,5.4733913506806296e-08,5.7657629033e-08
6.612890316089453e-08,7.224393451761583e-08,6.612890316089453e-08,7.224393451761583e-08,4.5132828143469656e-08,5.8100710869e-08,5.224605753359828e-08,5.5463178892e-08,5.647275155125098e-08,5.9039795388e-08,5.493089282380702e-08,5.6802820991e-08,5.531898637866752e-08,5.2350729782e-08,5.7840162311268083e-08,5.7677180115e-08,5.2298296179258295e-08,5.6130378348e-08,5.378624783227164e-08,5.3196015385e-08,5.9358449408518414e-08,5.857279899e-08,5.139016196304026e-08,5.790697735e-08,5.3381185397595296e-08,5.3673353649e-08,5.7288762478089934e-08,5.7110274691e-08
6.821111394986988e-08,7.08269733248299e-08,6.821111394986988e-08,7.08269733248299e-08,4.9064834264724666e-08,5.6038693461e-08,5.8344260231090467e-08,5.341339945e-08,6.510585553528683e-08,6.0417555508e-08,5.649905274687516e-08,5.5420913321e-08,5.7377925213147085e-08,5.2158460848e-08,6.281008488183448e-08,6.0886917072e-08,5.3852877335607745e-08,5.39541105e-08,5.76711123499586e-08,5.3500728744e-08,6.900086301401206e-08,6.1593818456e-08,5.319336682533618e-08,5.5671391871e-08,5.6621058912160265e-08,5.3237709522e-08,6.594512404932544e-08,6.1263890761e-08
