B8130AB3F36EB92770CCF8C556228D0D
CET,CEST
,van,tot, SPT
26-11-2023 18:00,26-11-2023 17:00,26-11-2023 18:00,0.194
26-11-2023 19:00,26-11-2023 18:00,26-11-2023 19:00,0.112
26-11-2023 20:00,26-11-2023 19:00,26-11-2023 20:00,0.076
26-11-2023 21:00,26-11-2023 20:00,26-11-2023 21:00,0.036
26-11-2023 22:00,26-11-2023 21:00,26-11-2023 22:00,-0.007
26-11-2023 23:00,26-11-2023 22:00,26-11-2023 23:00,-0.032
27-11-2023 00:00,26-11-2023 23:00,27-11-2023 00:00,-0.095
27-11-2023 01:00,27-11-2023 00:00,27-11-2023 01:00,-0.153
27-11-2023 02:00,27-11-2023 01:00,27-11-2023 02:00,-0.146
27-11-2023 03:00,27-11-2023 02:00,27-11-2023 03:00,-0.216
27-11-2023 04:00,27-11-2023 03:00,27-11-2023 04:00,-0.205
27-11-2023 05:00,27-11-2023 04:00,27-11-2023 05:00,-0.289
27-11-2023 06:00,27-11-2023 05:00,27-11-2023 06:00,-0.264
27-11-2023 07:00,27-11-2023 06:00,27-11-2023 07:00,-0.315
27-11-2023 08:00,27-11-2023 07:00,27-11-2023 08:00,-0.352
27-11-2023 09:00,27-11-2023 08:00,27-11-2023 09:00,-0.279
27-11-2023 10:00,27-11-2023 09:00,27-11-2023 10:00,0.272
27-11-2023 11:00,27-11-2023 10:00,27-11-2023 11:00,0.917
27-11-2023 12:00,27-11-2023 11:00,27-11-2023 12:00,1.499
27-11-2023 13:00,27-11-2023 12:00,27-11-2023 13:00,1.805
27-11-2023 14:00,27-11-2023 13:00,27-11-2023 14:00,1.730
27-11-2023 15:00,27-11-2023 14:00,27-11-2023 15:00,1.448
27-11-2023 16:00,27-11-2023 15:00,27-11-2023 16:00,0.958
27-11-2023 17:00,27-11-2023 16:00,27-11-2023 17:00,0.478
27-11-2023 18:00,27-11-2023 17:00,27-11-2023 18:00,0.229
27-11-2023 19:00,27-11-2023 18:00,27-11-2023 19:00,0.156
27-11-2023 20:00,27-11-2023 19:00,27-11-2023 20:00,0.022
27-11-2023 21:00,27-11-2023 20:00,27-11-2023 21:00,0.034
27-11-2023 22:00,27-11-2023 21:00,27-11-2023 22:00,-0.054
27-11-2023 23:00,27-11-2023 22:00,27-11-2023 23:00,-0.145
28-11-2023 00:00,27-11-2023 23:00,28-11-2023 00:00,-0.257
28-11-2023 01:00,28-11-2023 00:00,28-11-2023 01:00,-0.278
28-11-2023 02:00,28-11-2023 01:00,28-11-2023 02:00,-0.329
28-11-2023 03:00,28-11-2023 02:00,28-11-2023 03:00,-0.355
28-11-2023 04:00,28-11-2023 03:00,28-11-2023 04:00,-0.363
28-11-2023 05:00,28-11-2023 04:00,28-11-2023 05:00,-0.479
28-11-2023 06:00,28-11-2023 05:00,28-11-2023 06:00,-0.456
28-11-2023 07:00,28-11-2023 06:00,28-11-2023 07:00,-0.429
28-11-2023 08:00,28-11-2023 07:00,28-11-2023 08:00,-0.479
28-11-2023 09:00,28-11-2023 08:00,28-11-2023 09:00,-0.441
28-11-2023 10:00,28-11-2023 09:00,28-11-2023 10:00,0.239
28-11-2023 11:00,28-11-2023 10:00,28-11-2023 11:00,0.948
28-11-2023 12:00,28-11-2023 11:00,28-11-2023 12:00,1.507
28-11-2023 13:00,28-11-2023 12:00,28-11-2023 13:00,1.794
28-11-2023 14:00,28-11-2023 13:00,28-11-2023 14:00,1.873
28-11-2023 15:00,28-11-2023 14:00,28-11-2023 15:00,1.474
28-11-2023 16:00,28-11-2023 15:00,28-11-2023 16:00,0.943
28-11-2023 17:00,28-11-2023 16:00,28-11-2023 17:00,0.313
28-11-2023 18:00,28-11-2023 17:00,28-11-2023 18:00,0.017
28-11-2023 19:00,28-11-2023 18:00,28-11-2023 19:00,-0.091
28-11-2023 20:00,28-11-2023 19:00,28-11-2023 20:00,-0.194
28-11-2023 21:00,28-11-2023 20:00,28-11-2023 21:00,-0.282
28-11-2023 22:00,28-11-2023 21:00,28-11-2023 22:00,-0.314
28-11-2023 23:00,28-11-2023 22:00,28-11-2023 23:00,-0.422
29-11-2023 00:00,28-11-2023 23:00,29-11-2023 00:00,-0.464
29-11-2023 01:00,29-11-2023 00:00,29-11-2023 01:00,-0.579
29-11-2023 02:00,29-11-2023 01:00,29-11-2023 02:00,-0.615
29-11-2023 03:00,29-11-2023 02:00,29-11-2023 03:00,-0.694
29-11-2023 04:00,29-11-2023 03:00,29-11-2023 04:00,-0.751
29-11-2023 05:00,29-11-2023 04:00,29-11-2023 05:00,-0.707
29-11-2023 06:00,29-11-2023 05:00,29-11-2023 06:00,-0.705
29-11-2023 07:00,29-11-2023 06:00,29-11-2023 07:00,-0.727
29-11-2023 08:00,29-11-2023 07:00,29-11-2023 08:00,-0.730
29-11-2023 09:00,29-11-2023 08:00,29-11-2023 09:00,-0.626
29-11-2023 10:00,29-11-2023 09:00,29-11-2023 10:00,-0.191
29-11-2023 11:00,29-11-2023 10:00,29-11-2023 11:00,0.388
29-11-2023 12:00,29-11-2023 11:00,29-11-2023 12:00,0.917
29-11-2023 13:00,29-11-2023 12:00,29-11-2023 13:00,1.231
29-11-2023 14:00,29-11-2023 13:00,29-11-2023 14:00,1.203
29-11-2023 15:00,29-11-2023 14:00,29-11-2023 15:00,0.952
29-11-2023 16:00,29-11-2023 15:00,29-11-2023 16:00,0.558
29-11-2023 17:00,29-11-2023 16:00,29-11-2023 17:00,0.031
29-11-2023 18:00,29-11-2023 17:00,29-11-2023 18:00,-0.177
29-11-2023 19:00,29-11-2023 18:00,29-11-2023 19:00,-0.224
29-11-2023 20:00,29-11-2023 19:00,29-11-2023 20:00,-0.312
29-11-2023 21:00,29-11-2023 20:00,29-11-2023 21:00,-0.375
29-11-2023 22:00,29-11-2023 21:00,29-11-2023 22:00,-0.454
29-11-2023 23:00,29-11-2023 22:00,29-11-2023 23:00,-0.459
30-11-2023 00:00,29-11-2023 23:00,30-11-2023 00:00,-0.461
30-11-2023 01:00,30-11-2023 00:00,30-11-2023 01:00,-0.649
30-11-2023 02:00,30-11-2023 01:00,30-11-2023 02:00,-0.789
30-11-2023 03:00,30-11-2023 02:00,30-11-2023 03:00,-0.844
30-11-2023 04:00,30-11-2023 03:00,30-11-2023 04:00,-0.852
30-11-2023 05:00,30-11-2023 04:00,30-11-2023 05:00,-0.915
30-11-2023 06:00,30-11-2023 05:00,30-11-2023 06:00,-0.915
30-11-2023 07:00,30-11-2023 06:00,30-11-2023 07:00,-0.862
30-11-2023 08:00,30-11-2023 07:00,30-11-2023 08:00,-0.918
30-11-2023 09:00,30-11-2023 08:00,30-11-2023 09:00,-0.845
30-11-2023 10:00,30-11-2023 09:00,30-11-2023 10:00,-0.304
30-11-2023 11:00,30-11-2023 10:00,30-11-2023 11:00,0.343
30-11-2023 12:00,30-11-2023 11:00,30-11-2023 12:00,0.785
30-11-2023 13:00,30-11-2023 12:00,30-11-2023 13:00,1.029
30-11-2023 14:00,30-11-2023 13:00,30-11-2023 14:00,0.961
30-11-2023 15:00,30-11-2023 14:00,30-11-2023 15:00,0.715
30-11-2023 16:00,30-11-2023 15:00,30-11-2023 16:00,0.285
30-11-2023 17:00,30-11-2023 16:00,30-11-2023 17:00,-0.187
30-11-2023 18:00,30-11-2023 17:00,30-11-2023 18:00,-0.426
30-11-2023 19:00,30-11-2023 18:00,30-11-2023 19:00,-0.550
30-11-2023 20:00,30-11-2023 19:00,30-11-2023 20:00,-0.591
30-11-2023 21:00,30-11-2023 20:00,30-11-2023 21:00,-0.686
30-11-2023 22:00,30-11-2023 21:00,30-11-2023 22:00,-0.689
30-11-2023 23:00,30-11-2023 22:00,30-11-2023 23:00,-0.727
01-12-2023 00:00,30-11-2023 23:00,01-12-2023 00:00,-0.768
01-12-2023 01:00,01-12-2023 00:00,01-12-2023 01:00,-0.885
01-12-2023 02:00,01-12-2023 01:00,01-12-2023 02:00,-0.866
01-12-2023 03:00,01-12-2023 02:00,01-12-2023 03:00,-0.913
01-12-2023 04:00,01-12-2023 03:00,01-12-2023 04:00,-0.960
01-12-2023 05:00,01-12-2023 04:00,01-12-2023 05:00,-0.983
01-12-2023 06:00,01-12-2023 05:00,01-12-2023 06:00,-1.079
01-12-2023 07:00,01-12-2023 06:00,01-12-2023 07:00,-1.110
01-12-2023 08:00,01-12-2023 07:00,01-12-2023 08:00,-1.175
01-12-2023 09:00,01-12-2023 08:00,01-12-2023 09:00,-1.082
01-12-2023 10:00,01-12-2023 09:00,01-12-2023 10:00,-0.576
01-12-2023 11:00,01-12-2023 10:00,01-12-2023 11:00,0.149
01-12-2023 12:00,01-12-2023 11:00,01-12-2023 12:00,0.626
01-12-2023 13:00,01-12-2023 12:00,01-12-2023 13:00,0.906
01-12-2023 14:00,01-12-2023 13:00,01-12-2023 14:00,0.798
01-12-2023 15:00,01-12-2023 14:00,01-12-2023 15:00,0.454
01-12-2023 16:00,01-12-2023 15:00,01-12-2023 16:00,0.067
01-12-2023 17:00,01-12-2023 16:00,01-12-2023 17:00,-0.377
01-12-2023 18:00,01-12-2023 17:00,01-12-2023 18:00,-0.616
01-12-2023 19:00,01-12-2023 18:00,01-12-2023 19:00,-0.674
01-12-2023 20:00,01-12-2023 19:00,01-12-2023 20:00,-0.773
01-12-2023 21:00,01-12-2023 20:00,01-12-2023 21:00,-0.823
01-12-2023 22:00,01-12-2023 21:00,01-12-2023 22:00,-0.818
01-12-2023 23:00,01-12-2023 22:00,01-12-2023 23:00,-0.919
02-12-2023 00:00,01-12-2023 23:00,02-12-2023 00:00,-0.906
02-12-2023 01:00,02-12-2023 00:00,02-12-2023 01:00,-1.012
02-12-2023 02:00,02-12-2023 01:00,02-12-2023 02:00,-1.073
02-12-2023 03:00,02-12-2023 02:00,02-12-2023 03:00,-1.130
02-12-2023 04:00,02-12-2023 03:00,02-12-2023 04:00,-1.172
02-12-2023 05:00,02-12-2023 04:00,02-12-2023 05:00,-1.274
02-12-2023 06:00,02-12-2023 05:00,02-12-2023 06:00,-1.303
02-12-2023 07:00,02-12-2023 06:00,02-12-2023 07:00,-1.296
02-12-2023 08:00,02-12-2023 07:00,02-12-2023 08:00,-1.276
02-12-2023 09:00,02-12-2023 08:00,02-12-2023 09:00,-1.152
02-12-2023 10:00,02-12-2023 09:00,02-12-2023 10:00,-0.700
02-12-2023 11:00,02-12-2023 10:00,02-12-2023 11:00,-0.009
02-12-2023 12:00,02-12-2023 11:00,02-12-2023 12:00,0.360
02-12-2023 13:00,02-12-2023 12:00,02-12-2023 13:00,0.622
02-12-2023 14:00,02-12-2023 13:00,02-12-2023 14:00,0.583
02-12-2023 15:00,02-12-2023 14:00,02-12-2023 15:00,0.313
02-12-2023 16:00,02-12-2023 15:00,02-12-2023 16:00,-0.085
02-12-2023 17:00,02-12-2023 16:00,02-12-2023 17:00,-0.550
02-12-2023 18:00,02-12-2023 17:00,02-12-2023 18:00,-0.698
02-12-2023 19:00,02-12-2023 18:00,02-12-2023 19:00,-0.771
02-12-2023 20:00,02-12-2023 19:00,02-12-2023 20:00,-0.858
02-12-2023 21:00,02-12-2023 20:00,02-12-2023 21:00,-0.891
02-12-2023 22:00,02-12-2023 21:00,02-12-2023 22:00,-0.923
02-12-2023 23:00,02-12-2023 22:00,02-12-2023 23:00,-0.968
03-12-2023 00:00,02-12-2023 23:00,03-12-2023 00:00,-1.072
03-12-2023 01:00,03-12-2023 00:00,03-12-2023 01:00,-1.153
03-12-2023 02:00,03-12-2023 01:00,03-12-2023 02:00,-1.104
03-12-2023 03:00,03-12-2023 02:00,03-12-2023 03:00,-1.193
03-12-2023 04:00,03-12-2023 03:00,03-12-2023 04:00,-1.228
03-12-2023 05:00,03-12-2023 04:00,03-12-2023 05:00,-1.228
03-12-2023 06:00,03-12-2023 05:00,03-12-2023 06:00,-1.262
03-12-2023 07:00,03-12-2023 06:00,03-12-2023 07:00,-1.315
03-12-2023 08:00,03-12-2023 07:00,03-12-2023 08:00,-1.359
03-12-2023 09:00,03-12-2023 08:00,03-12-2023 09:00,-1.335
03-12-2023 10:00,03-12-2023 09:00,03-12-2023 10:00,-0.930
03-12-2023 11:00,03-12-2023 10:00,03-12-2023 11:00,-0.307
03-12-2023 12:00,03-12-2023 11:00,03-12-2023 12:00,0.162
03-12-2023 13:00,03-12-2023 12:00,03-12-2023 13:00,0.482
03-12-2023 14:00,03-12-2023 13:00,03-12-2023 14:00,0.489
03-12-2023 15:00,03-12-2023 14:00,03-12-2023 15:00,0.204
03-12-2023 16:00,03-12-2023 15:00,03-12-2023 16:00,-0.205
03-12-2023 17:00,03-12-2023 16:00,03-12-2023 17:00,-0.594
03-12-2023 18:00,03-12-2023 17:00,03-12-2023 18:00,-0.822
03-12-2023 19:00,03-12-2023 18:00,03-12-2023 19:00,-0.902
03-12-2023 20:00,03-12-2023 19:00,03-12-2023 20:00,-0.987
03-12-2023 21:00,03-12-2023 20:00,03-12-2023 21:00,-1.108
03-12-2023 22:00,03-12-2023 21:00,03-12-2023 22:00,-1.200
03-12-2023 23:00,03-12-2023 22:00,03-12-2023 23:00,-1.271
04-12-2023 00:00,03-12-2023 23:00,04-12-2023 00:00,-1.321
04-12-2023 01:00,04-12-2023 00:00,04-12-2023 01:00,-1.423
04-12-2023 02:00,04-12-2023 01:00,04-12-2023 02:00,-1.508
04-12-2023 03:00,04-12-2023 02:00,04-12-2023 03:00,-1.569
04-12-2023 04:00,04-12-2023 03:00,04-12-2023 04:00,-1.654
04-12-2023 05:00,04-12-2023 04:00,04-12-2023 05:00,-1.631
04-12-2023 06:00,04-12-2023 05:00,04-12-2023 06:00,-1.677
04-12-2023 07:00,04-12-2023 06:00,04-12-2023 07:00,-1.660
04-12-2023 08:00,04-12-2023 07:00,04-12-2023 08:00,-1.719
04-12-2023 09:00,04-12-2023 08:00,04-12-2023 09:00,-1.598
04-12-2023 10:00,04-12-2023 09:00,04-12-2023 10:00,-1.138
04-12-2023 11:00,04-12-2023 10:00,04-12-2023 11:00,-0.562
04-12-2023 12:00,04-12-2023 11:00,04-12-2023 12:00,-0.107
04-12-2023 13:00,04-12-2023 12:00,04-12-2023 13:00,0.199
04-12-2023 14:00,04-12-2023 13:00,04-12-2023 14:00,0.243
04-12-2023 15:00,04-12-2023 14:00,04-12-2023 15:00,0.045
04-12-2023 16:00,04-12-2023 15:00,04-12-2023 16:00,-0.362
04-12-2023 17:00,04-12-2023 16:00,04-12-2023 17:00,-0.749
04-12-2023 18:00,04-12-2023 17:00,04-12-2023 18:00,-0.934
04-12-2023 19:00,04-12-2023 18:00,04-12-2023 19:00,-1.059
04-12-2023 20:00,04-12-2023 19:00,04-12-2023 20:00,-1.085
04-12-2023 21:00,04-12-2023 20:00,04-12-2023 21:00,-1.162
04-12-2023 22:00,04-12-2023 21:00,04-12-2023 22:00,-1.198
04-12-2023 23:00,04-12-2023 22:00,04-12-2023 23:00,-1.217
05-12-2023 00:00,04-12-2023 23:00,05-12-2023 00:00,-1.270
05-12-2023 01:00,05-12-2023 00:00,05-12-2023 01:00,-1.415
05-12-2023 02:00,05-12-2023 01:00,05-12-2023 02:00,-1.462
05-12-2023 03:00,05-12-2023 02:00,05-12-2023 03:00,-1.462
05-12-2023 04:00,05-12-2023 03:00,05-12-2023 04:00,-1.510
05-12-2023 05:00,05-12-2023 04:00,05-12-2023 05:00,-1.571
05-12-2023 06:00,05-12-2023 05:00,05-12-2023 06:00,-1.576
05-12-2023 07:00,05-12-2023 06:00,05-12-2023 07:00,-1.614
05-12-2023 08:00,05-12-2023 07:00,05-12-2023 08:00,-1.702
05-12-2023 09:00,05-12-2023 08:00,05-12-2023 09:00,-1.604
05-12-2023 10:00,05-12-2023 09:00,05-12-2023 10:00,-1.113
05-12-2023 11:00,05-12-2023 10:00,05-12-2023 11:00,-0.580
05-12-2023 12:00,05-12-2023 11:00,05-12-2023 12:00,-0.071
05-12-2023 13:00,05-12-2023 12:00,05-12-2023 13:00,0.211
05-12-2023 14:00,05-12-2023 13:00,05-12-2023 14:00,0.250
05-12-2023 15:00,05-12-2023 14:00,05-12-2023 15:00,-0.039
05-12-2023 16:00,05-12-2023 15:00,05-12-2023 16:00,-0.454
05-12-2023 17:00,05-12-2023 16:00,05-12-2023 17:00,-0.900
05-12-2023 18:00,05-12-2023 17:00,05-12-2023 18:00,-1.024
05-12-2023 19:00,05-12-2023 18:00,05-12-2023 19:00,-1.057
05-12-2023 20:00,05-12-2023 19:00,05-12-2023 20:00,-1.136
05-12-2023 21:00,05-12-2023 20:00,05-12-2023 21:00,-1.177
05-12-2023 22:00,05-12-2023 21:00,05-12-2023 22:00,-1.286
05-12-2023 23:00,05-12-2023 22:00,05-12-2023 23:00,-1.308
06-12-2023 00:00,05-12-2023 23:00,06-12-2023 00:00,-1.286
06-12-2023 01:00,06-12-2023 00:00,06-12-2023 01:00,-1.398
06-12-2023 02:00,06-12-2023 01:00,06-12-2023 02:00,-1.448
06-12-2023 03:00,06-12-2023 02:00,06-12-2023 03:00,-1.443
06-12-2023 04:00,06-12-2023 03:00,06-12-2023 04:00,-1.473
06-12-2023 05:00,06-12-2023 04:00,06-12-2023 05:00,-1.446
06-12-2023 06:00,06-12-2023 05:00,06-12-2023 06:00,-1.449
06-12-2023 07:00,06-12-2023 06:00,06-12-2023 07:00,-1.477
06-12-2023 08:00,06-12-2023 07:00,06-12-2023 08:00,-1.428
06-12-2023 09:00,06-12-2023 08:00,06-12-2023 09:00,-1.410
06-12-2023 10:00,06-12-2023 09:00,06-12-2023 10:00,-0.965
06-12-2023 11:00,06-12-2023 10:00,06-12-2023 11:00,-0.353
06-12-2023 12:00,06-12-2023 11:00,06-12-2023 12:00,0.000
06-12-2023 13:00,06-12-2023 12:00,06-12-2023 13:00,0.338
06-12-2023 14:00,06-12-2023 13:00,06-12-2023 14:00,0.277
06-12-2023 15:00,06-12-2023 14:00,06-12-2023 15:00,0.026
06-12-2023 16:00,06-12-2023 15:00,06-12-2023 16:00,-0.454
06-12-2023 17:00,06-12-2023 16:00,06-12-2023 17:00,-0.860
06-12-2023 18:00,06-12-2023 17:00,06-12-2023 18:00,-1.051
06-12-2023 19:00,06-12-2023 18:00,06-12-2023 19:00,-1.143
06-12-2023 20:00,06-12-2023 19:00,06-12-2023 20:00,-1.190
06-12-2023 21:00,06-12-2023 20:00,06-12-2023 21:00,-1.246
06-12-2023 22:00,06-12-2023 21:00,06-12-2023 22:00,-1.304
06-12-2023 23:00,06-12-2023 22:00,06-12-2023 23:00,-1.376
07-12-2023 00:00,06-12-2023 23:00,07-12-2023 00:00,-1.393
07-12-2023 01:00,07-12-2023 00:00,07-12-2023 01:00,-1.348
07-12-2023 02:00,07-12-2023 01:00,07-12-2023 02:00,-1.398
07-12-2023 03:00,07-12-2023 02:00,07-12-2023 03:00,-1.448
07-12-2023 04:00,07-12-2023 03:00,07-12-2023 04:00,-1.521
07-12-2023 05:00,07-12-2023 04:00,07-12-2023 05:00,-1.544
07-12-2023 06:00,07-12-2023 05:00,07-12-2023 06:00,-1.607
07-12-2023 07:00,07-12-2023 06:00,07-12-2023 07:00,-1.636
07-12-2023 08:00,07-12-2023 07:00,07-12-2023 08:00,-1.637
07-12-2023 09:00,07-12-2023 08:00,07-12-2023 09:00,-1.679
07-12-2023 10:00,07-12-2023 09:00,07-12-2023 10:00,-1.303
07-12-2023 11:00,07-12-2023 10:00,07-12-2023 11:00,-0.711
07-12-2023 12:00,07-12-2023 11:00,07-12-2023 12:00,-0.209
07-12-2023 13:00,07-12-2023 12:00,07-12-2023 13:00,0.095
07-12-2023 14:00,07-12-2023 13:00,07-12-2023 14:00,0.130
07-12-2023 15:00,07-12-2023 14:00,07-12-2023 15:00,-0.035
07-12-2023 16:00,07-12-2023 15:00,07-12-2023 16:00,-0.397
07-12-2023 17:00,07-12-2023 16:00,07-12-2023 17:00,-0.866
07-12-2023 18:00,07-12-2023 17:00,07-12-2023 18:00,-1.021
07-12-2023 19:00,07-12-2023 18:00,07-12-2023 19:00,-1.153
07-12-2023 20:00,07-12-2023 19:00,07-12-2023 20:00,-1.275
07-12-2023 21:00,07-12-2023 20:00,07-12-2023 21:00,-1.397
07-12-2023 22:00,07-12-2023 21:00,07-12-2023 22:00,-1.437
07-12-2023 23:00,07-12-2023 22:00,07-12-2023 23:00,-1.508
08-12-2023 00:00,07-12-2023 23:00,08-12-2023 00:00,-1.600
08-12-2023 01:00,08-12-2023 00:00,08-12-2023 01:00,-1.741
08-12-2023 02:00,08-12-2023 01:00,08-12-2023 02:00,-1.819
08-12-2023 03:00,08-12-2023 02:00,08-12-2023 03:00,-1.866
08-12-2023 04:00,08-12-2023 03:00,08-12-2023 04:00,-1.888
08-12-2023 05:00,08-12-2023 04:00,08-12-2023 05:00,-1.912
08-12-2023 06:00,08-12-2023 05:00,08-12-2023 06:00,-1.967
08-12-2023 07:00,08-12-2023 06:00,08-12-2023 07:00,-1.984
08-12-2023 08:00,08-12-2023 07:00,08-12-2023 08:00,-2.062
08-12-2023 09:00,08-12-2023 08:00,08-12-2023 09:00,-1.986
08-12-2023 10:00,08-12-2023 09:00,08-12-2023 10:00,-1.508
08-12-2023 11:00,08-12-2023 10:00,08-12-2023 11:00,-0.899
08-12-2023 12:00,08-12-2023 11:00,08-12-2023 12:00,-0.358
08-12-2023 13:00,08-12-2023 12:00,08-12-2023 13:00,-0.113
08-12-2023 14:00,08-12-2023 13:00,08-12-2023 14:00,-0.023
08-12-2023 15:00,08-12-2023 14:00,08-12-2023 15:00,-0.318
08-12-2023 16:00,08-12-2023 15:00,08-12-2023 16:00,-0.898
08-12-2023 17:00,08-12-2023 16:00,08-12-2023 17:00,-1.310
08-12-2023 18:00,08-12-2023 17:00,08-12-2023 18:00,-1.510
08-12-2023 19:00,08-12-2023 18:00,08-12-2023 19:00,-1.554
08-12-2023 20:00,08-12-2023 19:00,08-12-2023 20:00,-1.635
08-12-2023 21:00,08-12-2023 20:00,08-12-2023 21:00,-1.573
08-12-2023 22:00,08-12-2023 21:00,08-12-2023 22:00,-1.719
08-12-2023 23:00,08-12-2023 22:00,08-12-2023 23:00,-1.735
09-12-2023 00:00,08-12-2023 23:00,09-12-2023 00:00,-1.774
09-12-2023 01:00,09-12-2023 00:00,09-12-2023 01:00,-1.958
09-12-2023 02:00,09-12-2023 01:00,09-12-2023 02:00,-2.031
09-12-2023 03:00,09-12-2023 02:00,09-12-2023 03:00,-2.095
09-12-2023 04:00,09-12-2023 03:00,09-12-2023 04:00,-2.146
09-12-2023 05:00,09-12-2023 04:00,09-12-2023 05:00,-2.175
09-12-2023 06:00,09-12-2023 05:00,09-12-2023 06:00,-2.139
09-12-2023 07:00,09-12-2023 06:00,09-12-2023 07:00,-2.238
09-12-2023 08:00,09-12-2023 07:00,09-12-2023 08:00,-2.202
09-12-2023 09:00,09-12-2023 08:00,09-12-2023 09:00,-2.199
09-12-2023 10:00,09-12-2023 09:00,09-12-2023 10:00,-1.780
09-12-2023 11:00,09-12-2023 10:00,09-12-2023 11:00,-1.051
09-12-2023 12:00,09-12-2023 11:00,09-12-2023 12:00,-0.526
09-12-2023 13:00,09-12-2023 12:00,09-12-2023 13:00,-0.213
09-12-2023 14:00,09-12-2023 13:00,09-12-2023 14:00,-0.218
09-12-2023 15:00,09-12-2023 14:00,09-12-2023 15:00,-0.602
09-12-2023 16:00,09-12-2023 15:00,09-12-2023 16:00,-1.082
09-12-2023 17:00,09-12-2023 16:00,09-12-2023 17:00,-1.549
09-12-2023 18:00,09-12-2023 17:00,09-12-2023 18:00,-1.681
09-12-2023 19:00,09-12-2023 18:00,09-12-2023 19:00,-1.832
09-12-2023 20:00,09-12-2023 19:00,09-12-2023 20:00,-1.909
09-12-2023 21:00,09-12-2023 20:00,09-12-2023 21:00,-1.949
09-12-2023 22:00,09-12-2023 21:00,09-12-2023 22:00,-1.988
09-12-2023 23:00,09-12-2023 22:00,09-12-2023 23:00,-2.039
10-12-2023 00:00,09-12-2023 23:00,10-12-2023 00:00,-2.033
10-12-2023 01:00,10-12-2023 00:00,10-12-2023 01:00,-2.163
10-12-2023 02:00,10-12-2023 01:00,10-12-2023 02:00,-2.281
10-12-2023 03:00,10-12-2023 02:00,10-12-2023 03:00,-2.347
10-12-2023 04:00,10-12-2023 03:00,10-12-2023 04:00,-2.360
10-12-2023 05:00,10-12-2023 04:00,10-12-2023 05:00,-2.390
10-12-2023 06:00,10-12-2023 05:00,10-12-2023 06:00,-2.487
10-12-2023 07:00,10-12-2023 06:00,10-12-2023 07:00,-2.494
10-12-2023 08:00,10-12-2023 07:00,10-12-2023 08:00,-2.444
10-12-2023 09:00,10-12-2023 08:00,10-12-2023 09:00,-2.449
10-12-2023 10:00,10-12-2023 09:00,10-12-2023 10:00,-1.997
10-12-2023 11:00,10-12-2023 10:00,10-12-2023 11:00,-1.340
10-12-2023 12:00,10-12-2023 11:00,10-12-2023 12:00,-0.796
10-12-2023 13:00,10-12-2023 12:00,10-12-2023 13:00,-0.526
10-12-2023 14:00,10-12-2023 13:00,10-12-2023 14:00,-0.431
10-12-2023 15:00,10-12-2023 14:00,10-12-2023 15:00,-0.797
10-12-2023 16:00,10-12-2023 15:00,10-12-2023 16:00,-1.324
10-12-2023 17:00,10-12-2023 16:00,10-12-2023 17:00,-1.774
10-12-2023 18:00,10-12-2023 17:00,10-12-2023 18:00,-1.952
10-12-2023 19:00,10-12-2023 18:00,10-12-2023 19:00,-2.073
10-12-2023 20:00,10-12-2023 19:00,10-12-2023 20:00,-2.100
10-12-2023 21:00,10-12-2023 20:00,10-12-2023 21:00,-2.112
10-12-2023 22:00,10-12-2023 21:00,10-12-2023 22:00,-2.171
10-12-2023 23:00,10-12-2023 22:00,10-12-2023 23:00,-2.209
11-12-2023 00:00,10-12-2023 23:00,11-12-2023 00:00,-2.203
11-12-2023 01:00,11-12-2023 00:00,11-12-2023 01:00,-2.308
11-12-2023 02:00,11-12-2023 01:00,11-12-2023 02:00,-2.302
11-12-2023 03:00,11-12-2023 02:00,11-12-2023 03:00,-2.270
11-12-2023 04:00,11-12-2023 03:00,11-12-2023 04:00,-2.328
11-12-2023 05:00,11-12-2023 04:00,11-12-2023 05:00,-2.337
11-12-2023 06:00,11-12-2023 05:00,11-12-2023 06:00,-2.337
11-12-2023 07:00,11-12-2023 06:00,11-12-2023 07:00,-2.319
11-12-2023 08:00,11-12-2023 07:00,11-12-2023 08:00,-2.274
11-12-2023 09:00,11-12-2023 08:00,11-12-2023 09:00,-2.271
11-12-2023 10:00,11-12-2023 09:00,11-12-2023 10:00,-1.863
11-12-2023 11:00,11-12-2023 10:00,11-12-2023 11:00,-1.374
11-12-2023 12:00,11-12-2023 11:00,11-12-2023 12:00,-0.902
11-12-2023 13:00,11-12-2023 12:00,11-12-2023 13:00,-0.632
11-12-2023 14:00,11-12-2023 13:00,11-12-2023 14:00,-0.578
11-12-2023 15:00,11-12-2023 14:00,11-12-2023 15:00,-0.720
11-12-2023 16:00,11-12-2023 15:00,11-12-2023 16:00,-1.080
11-12-2023 17:00,11-12-2023 16:00,11-12-2023 17:00,-1.358
11-12-2023 18:00,11-12-2023 17:00,11-12-2023 18:00,-1.369
11-12-2023 19:00,11-12-2023 18:00,11-12-2023 19:00,-1.484
11-12-2023 20:00,11-12-2023 19:00,11-12-2023 20:00,-1.477
11-12-2023 21:00,11-12-2023 20:00,11-12-2023 21:00,-1.474
11-12-2023 22:00,11-12-2023 21:00,11-12-2023 22:00,-1.551
11-12-2023 23:00,11-12-2023 22:00,11-12-2023 23:00,-1.501
12-12-2023 00:00,11-12-2023 23:00,12-12-2023 00:00,-1.521
12-12-2023 01:00,12-12-2023 00:00,12-12-2023 01:00,-1.340
12-12-2023 02:00,12-12-2023 01:00,12-12-2023 02:00,-1.374
