Emissiecode,Emissieoorzaak,Gascode,Gasnaam,CRF code,Emissiecode_Gascode,ETM categorie,
8924508,Oplosmiddel- en ander productgebruik: Stationaire Airco¿s,903,HFK-23 (Trifluormethaan),2.F.1.c,8924508_903,non_energetic_emissions_other_ghg_other_industry,
8924508,Oplosmiddel- en ander productgebruik: Stationaire Airco¿s,904,HFK-125 (Pentafluorethaan),2.F.1.c,8924508_904,non_energetic_emissions_other_ghg_other_industry,
8924508,Oplosmiddel- en ander productgebruik: Stationaire Airco¿s,906,"HFK-143a (1,1,1-Trifluorethaan)",2.F.1.c,8924508_906,non_energetic_emissions_other_ghg_other_industry,
8924509,"SBI 25-33/95: Metalelektro (exclusief SBI 30.1/33.15), productie van halfgeleiders (PBL)",641,Overige PFK's,2.E.1,8924509_641,non_energetic_emissions_other_ghg_other_industry,
8930401,"SBI 35: Decentrale productie elektriciteit, algemeen",204,Koolstofdioxide,1.A.1.a.i,8930401_204,"NA (energetische emissies, volgt uit energiegebruik)",
8930401,"SBI 35: Decentrale productie elektriciteit, algemeen",205,Distikstofoxide,1.A.1.a.i,8930401_205,energetic_emissions_other_ghg_energy,
8930401,"SBI 35: Decentrale productie elektriciteit, algemeen",523,Methaan,1.A.1.a.i,8930401_523,energetic_emissions_other_ghg_energy,
8930410,"SBI 35: Productie elektriciteit, warmte",204,Koolstofdioxide,1.A.1.a.i,8930410_204,"NA (energetische emissies, volgt uit energiegebruik)",
8930410,"SBI 35: Productie elektriciteit, warmte",205,Distikstofoxide,1.A.1.a.i,8930410_205,energetic_emissions_other_ghg_energy,
8930410,"SBI 35: Productie elektriciteit, warmte",523,Methaan,1.A.1.a.i,8930410_523,energetic_emissions_other_ghg_energy,
930011,"Vliegverkeer, LTO, internationaal, Take Off",204,Koolstofdioxide,1.A.3,930011_204,"NA (energetische emissies, volgt uit energiegebruik)",
930011,"Vliegverkeer, LTO, internationaal, Take Off",204,Koolstofdioxide,1.A.3,930011_204,"NA (energetische emissies, volgt uit energiegebruik)",
930011,"Vliegverkeer, LTO, internationaal, Take Off",205,Distikstofoxide,1.A.3,930011_205,energetic_emissions_other_ghg_transport,
930012,"Vliegverkeer, LTO, nationaal, Take Off",523,Methaan,1.A.3,930011_523,energetic_emissions_other_ghg_transport,
930012,"Vliegverkeer, LTO, nationaal, Take Off",204,Koolstofdioxide,1.A.3,930012_204,"NA (energetische emissies, volgt uit energiegebruik)",
930012,"Vliegverkeer, LTO, nationaal, Take Off",205,Distikstofoxide,1.A.3,930012_205,energetic_emissions_other_ghg_transport,
930021,"Vliegverkeer, LTO, internationaal, Climb Out",523,Methaan,1.A.3,930012_523,energetic_emissions_other_ghg_transport,
930021,"Vliegverkeer, LTO, internationaal, Climb Out",204,Koolstofdioxide,1.A.3,930021_204,"NA (energetische emissies, volgt uit energiegebruik)",
930021,"Vliegverkeer, LTO, internationaal, Climb Out",205,Distikstofoxide,1.A.3,930021_205,energetic_emissions_other_ghg_transport,
930022,"Vliegverkeer, LTO, nationaal, Climb Out",523,Methaan,1.A.3,930021_523,energetic_emissions_other_ghg_transport,
930022,"Vliegverkeer, LTO, nationaal, Climb Out",204,Koolstofdioxide,1.A.3,930022_204,"NA (energetische emissies, volgt uit energiegebruik)",
930022,"Vliegverkeer, LTO, nationaal, Climb Out",205,Distikstofoxide,1.A.3,930022_205,energetic_emissions_other_ghg_transport,
930031,"Vliegverkeer, LTO, internationaal, Approach",523,Methaan,1.A.3,930022_523,energetic_emissions_other_ghg_transport,
930031,"Vliegverkeer, LTO, internationaal, Approach",204,Koolstofdioxide,1.A.3,930031_204,"NA (energetische emissies, volgt uit energiegebruik)",
930031,"Vliegverkeer, LTO, internationaal, Approach",205,Distikstofoxide,1.A.3,930031_205,energetic_emissions_other_ghg_transport,
930032,"Vliegverkeer, LTO, nationaal, Approach",523,Methaan,1.A.3,930031_523,energetic_emissions_other_ghg_transport,
930032,"Vliegverkeer, LTO, nationaal, Approach",204,Koolstofdioxide,1.A.3,930032_204,"NA (energetische emissies, volgt uit energiegebruik)",
930032,"Vliegverkeer, LTO, nationaal, Approach",205,Distikstofoxide,1.A.3,930032_205,energetic_emissions_other_ghg_transport,
930041,"Vliegverkeer, LTO, internationaal, Idle",523,Methaan,1.A.3,930032_523,energetic_emissions_other_ghg_transport,
930041,"Vliegverkeer, LTO, internationaal, Idle",204,Koolstofdioxide,1.A.3,930041_204,"NA (energetische emissies, volgt uit energiegebruik)",
930041,"Vliegverkeer, LTO, internationaal, Idle",205,Distikstofoxide,1.A.3,930041_205,energetic_emissions_other_ghg_transport,
930042,"Vliegverkeer, LTO, nationaal, Idle",523,Methaan,1.A.3,930041_523,energetic_emissions_other_ghg_transport,
930042,"Vliegverkeer, LTO, nationaal, Idle",204,Koolstofdioxide,1.A.3,930042_204,"NA (energetische emissies, volgt uit energiegebruik)",
930042,"Vliegverkeer, LTO, nationaal, Idle",205,Distikstofoxide,1.A.3,930042_205,energetic_emissions_other_ghg_transport,
9310100,"Oplosmiddel- en ander productgebruik: anesthesie, narcosegas",523,Distikstofoxide,2.G.3.a,9310100_205,non_energetic_emissions_other_ghg_other_industry,
E301201,Luchtvaart nationaal,204,Koolstofdioxide,1.A.3.a,E301201_204,"NA (energetische emissies, volgt uit energiegebruik)",
E301201,Luchtvaart nationaal,205,Distikstofoxide,1.A.3.a,E301201_205,energetic_emissions_other_ghg_transport,
E301201,Luchtvaart nationaal,523,Methaan,1.A.3.a,E301201_523,energetic_emissions_other_ghg_transport,
E400102,Emissies methaan door lekverliezen uit anaërobe aWZI's,523,Methaan,5.D.2,E400102_523,non_energetic_emissions_other_ghg_waste_management,
E400103,"Emissies methaan door lekverliezen uit anaërobe aWZI's, afvalverwijderingsbedrijven",523,Methaan,5.D.2,E400103_523,non_energetic_emissions_other_ghg_waste_management,
E400104,"Emissies methaan door lekverliezen uit anaërobe aWZI's, papierindustrie",523,Methaan,5.D.2,E400104_523,non_energetic_emissions_other_ghg_waste_management,
E400105,"Emissies methaan door lekverliezen uit anaërobe aWZI's, voeding/genotmidd. ind.",523,Methaan,5.D.2,E400105_523,non_energetic_emissions_other_ghg_waste_management,
E400106,Emissies septic tanks,523,Methaan,5.D.3,E400106_523,non_energetic_emissions_other_ghg_waste_management,
E400107,"RWZI emissies water- en sliblijn, individueel",205,Distikstofoxide,5.D.1,E400107_205,non_energetic_emissions_other_ghg_waste_management,
E400107,"RWZI emissies water- en sliblijn, individueel",523,Methaan,5.D.1,E400107_523,non_energetic_emissions_other_ghg_waste_management,
E400108,"RWZI spui van slibgistingsgas, individueel",523,Methaan,5.D.1,E400108_523,non_energetic_emissions_other_ghg_waste_management,
E400109,SBI 37: Afvalwaterinzameling en -behandeling,204,Koolstofdioxide,1.A.4.a.i,E400109_204,"NA (energetische emissies, volgt uit energiegebruik)",
E400109,SBI 37: Afvalwaterinzameling en -behandeling,205,Distikstofoxide,1.A.4.a.i,E400109_205,energetic_emissions_other_ghg_buildings,
E400109,SBI 37: Afvalwaterinzameling en -behandeling,523,Methaan,1.A.4.a.i,E400109_523,energetic_emissions_other_ghg_buildings,
E400313,GFT-afval vergisting,205,Distikstofoxide,5.B.2.b,E400313_205,non_energetic_emissions_other_ghg_waste_management,
E400313,GFT-afval vergisting,523,Methaan,5.B.2.b,E400313_523,non_energetic_emissions_other_ghg_waste_management,
E400314,GFT-afval compostering,205,Distikstofoxide,5.B.1.b,E400314_205,non_energetic_emissions_other_ghg_waste_management,
E400314,GFT-afval compostering,523,Methaan,5.B.1.b,E400314_523,non_energetic_emissions_other_ghg_waste_management,
E400315,Groenafval vergisting,205,Distikstofoxide,5.B.2.b,E400315_205,non_energetic_emissions_other_ghg_waste_management,
E400315,Groenafval vergisting,523,Methaan,5.B.2.b,E400315_523,non_energetic_emissions_other_ghg_waste_management,
E400316,Groenafval compostering,205,Distikstofoxide,5.B.1.b,E400316_205,non_energetic_emissions_other_ghg_waste_management,
E400316,Groenafval compostering,523,Methaan,5.B.1.b,E400316_523,non_energetic_emissions_other_ghg_waste_management,
E401210,Stortplaatsen - onttrokken stortgas - benut,204,Koolstofdioxide,1.A.4.a.i,E401210_204,"NA (energetische emissies, volgt uit energiegebruik)",
E401210,Stortplaatsen - onttrokken stortgas - benut,523,Methaan,1.A.4.a.i,E401210_523,energetic_emissions_other_ghg_buildings,
E401220,Stortplaatsen - onttrokken stortgas - gefakkeld,204,Koolstofdioxide,1.A.4.a.i,E401220_204,"NA (energetische emissies, volgt uit energiegebruik)",
E401220,Stortplaatsen - onttrokken stortgas - gefakkeld,523,Methaan,1.A.4.a.i,E401220_523,energetic_emissions_other_ghg_buildings,
E402200,Emissies vanuit stortplaatsen,523,Methaan,5.A.1.a,E402200_523,non_energetic_emissions_other_ghg_waste_management,
N000400,"Indirect CO2 van NMVOC, Energie",204,Koolstofdioxide,1,N000400_204,indirect_emissions_co2,
N000401,"Indirect CO2 van NMVOC, Verkeer en Vervoer",204,Koolstofdioxide,2,N000401_204,indirect_emissions_co2,
N000402,"Indirect CO2 van NMVOC, Raffinaderijen",204,Koolstofdioxide,1,N000402_204,indirect_emissions_co2,
N000403,"Indirect CO2 van NMVOC, Consumenten",204,Koolstofdioxide,2,N000403_204,indirect_emissions_co2,
N000404,"Indirect CO2 van NMVOC, HDO",204,Koolstofdioxide,2,N000404_204,indirect_emissions_co2,
N000405,"Indirect CO2 van NMVOC, Industrie",204,Koolstofdioxide,2,N000405_204,indirect_emissions_co2,
N000406,"Indirect CO2 van NMVOC, Bouw",204,Koolstofdioxide,2,N000406_204,indirect_emissions_co2,
N000407,"Indirect CO2 van NMVOC, Landbouw",204,Koolstofdioxide,2,N000407_204,indirect_emissions_co2,
N000408,"Indirect CO2 van NMVOC, Afvalsector",204,Koolstofdioxide,5,N000408_204,indirect_emissions_co2,
N091100,Railverkeer smeermiddelen gebruik,204,Koolstofdioxide,2.D.1,N091100_204,non_energetic_emissions_co2_other_industry,
N091201,"Wegverkeer 2-takt, smeermiddelen gebruik",204,Koolstofdioxide,1.A.3.b.iv,N091201_204,"NA (energetische emissies, volgt uit energiegebruik)",
N091202,"Wegverkeer overig, smeermiddelen gebruik",204,Koolstofdioxide,2.D.1,N091202_204,non_energetic_emissions_co2_other_industry,
N091300,Binnenvaart smeermiddelen gebruik,204,Koolstofdioxide,2.D.1,N091300_204,non_energetic_emissions_co2_other_industry,
N091400,Luchtvaart smeermiddelen gebruik,204,Koolstofdioxide,2.D.1,N091400_204,non_energetic_emissions_co2_other_industry,
N320000,"Aanv. landbouw SBI 01: Landbouw, Kalk gebruik in de landbouw",204,Koolstofdioxide,3.G.1,N320000_204,non_energetic_emissions_co2_agriculture_soil_cultivation,
N320001,"Aanv. landbouw SBI 01: Landbouw, Dolomiet gebruik in de landbouw",204,Koolstofdioxide,3.G.2,N320001_204,non_energetic_emissions_co2_agriculture_soil_cultivation,
N339000,"SBI 06-33: Industrie, niet gespecificeerd",204,Koolstofdioxide,2.D.1; 1.A.2.g.viii,N339000_204,"NA (energetische emissies, volgt uit energiegebruik)",
N339000,"SBI 06-33: Industrie, niet gespecificeerd",205,Distikstofoxide,1.A.2.g.viii,N339000_205,energetic_emissions_other_ghg_industry,
N339000,"SBI 06-33: Industrie, niet gespecificeerd",523,Methaan,1.A.2.g.viii,N339000_523,energetic_emissions_other_ghg_industry,
N340000,Overig kalksteen gebruik (wegenbouw) (CBS),204,Koolstofdioxide,2.A.4.d,N340000_204,non_energetic_emissions_co2_other_industry,
T000000,Bunkers (aviation),204,Koolstofdioxide,1.D.1.a,T000000_204,out_of_scope,
T000000,Bunkers (aviation),205,Distikstofoxide,1.D.1.a,T000000_205,out_of_scope,
T000000,Bunkers (aviation),523,Methaan,1.D.1.a,T000000_523,out_of_scope,
T000001,Bunkers (marine),204,Koolstofdioxide,1.D.1.b,T000001_204,out_of_scope,
T000001,Bunkers (marine),205,Distikstofoxide,1.D.1.b,T000001_205,out_of_scope,
T000001,Bunkers (marine),523,Methaan,1.D.1.b,T000001_523,out_of_scope,
T000002,"Bunkers (marine), inland",204,Koolstofdioxide,1.D.1.b,T000002_204,out_of_scope,
T000002,"Bunkers (marine), inland",205,Distikstofoxide,1.D.1.b,T000002_205,out_of_scope,
T000002,"Bunkers (marine), inland",523,Methaan,1.D.1.b,T000002_523,out_of_scope,
T000003,"Bunkers (marine), maritime",204,Koolstofdioxide,1.D.1.b,T000003_204,out_of_scope,
T000003,"Bunkers (marine), maritime",205,Distikstofoxide,1.D.1.b,T000003_205,out_of_scope,
T000003,"Bunkers (marine), maritime",523,Methaan,1.D.1.b,T000003_523,out_of_scope,
T012200,"Vuurhaarden consumenten, sfeerverwarming woning",204,Koolstofdioxide,1.A.4.b.i,T012200_204,"NA (energetische emissies, volgt uit energiegebruik)",
T012200,"Vuurhaarden consumenten, sfeerverwarming woning",205,Distikstofoxide,1.A.4.b.i,T012200_205,energetic_emissions_other_ghg_households,
T012200,"Vuurhaarden consumenten, sfeerverwarming woning",523,Methaan,1.A.4.b.i,T012200_523,energetic_emissions_other_ghg_households,
100101,"Uitlaatgassen personenauto's benzine, bebouwde kom",204,Koolstofdioxide,1.A.3,100101_204,"NA (energetische emissies, volgt uit energiegebruik)",
100102,"Uitlaatgassen personenauto's benzine, autosnelweg",204,Koolstofdioxide,1.A.3,100102_204,"NA (energetische emissies, volgt uit energiegebruik)",
100103,"Uitlaatgassen personenauto's benzine, buitenweg",204,Koolstofdioxide,1.A.3,100103_204,"NA (energetische emissies, volgt uit energiegebruik)",
100201,"Uitlaatgassen personenauto's diesel, bebouwde kom",204,Koolstofdioxide,1.A.3,100201_204,"NA (energetische emissies, volgt uit energiegebruik)",
100202,"Uitlaatgassen personenauto's diesel, autosnelweg",204,Koolstofdioxide,1.A.3,100202_204,"NA (energetische emissies, volgt uit energiegebruik)",
100203,"Uitlaatgassen personenauto's diesel, buitenweg",204,Koolstofdioxide,1.A.3,100203_204,"NA (energetische emissies, volgt uit energiegebruik)",
100301,"Uitlaatgassen personenauto's LPG, bebouwde kom",204,Koolstofdioxide,1.A.3,100301_204,"NA (energetische emissies, volgt uit energiegebruik)",
100302,"Uitlaatgassen personenauto's LPG, autosnelweg",204,Koolstofdioxide,1.A.3,100302_204,"NA (energetische emissies, volgt uit energiegebruik)",
100303,"Uitlaatgassen personenauto's LPG, buitenweg",204,Koolstofdioxide,1.A.3,100303_204,"NA (energetische emissies, volgt uit energiegebruik)",
100401,"Uitlaatgassen lichte bedrijfsvoertuigen benzine, bebouwde kom",204,Koolstofdioxide,1.A.3,100401_204,"NA (energetische emissies, volgt uit energiegebruik)",
100402,"Uitlaatgassen lichte bedrijfsvoertuigen benzine, autosnelweg",204,Koolstofdioxide,1.A.3,100402_204,"NA (energetische emissies, volgt uit energiegebruik)",
100403,"Uitlaatgassen lichte bedrijfsvoertuigen benzine, buitenweg",204,Koolstofdioxide,1.A.3,100403_204,"NA (energetische emissies, volgt uit energiegebruik)",
100501,"Uitlaatgassen lichte bedrijfsvoertuigen diesel, bebouwde kom",204,Koolstofdioxide,1.A.3,100501_204,"NA (energetische emissies, volgt uit energiegebruik)",
100502,"Uitlaatgassen lichte bedrijfsvoertuigen diesel, autosnelweg",204,Koolstofdioxide,1.A.3,100502_204,"NA (energetische emissies, volgt uit energiegebruik)",
100503,"Uitlaatgassen lichte bedrijfsvoertuigen diesel, buitenweg",204,Koolstofdioxide,1.A.3,100503_204,"NA (energetische emissies, volgt uit energiegebruik)",
100601,"Uitlaatgassen lichte bedrijfsvoertuigen LPG, bebouwde kom",204,Koolstofdioxide,1.A.3,100601_204,"NA (energetische emissies, volgt uit energiegebruik)",
100602,"Uitlaatgassen lichte bedrijfsvoertuigen LPG, autosnelweg",204,Koolstofdioxide,1.A.3,100602_204,"NA (energetische emissies, volgt uit energiegebruik)",
100603,"Uitlaatgassen lichte bedrijfsvoertuigen LPG, buitenweg",204,Koolstofdioxide,1.A.3,100603_204,"NA (energetische emissies, volgt uit energiegebruik)",
100701,"Uitlaatgassen zware bedrijfsvoertuigen excl. autobussen, bebouwde kom",204,Koolstofdioxide,1.A.3,100701_204,"NA (energetische emissies, volgt uit energiegebruik)",
100702,"Uitlaatgassen zware bedrijfsvoertuigen excl. autobussen, autosnelweg",204,Koolstofdioxide,1.A.3,100702_204,"NA (energetische emissies, volgt uit energiegebruik)",
100703,"Uitlaatgassen zware bedrijfsvoertuigen excl. autobussen, buitenweg",204,Koolstofdioxide,1.A.3,100703_204,"NA (energetische emissies, volgt uit energiegebruik)",
100901,"Uitlaatgassen motorfietsen, bebouwde kom",204,Koolstofdioxide,1.A.3,100901_204,"NA (energetische emissies, volgt uit energiegebruik)",
100902,"Uitlaatgassen motorfietsen, autosnelweg",204,Koolstofdioxide,1.A.3,100902_204,"NA (energetische emissies, volgt uit energiegebruik)",
100903,"Uitlaatgassen motorfietsen, buitenweg",204,Koolstofdioxide,1.A.3,100903_204,"NA (energetische emissies, volgt uit energiegebruik)",
101001,"Uitlaatgassen bromfietsen, bebouwde kom",204,Koolstofdioxide,1.A.3,101001_204,"NA (energetische emissies, volgt uit energiegebruik)",
101003,"Uitlaatgassen bromfietsen, buitenweg",204,Koolstofdioxide,1.A.3,101003_204,"NA (energetische emissies, volgt uit energiegebruik)",
100101,"Uitlaatgassen personenauto's benzine, bebouwde kom",205,Distikstofoxide,1.A.3,100101_205,energetic_emissions_other_ghg_transport,
100102,"Uitlaatgassen personenauto's benzine, autosnelweg",205,Distikstofoxide,1.A.3,100102_205,energetic_emissions_other_ghg_transport,
100103,"Uitlaatgassen personenauto's benzine, buitenweg",205,Distikstofoxide,1.A.3,100103_205,energetic_emissions_other_ghg_transport,
100201,"Uitlaatgassen personenauto's diesel, bebouwde kom",205,Distikstofoxide,1.A.3,100201_205,energetic_emissions_other_ghg_transport,
100202,"Uitlaatgassen personenauto's diesel, autosnelweg",205,Distikstofoxide,1.A.3,100202_205,energetic_emissions_other_ghg_transport,
100203,"Uitlaatgassen personenauto's diesel, buitenweg",205,Distikstofoxide,1.A.3,100203_205,energetic_emissions_other_ghg_transport,
100301,"Uitlaatgassen personenauto's LPG, bebouwde kom",205,Distikstofoxide,1.A.3,100301_205,energetic_emissions_other_ghg_transport,
100302,"Uitlaatgassen personenauto's LPG, autosnelweg",205,Distikstofoxide,1.A.3,100302_205,energetic_emissions_other_ghg_transport,
100303,"Uitlaatgassen personenauto's LPG, buitenweg",205,Distikstofoxide,1.A.3,100303_205,energetic_emissions_other_ghg_transport,
100401,"Uitlaatgassen lichte bedrijfsvoertuigen benzine, bebouwde kom",205,Distikstofoxide,1.A.3,100401_205,energetic_emissions_other_ghg_transport,
100402,"Uitlaatgassen lichte bedrijfsvoertuigen benzine, autosnelweg",205,Distikstofoxide,1.A.3,100402_205,energetic_emissions_other_ghg_transport,
100403,"Uitlaatgassen lichte bedrijfsvoertuigen benzine, buitenweg",205,Distikstofoxide,1.A.3,100403_205,energetic_emissions_other_ghg_transport,
100501,"Uitlaatgassen lichte bedrijfsvoertuigen diesel, bebouwde kom",205,Distikstofoxide,1.A.3,100501_205,energetic_emissions_other_ghg_transport,
100502,"Uitlaatgassen lichte bedrijfsvoertuigen diesel, autosnelweg",205,Distikstofoxide,1.A.3,100502_205,energetic_emissions_other_ghg_transport,
100503,"Uitlaatgassen lichte bedrijfsvoertuigen diesel, buitenweg",205,Distikstofoxide,1.A.3,100503_205,energetic_emissions_other_ghg_transport,
100601,"Uitlaatgassen lichte bedrijfsvoertuigen LPG, bebouwde kom",205,Distikstofoxide,1.A.3,100601_205,energetic_emissions_other_ghg_transport,
100602,"Uitlaatgassen lichte bedrijfsvoertuigen LPG, autosnelweg",205,Distikstofoxide,1.A.3,100602_205,energetic_emissions_other_ghg_transport,
100603,"Uitlaatgassen lichte bedrijfsvoertuigen LPG, buitenweg",205,Distikstofoxide,1.A.3,100603_205,energetic_emissions_other_ghg_transport,
100701,"Uitlaatgassen zware bedrijfsvoertuigen excl. autobussen, bebouwde kom",205,Distikstofoxide,1.A.3,100701_205,energetic_emissions_other_ghg_transport,
100702,"Uitlaatgassen zware bedrijfsvoertuigen excl. autobussen, autosnelweg",205,Distikstofoxide,1.A.3,100702_205,energetic_emissions_other_ghg_transport,
100703,"Uitlaatgassen zware bedrijfsvoertuigen excl. autobussen, buitenweg",205,Distikstofoxide,1.A.3,100703_205,energetic_emissions_other_ghg_transport,
100901,"Uitlaatgassen motorfietsen, bebouwde kom",205,Distikstofoxide,1.A.3,100901_205,energetic_emissions_other_ghg_transport,
100902,"Uitlaatgassen motorfietsen, autosnelweg",205,Distikstofoxide,1.A.3,100902_205,energetic_emissions_other_ghg_transport,
100903,"Uitlaatgassen motorfietsen, buitenweg",205,Distikstofoxide,1.A.3,100903_205,energetic_emissions_other_ghg_transport,
101001,"Uitlaatgassen bromfietsen, bebouwde kom",205,Distikstofoxide,1.A.3,101001_205,energetic_emissions_other_ghg_transport,
101003,"Uitlaatgassen bromfietsen, buitenweg",205,Distikstofoxide,1.A.3,101003_205,energetic_emissions_other_ghg_transport,
102001,"Uitlaatgassen brommobielen, bebouwde kom",204,Koolstofdioxide,1.A.3,102001_204,"NA (energetische emissies, volgt uit energiegebruik)",
102003,"Uitlaatgassen brommobielen, buitenweg",204,Koolstofdioxide,1.A.3,102003_204,"NA (energetische emissies, volgt uit energiegebruik)",
100423,"Uitlaatgassen autobussen ov diesel, bebouwde kom",204,Koolstofdioxide,1.A.3,100423_204,"NA (energetische emissies, volgt uit energiegebruik)",
100424,"Uitlaatgassen autobussen ov diesel, autosnelweg",204,Koolstofdioxide,1.A.3,100424_204,"NA (energetische emissies, volgt uit energiegebruik)",
100425,"Uitlaatgassen autobussen ov diesel, buitenweg",204,Koolstofdioxide,1.A.3,100425_204,"NA (energetische emissies, volgt uit energiegebruik)",
100426,"Uitlaatgassen autobussen touringcars diesel, bebouwde kom",204,Koolstofdioxide,1.A.3,100426_204,"NA (energetische emissies, volgt uit energiegebruik)",
100427,"Uitlaatgassen autobussen touringcars diesel, autosnelweg",204,Koolstofdioxide,1.A.3,100427_204,"NA (energetische emissies, volgt uit energiegebruik)",
100428,"Uitlaatgassen autobussen touringcars diesel, buitenweg",204,Koolstofdioxide,1.A.3,100428_204,"NA (energetische emissies, volgt uit energiegebruik)",
100429,"Uitlaatgassen autobussen ov aardgas, bebouwde kom",204,Koolstofdioxide,1.A.3,100429_204,"NA (energetische emissies, volgt uit energiegebruik)",
100430,"Uitlaatgassen autobussen ov aardgas, autosnelweg",204,Koolstofdioxide,1.A.3,100430_204,"NA (energetische emissies, volgt uit energiegebruik)",
100431,"Uitlaatgassen autobussen ov aardgas, buitenweg",204,Koolstofdioxide,1.A.3,100431_204,"NA (energetische emissies, volgt uit energiegebruik)",
100432,"Uitlaatgassen autobussen touringcars aardgas, bebouwde kom",204,Koolstofdioxide,1.A.3,100432_204,"NA (energetische emissies, volgt uit energiegebruik)",
100433,"Uitlaatgassen autobussen touringcars aardgas, autosnelweg",204,Koolstofdioxide,1.A.3,100433_204,"NA (energetische emissies, volgt uit energiegebruik)",
100434,"Uitlaatgassen autobussen touringcars aardgas, buitenweg",204,Koolstofdioxide,1.A.3,100434_204,"NA (energetische emissies, volgt uit energiegebruik)",
100435,"Uitlaatgassen autobussen ov overig, bebouwde kom",204,Koolstofdioxide,1.A.3,100435_204,"NA (energetische emissies, volgt uit energiegebruik)",
100436,"Uitlaatgassen autobussen ov overig, autosnelweg",204,Koolstofdioxide,1.A.3,100436_204,"NA (energetische emissies, volgt uit energiegebruik)",
100437,"Uitlaatgassen autobussen ov overig, buitenweg",204,Koolstofdioxide,1.A.3,100437_204,"NA (energetische emissies, volgt uit energiegebruik)",
100438,"Uitlaatgassen autobussen touringcars overig, bebouwde kom",204,Koolstofdioxide,1.A.3,100438_204,"NA (energetische emissies, volgt uit energiegebruik)",
100439,"Uitlaatgassen autobussen touringcars overig, autosnelweg",204,Koolstofdioxide,1.A.3,100439_204,"NA (energetische emissies, volgt uit energiegebruik)",
100440,"Uitlaatgassen autobussen touringcars overig, buitenweg",204,Koolstofdioxide,1.A.3,100440_204,"NA (energetische emissies, volgt uit energiegebruik)",
100423,"Uitlaatgassen autobussen ov diesel, bebouwde kom",205,Distikstofoxide,1.A.3,100423_205,energetic_emissions_other_ghg_transport,
100424,"Uitlaatgassen autobussen ov diesel, autosnelweg",205,Distikstofoxide,1.A.3,100424_205,energetic_emissions_other_ghg_transport,
100425,"Uitlaatgassen autobussen ov diesel, buitenweg",205,Distikstofoxide,1.A.3,100425_205,energetic_emissions_other_ghg_transport,
100426,"Uitlaatgassen autobussen touringcars diesel, bebouwde kom",205,Distikstofoxide,1.A.3,100426_205,energetic_emissions_other_ghg_transport,
100427,"Uitlaatgassen autobussen touringcars diesel, autosnelweg",205,Distikstofoxide,1.A.3,100427_205,energetic_emissions_other_ghg_transport,
100428,"Uitlaatgassen autobussen touringcars diesel, buitenweg",205,Distikstofoxide,1.A.3,100428_205,energetic_emissions_other_ghg_transport,
100429,"Uitlaatgassen autobussen ov aardgas, bebouwde kom",205,Distikstofoxide,1.A.3,100429_205,energetic_emissions_other_ghg_transport,
100430,"Uitlaatgassen autobussen ov aardgas, autosnelweg",205,Distikstofoxide,1.A.3,100430_205,energetic_emissions_other_ghg_transport,
100431,"Uitlaatgassen autobussen ov aardgas, buitenweg",205,Distikstofoxide,1.A.3,100431_205,energetic_emissions_other_ghg_transport,
100432,"Uitlaatgassen autobussen touringcars aardgas, bebouwde kom",205,Distikstofoxide,1.A.3,100432_205,energetic_emissions_other_ghg_transport,
100433,"Uitlaatgassen autobussen touringcars aardgas, autosnelweg",205,Distikstofoxide,1.A.3,100433_205,energetic_emissions_other_ghg_transport,
100434,"Uitlaatgassen autobussen touringcars aardgas, buitenweg",205,Distikstofoxide,1.A.3,100434_205,energetic_emissions_other_ghg_transport,
100435,"Uitlaatgassen autobussen ov overig, bebouwde kom",205,Distikstofoxide,1.A.3,100435_205,energetic_emissions_other_ghg_transport,
100436,"Uitlaatgassen autobussen ov overig, autosnelweg",205,Distikstofoxide,1.A.3,100436_205,energetic_emissions_other_ghg_transport,
100437,"Uitlaatgassen autobussen ov overig, buitenweg",205,Distikstofoxide,1.A.3,100437_205,energetic_emissions_other_ghg_transport,
100438,"Uitlaatgassen autobussen touringcars overig, bebouwde kom",205,Distikstofoxide,1.A.3,100438_205,energetic_emissions_other_ghg_transport,
100439,"Uitlaatgassen autobussen touringcars overig, autosnelweg",205,Distikstofoxide,1.A.3,100439_205,energetic_emissions_other_ghg_transport,
100440,"Uitlaatgassen autobussen touringcars overig, buitenweg",205,Distikstofoxide,1.A.3,100440_205,energetic_emissions_other_ghg_transport,
200100,Spoorwegen - vrachtvervoer,204,Koolstofdioxide,1.A.3,200100_204,"NA (energetische emissies, volgt uit energiegebruik)",
200100,Spoorwegen - vrachtvervoer,205,Distikstofoxide,1.A.3,200100_205,energetic_emissions_other_ghg_transport,
200300,Spoorwegen diesel personenvervoer,204,Koolstofdioxide,1.A.3,200300_204,"NA (energetische emissies, volgt uit energiegebruik)",
200300,Spoorwegen diesel personenvervoer,205,Distikstofoxide,1.A.3,200300_205,energetic_emissions_other_ghg_transport,
230002,Binnenvaart nationaal,205,Distikstofoxide,1.A.3,230002_205,energetic_emissions_other_ghg_transport,
230003,Binnenvaart nationaal duwvaart,205,Distikstofoxide,1.A.3,230003_205,energetic_emissions_other_ghg_transport,
230005,Binnenvaart passagiers- en veerboten,205,Distikstofoxide,1.A.3,230005_205,energetic_emissions_other_ghg_transport,
240101,"Visserij, buitenlandse viskotters",205,Distikstofoxide,1.A.3,240101_205,energetic_emissions_other_ghg_transport,
