GemeentecodeGM,Gemeentenaam,train_share_in_nl,has_tram_metro,buildings_total,arable_land_km2,number_of_vans_data,number_of_trucks_data,number_of_busses_data,greenhouse_scaled,arable_land_scaled,wet_biomass_potential,dry_biomass_potential,oily_biomass_potential,number_of_cars_data,total_land_area_km2,coast_line_km,households_roof_pv_potential,buildings_roof_pv_potential,Unnamed: 19,Unnamed: 20,Unnamed: 21
GM0627,Waddinxveen,0.001323363,0,1338.180615,17.27044998,1670,102,24,0.007696064,0.000774305,80.34960439,84.19382719,17.20374932,15867,27.7542629,0,0.793958,2.168525,,,
GM0289,Wageningen,0,0,2507.595385,15.09617229,960,44,0,0.00025616,0.000676823,90.70633813,109.6625788,23.55764148,14110,30.41944643,0,0.927228,0.758997,,,
GM0629,Wassenaar,0,0,1734.545385,12.00174682,856,71,0,0,0.000538087,84.60385904,82.749088,15.92482955,13870,51.17579761,9.453494429,0.970838,0.553863,,,
GM0852,Waterland,0,0,961.2336154,44.94015966,865,47,0,0,0.00201485,140.7062471,54.2822439,10.51995054,8289,51.99261168,0,0.552666,0.450482,,,
GM0988,Weert,0.002668108,0,4519.911615,56.71411007,2492,201,75,0.000432596,0.002542724,254.1887401,289.1032765,30.28214697,26277,104.2457267,0,2.085705,2.784307,,,
GM1960,West Betuwe,0.002538623,0,5975.395769,171.5102351,5165,546,14,0.006680027,0.007689501,436.3579058,199.2021948,30.8016132,29803,215.9265631,0,2.4343,3.880317,,,
GM0668,West Maas en Waal,0,0,1957.899538,61.97443555,1769,115,4,0.000565603,0.002778566,194.3501454,86.25189269,11.5898687,11939,76.18674151,0,0.999818,1.278184,,,
GM1969,Westerkwartier,0,0,7770.577538,322.4869567,5157,391,9,0.00017026,0.014458402,708.8023093,317.6044981,37.34871034,35948,362.633703,0,3.449119,3.233718,,,
GM1701,Westerveld,0,0,3945.255538,155.8136325,1730,65,3,0,0.006985759,459.3541837,165.1069015,11.75512579,12001,278.6491709,0,1.254905,1.090739,,,
GM0293,Westervoort,0,0,552.7516923,2.899918169,545,19,0,0,0.000130015,28.5621205,38.97067053,9.079419052,7632,7.013962651,0,0.462574,0.17958,,,
GM1950,Westerwolde,0,0,3735.976923,236.1801543,2154,79,12,0,0.010588917,439.9866117,212.0925585,15.30997596,15515,275.7696749,0,1.67964,1.625845,,,
GM1783,Westland,0,0,7600.976,48.19167996,9395,1031,39,0.243985506,0.002160629,223.8677634,278.930071,65.9831469,58286,80.75637123,7.725799377,3.321218,33.151767,,,
GM0098,Weststellingwerf,0.000536552,0,3518.004923,182.2376056,2146,93,24,4.00E-06,0.008170453,644.7798974,166.1711904,15.69942374,14856,220.1997305,0,1.508618,1.632473,,,
GM0189,Wierden,0.000426074,0,1727.788692,72.89430132,3945,98,15,0,0.003268148,234.430538,125.8564894,14.79476267,19795,94.60462956,0,1.001793,1.297638,,,
GM0296,Wijchen,0.001540359,0,2611.315077,43.81159324,2365,190,1,0.000203045,0.001964252,190.6821138,128.849688,24.88030578,22302,66.03894089,0,1.484765,1.817977,,,
GM1696,Wijdemeren,0,0,1716.002,26.55589144,1794,155,11,0.000173583,0.001190609,367.4429736,75.978441,14.58940643,14695,47.53737366,0,0.866486,0.794225,,,
GM0352,Wijk bij Duurstede,0,0,1525.401077,36.72100062,1183,41,8,0,0.001646352,125.4585214,79.81265338,14.43690816,12719,47.57690934,0,0.804302,0.608178,,,
GM0294,Winterswijk,0.001522144,0,3282.319462,103.8861538,1576,121,10,8.77E-05,0.004657639,251.6537861,131.2780505,17.56038871,14943,138.130666,0,1.295379,1.717978,,,
GM0873,Woensdrecht,0,0,2012.159769,41.96952466,1270,54,2,0.000120041,0.001881664,210.7249236,105.1135007,13.28496902,12788,91.65695355,0,0.902381,1.253933,,,
GM0632,Woerden,0.005209899,0,2864.289154,71.7566812,3238,306,10,0.005407259,0.003217144,279.8988367,154.4470402,31.71295746,25779,88.55493308,0,1.561089,2.384823,,,
GM1690,De Wolden,0,0,3090.023692,185.0162122,2239,125,5,0,0.008295029,391.0708246,223.271981,14.64834003,14855,224.3901197,0,1.539278,1.422012,,,
GM0880,Wormerland,0,0,832.6015385,32.27389727,951,30,1,0,0.00144697,144.8336134,48.54852938,9.920893583,8230,38.51407294,0,0.482727,0.473255,,,
GM0351,Woudenberg,0,0,874.2945385,22.52227481,1156,56,7,0,0.001009765,92.23797186,78.55000535,7.999172326,7079,36.52183991,0,0.442028,0.596817,,,
GM0479,Zaanstad,0.015339839,0,6921.701385,35.94357632,6995,263,67,0.000557483,0.001611497,414.4015481,402.9100588,94.70993301,68201,73.7406149,0,3.498931,3.695766,,,
GM0297,Zaltbommel,0.001295644,0,8030.801231,59.47117513,2498,252,2,0.025089958,0.002666335,192.2717761,109.7638098,17.28577031,15940,78.64963347,0,1.736221,4.543084,,,
GM0473,Zandvoort,0.002168382,0,1706.398923,0.105881717,667,14,1,0,4.75E-06,48.42503232,45.68043381,10.33525144,8059,32.07873504,10.2270558,0.52455,0.215479,,,
GM0050,Zeewolde,0,0,2519.630538,173.0782562,1430,98,0,0.000113555,0.007759802,959.8829714,219.134218,13.55411935,12579,247.1078886,0,0.663054,1.802805,,,
GM0355,Zeist,0.000706031,0,4910.841231,5.905604443,2351,47,1,0,0.000264772,130.3404021,185.2671039,38.84392249,32370,48.50066543,0,1.821482,1.240746,,,
GM0299,Zevenaar,0.00144176,0,2716.598462,67.88729468,2309,106,2,0.000314124,0.003043664,235.9044214,137.9245711,26.4216927,24878,92.61745821,0,1.646113,1.765181,,,
GM0637,Zoetermeer,0.002541395,1,5736.312615,7.012347242,3648,184,16,3.41E-06,0.000314392,239.1667817,335.4646095,75.91133124,58492,34.42941194,0,2.650503,1.882734,,,
GM0638,Zoeterwoude,0,0,630.7127692,17.50405035,670,62,0,0.000338157,0.000784778,58.92853814,26.88989099,5.133905982,4490,21.15530203,0,0.290719,0.643194,,,
GM1892,Zuidplas,0.001134876,0,3056.644154,41.03512023,2877,172,4,0.026034767,0.001839771,199.4022448,124.1291404,25.98060208,23432,57.95686909,0,1.24696,4.649076,,,
GM0879,Zundert,0,0,2539.489923,95.35570306,1902,135,2,0.007103866,0.004275184,237.9098677,131.1710333,13.13064806,13157,120.5902315,0,1.169241,2.316032,,,
GM0301,Zutphen,0.004261924,0,3311.786615,19.44432542,1704,141,4,0.00086797,0.000871768,132.7249366,139.1288281,28.92545916,22824,40.91939582,0,1.379042,1.431718,,,
GM1896,Zwartewaterland,0,0,1799.184923,67.65126429,2621,190,0,0,0.003033081,250.5599437,79.56188935,13.67198654,11741,82.35556428,0,0.841088,1.500194,,,
GM0642,Zwijndrecht,0.001713798,0,2239.274154,5.419071857,2019,105,0,0.0005388,0.000242959,88.15387113,119.0101575,27.12099753,22118,20.30732128,0,1.04609,1.373903,,,
GM0193,Zwolle,0.017017603,0,7842.489,66.07216188,5862,211,14,9.37E-05,0.002962284,383.9694057,357.3203293,77.46243916,58042,110.6724722,0,3.407882,3.473898,,,
