GEMEENTECODE,GEMEENTENAAM,chemical_other_co2_scaled,food_co2_scaled,paper_co2_scaled,metal_other_co2_scaled,industry_other_co2_scaled,index,aluminium_co2_scaled,index_dup,fertilizers_co2_scaled,index_dup,refineries_co2_scaled,index_dup,steel_co2_scaled,agriculture_gas_chp_relative,agriculture_gas_final_demand_relative
489,Barendrecht,3.95079320173481e-05,0.0003045699847090505,3.537098715428184e-05,0.0,0.0007413706834878642,0.0,0.0,0.0,0.0,24,1.3640067032088146e-06,0.0,0.0,1.0,0.0
498,Drechterland,5.409594609977872e-06,8.375674579498946e-05,0.0,0.0,0.0003647113975857581,0.0,0.0,0.0,0.0,78,5.919596634962483e-07,0.0,0.0,0.907,0.09299999999999997
502,Capelle aan den IJssel,2.0697238360094387e-05,0.0015685354212516232,0.0006366777687770736,0.0,0.0002854915033717094,0.0,0.0,0.0,0.0,56,1.8221424162455843e-06,0.0,0.0,1.0,0.0
503,Delft,2.655761859932775e-05,0.015774812429426723,0.0,0.0,0.002301381431647834,0.0,0.0,0.0,0.0,67,2.906139942598042e-06,0.0,0.0,0.993,0.007000000000000006
505,Dordrecht,0.0029130350874799456,0.0020253903983152017,0.002166472963199763,0.0,0.0031798863222354734,0.0,0.0,0.0,0.0,77,3.370886530644554e-06,0.0,0.0,0.0,1.0
512,Gorinchem,0.0019792244006768944,0.015607079053349049,0.0002210686697142618,0.0,0.0025119185934169364,0.0,0.0,0.0,0.0,108,1.0629883709511127e-06,0.0,0.0,0.0,1.0
513,Gouda,0.0024726112822387922,0.00164625568971772,0.0,0.0,0.004886818847033201,0.0,0.0,0.0,0.0,109,1.992514885662672e-06,0.0,0.0,1.0,0.0
518,'s-Gravenhage,0.00021645247452744252,0.002208132389140636,0.0001591694421942684,0.0,0.002893792686445449,0.0,0.00593371633181001,0.0,0.0,0,1.536551048795229e-05,0.0,0.0,1.0,0.0
523,Hardinxveld-Giessendam,4.689880132452453e-06,0.0006205613438446937,0.0,0.0,0.0014015208703292692,0.0,0.0,0.0,0.0,118,5.132029412931651e-07,0.0,0.0,0.0,1.0
531,Hendrik-Ido-Ambacht,0.0001283618096523185,0.00017893486601656876,0.0,0.0,0.00032235773809957306,0.0,0.0,0.0,0.0,130,8.931963392380028e-07,0.0,0.0,1.0,0.0
532,Stede Broec,5.5385073833907064e-06,0.00013705649311907388,0.0,0.0,4.804728403484851e-05,0.0,0.0,0.0,0.0,264,6.060662957805004e-07,0.0,0.0,0.992,0.008000000000000007
534,Hillegom,4.344065928187685e-05,0.00010279236983930526,0.0,0.0,0.0010202310142360203,0.0,0.0,0.0,0.0,135,6.216582424128866e-07,0.0,0.0,0.991,0.009000000000000008
537,Katwijk,1.6526612475108852e-05,0.0010545735720550956,0.0,0.0,0.0014078713403376758,0.0,0.0,0.0,0.0,151,1.8084697033403667e-06,0.0,0.0,1.0,0.0
542,Krimpen aan den IJssel,7.2647318009667e-06,0.0007081252144485461,0.0,0.0,0.0010050283861507618,0.0,0.0,0.0,0.0,154,7.949631168958025e-07,0.0,0.0,1.0,0.0
546,Leiden,0.0003559887112332948,0.0006281755934624203,0.0,0.0,0.002420031213889923,0.0,0.0,0.0,0.0,163,3.490481125238508e-06,0.0,0.0,0.901,0.09899999999999998
547,Leiderdorp,7.085421257449151e-06,3.426412327976833e-05,0.0002475969100799724,0.0,0.0003218515289172012,0.0,0.0,0.0,0.0,164,7.753415709843589e-07,0.0,0.0,0.079,0.921
553,Lisse,5.6897632374116534e-06,7.994962098612647e-05,0.0,0.0,0.0005622988670013424,0.0,0.0,0.0,0.0,170,6.226178806779953e-07,0.0,0.0,0.755,0.245
556,Maassluis,1.6838366146011734e-05,0.00014086361792793714,0.0,0.0,0.0006487120393363782,0.0,0.0,0.0,0.0,178,9.571653715513977e-07,0.0,0.0,0.994,0.006000000000000005
569,Nieuwkoop,7.416870546126216e-06,0.000871831581229664,0.0,0.0,0.0007097839868541068,0.0,0.0,0.0,0.0,196,8.116113145672606e-07,0.0,0.0,0.925,0.07499999999999996
575,Noordwijk,1.1495155916681363e-05,0.0005520330972851576,0.0,0.0,0.00030303951999988664,0.0,0.0,0.0,0.0,204,1.2578888288088277e-06,0.0,0.0,0.994,0.006000000000000005
579,Oegstgeest,6.401611722833304e-06,9.137099541271573e-05,0.0,0.0,1.744113387269472e-05,0.0,0.0,0.0,0.0,207,7.005138452135401e-07,0.0,0.0,0.969,0.031000000000000028
589,Oudewater,1.8371081296254207e-05,8.756387060385272e-05,0.0,0.0,0.00014913355449466212,0.0,0.0,0.0,0.0,224,2.799508462429603e-07,0.0,0.0,0.157,0.843
590,Papendrecht,1.1890814373390974e-05,0.0005329974732408413,0.0,0.0,0.0020953847531712364,0.0,0.0,0.0,0.0,226,8.685961122072964e-07,0.0,0.0,0.0,0.0
597,Ridderkerk,1.6886925473763855e-05,0.0016637135414732025,0.0,0.0,0.0012884390006416774,0.0,0.0,0.0,0.0,239,1.3287914687151445e-06,0.0,0.0,1.0,0.0
599,Rotterdam,0.18946847543848497,0.061422958510745286,0.0008312181981256246,0.0,0.008223600173582864,46.0,0.14186651201926248,0.0,0.0,245,0.8614071378362012,0.0,0.0,0.999,0.0010000000000000009
603,Rijswijk,2.0665679200872807e-05,0.0006852824655953693,0.0,0.0289130624758629,0.00037292243151930974,0.0,0.0,0.0,0.0,241,1.655774170118886e-06,0.0,0.0,1.0,0.0
606,Schiedam,0.00036261074178891385,0.0011916300651741705,0.0,0.0,0.0022279985722256923,48.0,0.013485718935931836,0.0,0.0,250,2.2174872132669793e-06,0.0,0.0,0.0,1.0
610,Sliedrecht,1.2012177871469374e-05,0.002177607633016259,0.0,0.0,0.0011263485894485777,0.0,0.0,0.0,0.0,256,7.088411549222177e-07,0.0,0.0,0.0,1.0
613,Albrandswaard,6.862734414625425e-05,5.3299747324084126e-05,0.0,0.0,6.033898171172532e-05,0.0,0.0,0.0,0.0,7,7.215235312929286e-07,0.0,0.0,0.995,0.0050000000000000044
622,Vlaardingen,0.0004031477154558741,0.0009708168262601063,0.0,0.0,0.0015098069835701759,0.0,0.0,3.0,0.0002199304676191988,297,2.052062432948459e-06,0.0,0.0,0.0,1.0
626,Voorschoten,6.1911747931303055e-06,5.3299747324084126e-05,0.0,0.0,7.763017410900308e-05,0.0,0.0,0.0,0.0,302,6.774862094893394e-07,0.0,0.0,0.949,0.051000000000000045
627,Waddinxveen,3.828071625407434e-05,0.0007880748354346749,0.00019454042934855,0.0,0.000797263708000283,0.0,0.0,0.0,0.0,308,9.42436213689953e-07,0.0,0.0,0.985,0.015000000000000013
629,Wassenaar,7.3231822245266854e-06,9.137099541271573e-05,0.0,0.0,3.0714476860387316e-05,54.0,0.0008091431361559103,0.0,0.0,310,8.013592141186819e-07,0.0,0.0,0.812,0.18799999999999994
632,Woerden,1.3611391897978124e-05,0.001082435106176661,0.0,0.0,0.005603294724234474,0.0,0.0,0.0,0.0,327,1.4894637303839787e-06,0.0,0.0,0.876,0.124
637,Zoetermeer,7.669299701695843e-05,0.004682639075148313,8.842746788570472e-05,0.0,0.0010019012811321511,0.0,0.0,0.0,0.0,336,3.46115710880463e-06,0.0,0.0,0.972,0.028000000000000025
638,Zoeterwoude,2.305866050257395e-06,0.018304551635479532,0.0,0.0,0.00047149568465407036,0.0,0.0,0.0,0.0,337,2.523256897402472e-07,0.0,0.0,0.035,0.965
642,Zwijndrecht,0.00102558475918074,0.012802746430366194,0.000300653390811396,0.0,0.0015515593972580217,62.0,0.001078857514874547,0.0,0.0,342,1.234981198743973e-06,7.0,0.00016270196328422884,0.997,0.0030000000000000027
654,Borsele,5.727419741678011e-06,0.00021700611410520033,0.0,0.0,0.0006856294383490694,0.0,0.0,0.0,0.0,47,0.13458644778224127,0.0,0.0,0.199,0.8009999999999999
664,Goes,1.262683704654565e-05,0.0011878229403653072,0.0,0.0,0.0009472372436370261,0.0,0.0,0.0,0.0,105,1.086586517465469e-06,0.0,0.0,0.469,0.531
668,West Maas en Waal,5.6234444098085526e-05,0.0001522849923545264,0.0,0.0,0.00048561961403112566,55.0,0.0005394287574372735,0.0,0.0,314,5.452992039952492e-07,0.0,0.0,0.358,0.642
677,Hulst,6.8399715123440975e-06,0.0006472112175067365,0.0,0.0,0.001189701821082054,0.0,0.0,0.0,0.0,146,7.484825623167535e-07,0.0,0.0,0.16,0.84
678,Kapelle,3.277278131200994e-06,9.898524503044227e-05,0.0,0.0,0.00032765968143225665,0.0,0.0,0.0,0.0,150,3.586251095694012e-07,0.0,0.0,0.995,0.0050000000000000044
687,Middelburg,0.003819246399296267,0.00029314861028246353,0.0,0.0,0.0015053762046468647,0.0,0.0,0.0,0.0,184,1.3716056440856076e-06,0.0,0.0,0.823,0.17700000000000005
703,Reimerswaal,5.826487516082824e-06,0.015204291227153048,0.0,0.0,0.0007937069372364663,0.0,0.0,0.0,0.0,233,6.375793082579226e-07,0.0,0.0,0.965,0.03500000000000003
715,Terneuzen,0.2444384895103521,0.06261062265164405,0.003086118629211089,0.0,0.0027362314949979424,0.0,0.0,2.0,0.99022492447766,270,1.503092586846989e-06,0.0,0.0,0.576,0.42400000000000004
716,Tholen,1.0672528847156228e-05,0.00025127023738496894,1.768549357714092e-05,0.0,0.0013714392035416914,0.0,0.0,0.0,0.0,274,7.251612008730033e-07,0.0,0.0,0.911,0.08899999999999997
717,Veere,7.105441902733497e-06,0.00028934148547360026,0.0,0.0,0.0004289443206903516,0.0,0.0,0.0,0.0,291,6.044968952706456e-07,0.0,0.0,0.627,0.373
718,Vlissingen,0.0002849505995439752,0.0006852824655953693,0.0,0.0,0.0019627380074519036,52.0,0.08592973293536267,0.0,0.0,299,1.2413722510443556e-06,0.0,0.0,0.076,0.924
736,De Ronde Venen,7.760475700783e-05,0.0003654839816508629,0.0,0.0,0.0008903699199755075,0.0,0.0,0.0,0.0,65,1.271312726733738e-06,0.0,0.0,0.7,0.30000000000000004
737,Tytsjerksteradiel,8.10837906165586e-06,0.00019035624044315828,0.0,0.0,0.0018954683253541034,0.0,0.0,0.0,0.0,280,8.872815223500606e-07,0.0,0.0,0.013,0.987
743,Asten,4.32064964303382e-06,0.0011345231930412214,0.0,0.0,0.0012998348120433667,0.0,0.0,0.0,0.0,21,4.727988866407772e-07,0.0,0.0,0.815,0.18500000000000005
744,Baarle-Nassau,1.7318625132554894e-06,0.00022842748853178988,0.0,0.0,0.00028680592532463625,0.0,0.0,0.0,0.0,22,1.895137851323538e-07,0.0,0.0,0.021,0.979
748,Bergen op Zoom,0.025951330748526732,0.0084340918162894,0.0025596083534339844,0.0,0.0009162384256367294,7.0,0.001078857514874547,0.0,0.0,34,1.8984819901241551e-06,0.0,0.0,0.982,0.018000000000000016
753,Best,1.0494158722611944e-05,0.0007119323392574094,4.421373394285236e-05,0.0,0.002117796353107446,0.0,0.0,0.0,0.0,37,8.532123676441644e-07,0.0,0.0,0.056,0.944
755,Boekel,2.7980087191981038e-06,0.00022842748853178988,0.0,0.0,0.0001683548258391003,0.0,0.0,0.0,0.0,44,3.061797453031057e-07,0.0,0.0,0.66,0.33999999999999997
757,Boxtel,0.00010650486448310921,0.0023604173814951615,0.0,0.0,0.0013915459286796578,0.0,0.0,0.0,0.0,48,9.272802923331021e-07,0.0,0.0,0.314,0.6859999999999999
758,Breda,0.0011862064099692805,0.006757646535732111,0.0012026135632455816,0.0,0.004639703297657452,8.0,0.0005394287574372735,0.0,0.0,49,5.1549060852853005e-06,0.0,0.0,0.984,0.016000000000000014
762,Deurne,2.3337207718109383e-05,0.0010850305705260017,0.0004067663522742419,0.0,0.0019531704604989343,0.0,0.0,0.0,0.0,69,9.05004149977872e-07,0.0,0.0,0.437,0.563
765,Pekela,3.105579962556905e-06,3.426412327976833e-05,0.015325422213402034,0.0,0.002550751144643219,0.0,0.0,0.0,0.0,228,3.3983656856745484e-07,0.0,0.0,0.0,1.0
766,Dongen,8.389580166442583e-06,0.003123509385638769,0.0,0.0,0.03715400003779787,0.0,0.0,0.0,0.0,76,7.450172316865746e-07,0.0,0.0,0.949,0.051000000000000045
770,Eersel,5.015098483486453e-06,0.0018083842842100037,0.0,0.0,0.0005540765287925922,0.0,0.0,0.0,0.0,89,5.487908475081331e-07,0.0,0.0,0.086,0.914
772,Eindhoven,0.0003064628214531088,0.0034359268601987496,0.0021487874696226256,0.0,0.021843182232493083,15.0,0.0026971437871863677,0.0,0.0,91,6.722550018272215e-06,0.0,0.0,0.986,0.014000000000000012
777,Etten-Leur,0.00011088948282281313,0.0005482259724762943,0.0015651661815769663,0.0,0.025632461130724822,0.0,0.0,0.0,0.0,98,1.2292360154907575e-06,0.0,0.0,0.938,0.062000000000000055
779,Geertruidenberg,0.00013367777108400198,0.00026269161181155824,0.0014590532201141193,0.0,0.001958725067213157,0.0,0.0,0.0,0.0,99,6.089237143802056e-07,0.0,0.0,0.705,0.29500000000000004
784,Gilze en Rijen,8.33620647286883e-06,0.0005368045980497045,0.0,0.0,0.0012103511339436677,0.0,0.0,0.0,0.0,103,7.391766695067042e-07,0.0,0.0,0.419,0.581
785,Goirle,1.5567241834899357e-05,9.898524503044227e-05,0.00030949613759996585,0.0,0.00127142260139472,0.0,0.0,0.0,0.0,106,6.652750140527755e-07,0.0,0.0,0.0,1.0
794,Helmond,0.00018947136045025954,0.004212594687291552,0.0016801218898283823,0.0,0.021272646417562706,23.0,0.0048548588169354595,0.0,0.0,129,2.5872314533743793e-06,3.0,0.00044285196633506597,0.88,0.12
796,'s-Hertogenbosch,0.0006620697764129829,0.007566180660633219,1.768549357714092e-05,0.0,0.003401373339281296,0.0,0.0,0.0,0.0,1,4.368576813447655e-06,0.0,0.0,0.151,0.849
797,Heusden,0.0002799311496158542,0.0014581288017945912,0.0,0.0,0.0069455574009815845,25.0,0.12678887991258594,0.0,0.0,134,1.2658393741058003e-06,0.0,0.0,0.954,0.04600000000000004
798,Hilvarenbeek,4.035513416592647e-06,9.517812022157899e-05,0.0,0.0,0.00042720560242977013,0.0,0.0,0.0,0.0,136,4.415970763714123e-07,0.0,0.0,0.021,0.979
809,Loon op Zand,6.065802494162348e-06,0.00020177761486974755,0.0,0.0,0.0009630713108597574,0.0,0.0,0.0,0.0,172,6.637670032900554e-07,0.0,0.0,0.129,0.871
820,Nuenen,6.100680224088876e-06,0.0004302051034015357,0.0,0.0,0.0007051142315181146,0.0,0.0,0.0,0.0,205,6.675835941363896e-07,0.0,0.0,0.326,0.6739999999999999
823,Oirschot,4.766492185620276e-06,0.0001675134915899792,0.0,0.0,0.0011730176357449187,41.0,0.0018880006510304489,0.0,0.0,208,5.215864244342727e-07,0.0,0.0,0.596,0.404
824,Oisterwijk,1.3049048625261784e-05,0.00012563511869248433,0.0,0.0,0.0010312262889884982,0.0,0.0,0.0,0.0,209,9.088213135414226e-07,0.0,0.0,0.385,0.615
826,Oosterhout,0.0002702093531519642,0.0025507736219383195,0.0024759691007997238,0.0,0.008285026344812992,0.0,0.0,0.0,0.0,216,1.596081936235324e-06,5.0,0.0002319821560999905,0.934,0.06599999999999995
828,Oss,0.0017544430073292772,0.004341022250411358,0.001662436396251245,0.0,0.0033652752210587672,42.0,0.001729069135508765,0.0,0.0,221,2.6017953621942074e-06,0.0,0.0,0.088,0.912
840,Rucphen,5.8584053947549295e-06,0.0014352860529414115,7.074197430856379e-05,0.0,0.0006225732685048764,47.0,0.0016182862723118161,0.0,0.0,247,6.410720092975548e-07,0.0,0.0,0.708,0.29200000000000004
845,Sint-Michielsgestel,7.570512030771695e-06,0.0002817272358558743,0.00014148394861712759,0.0,0.0001807322437953328,0.0,0.0,0.0,0.0,254,8.284239536108681e-07,0.0,0.0,0.145,0.855
847,Someren,4.1891637046162555e-05,0.0009175170789360206,0.0,0.0,0.000918707129528641,0.0,0.0,0.0,0.0,260,5.48462772604383e-07,0.0,0.0,0.665,0.33499999999999996
848,Son en Breugel,4.4088499148299225e-06,0.019258579507910316,0.0,0.0,0.0019301524673119924,0.0,0.0,0.0,0.0,261,4.824504422520602e-07,0.0,0.0,0.256,0.744
851,Steenbergen,1.1503392701898899e-05,0.03734969744997057,0.0,0.0,0.0002849178195880183,0.0,0.0,0.0,0.0,265,6.685109424525816e-07,0.0,0.0,0.988,0.01200000000000001
852,Waterland,4.261935225640546e-06,0.0004416264778281255,0.0,0.0,0.00014939477592871894,0.0,0.0,0.0,0.0,311,4.663739011717373e-07,0.0,0.0,0.0,1.0
855,Tilburg,0.0023960118083062604,0.01267236419024381,0.0032718163117710663,0.0,0.009129121261404673,0.0,0.0,0.0,0.0,276,6.258270580444833e-06,0.0,0.0,0.42,0.5800000000000001
858,Valkenswaard,7.89500790217411e-06,0.00041497660416608257,0.0,0.0,0.001640632457411731,0.0,0.0,0.0,0.0,288,8.639328005191023e-07,0.0,0.0,0.044,0.956
861,Veldhoven,1.1551789717502028e-05,0.0002474631125761057,3.537098715428184e-05,0.0,0.003622962628238781,0.0,0.0,0.0,0.0,292,1.2640861371273551e-06,0.0,0.0,0.571,0.42900000000000005
865,Vught,8.070197615272018e-06,0.00037309823126858944,0.0,0.0,0.00014444301739011855,0.0,0.0,0.0,0.0,304,8.83103413308118e-07,0.0,0.0,0.341,0.659
866,Waalre,4.515901178758699e-06,2.6649873662042147e-05,0.0,0.0,0.0002742933194517932,0.0,0.0,0.0,0.0,306,4.941648191584627e-07,0.0,0.0,0.0,1.0
867,Waalwijk,0.00033835485779080114,0.001633256543002296,0.0,0.0,0.003036689696472038,53.0,0.009170288876433655,0.0,0.0,307,1.3669441327482265e-06,0.0,0.0,0.912,0.08799999999999997
873,Woensdrecht,7.133279714188287e-06,0.0003045699847090505,0.0031214896163653753,0.0,0.0016977395653479895,0.0,0.0,0.0,0.0,326,6.075431238125871e-07,0.0,0.0,0.567,0.43300000000000005
879,Zundert,5.622335621127326e-06,0.0002664987366204215,3.537098715428184e-05,0.0,0.00019659858261494872,0.0,0.0,0.0,0.0,339,6.152394296250452e-07,0.0,0.0,0.797,0.20299999999999996
880,Wormerland,4.539522389094621e-06,0.0034697844887417377,0.0012379845503998565,0.0,0.0002906104372236831,0.0,0.0,0.0,0.0,328,4.967496346076714e-07,0.0,0.0,0.197,0.8029999999999999
882,Landgraaf,0.00011905539025886466,0.00044924072744585204,5.305648073142276e-05,0.0,0.0014180173316089525,0.0,0.0,0.0,0.0,158,1.0493413417118126e-06,0.0,0.0,0.003,0.997
888,Beek,3.984309743950448e-06,0.00014467074273680013,0.0,0.0,0.0038088202662323314,0.0,0.0,0.0,0.0,26,4.3599397465818234e-07,0.0,0.0,0.061,0.9390000000000001
889,Beesel,3.405771918871925e-06,0.00020939186448747408,0.0009461739063770405,0.0,0.0006839490182006372,0.0,0.0,0.0,0.0,28,3.7268589319461833e-07,0.0,0.0,0.853,0.14700000000000002
893,Bergen (L),3.235629005923674e-06,0.00017512774120770545,0.0,0.0,0.0029675018245631343,0.0,0.0,0.0,0.0,32,3.540675402945052e-07,0.0,0.0,0.909,0.09099999999999997
899,Brunssum,6.867067519238371e-06,0.0005101547243876616,0.0,0.0,0.006044831334943484,10.0,0.0005394287574372735,0.0,0.0,52,7.514476168688335e-07,0.0,0.0,1.0,0.0
907,Gennep,4.434443169787654e-06,0.00023223461334065287,0.003713953651199592,0.0,0.0002850682055602755,18.0,0.001078857514874547,0.0,0.0,102,4.852510540695533e-07,0.0,0.0,0.38,0.62
917,Heerlen,0.0006440628473035779,0.00134010248099694,0.003209917084251074,0.0,0.0038960406325491306,0.0,0.0,1.0,0.003475830481479169,125,2.392150014548954e-06,0.0,0.0,0.246,0.754
928,Kerkrade,0.00013437932700405522,0.001062187821672822,0.0005394075541027986,0.0,0.0030744611657744173,29.0,0.14746504345565103,0.0,0.0,152,1.249195254468239e-06,0.0,0.0,0.833,0.16700000000000004
935,Maastricht,0.0015534806532230931,0.0026840229902485315,0.09792610835236291,0.0,0.05758718231931572,36.0,0.0005394287574372735,0.0,0.0,179,3.388256216906776e-06,4.0,7.600698378634594e-05,0.0,1.0
938,Meerssen,4.601651584699982e-06,7.6142496177263195e-06,0.0,0.0,0.0002956201685297679,0.0,0.0,0.0,0.0,181,5.035482915081365e-07,0.0,0.0,0.05,0.95
944,Mook en Middelaar,1.9645042748895528e-06,7.6142496177263195e-06,0.0002741251504456842,0.0,0.0008297992162327445,0.0,0.0,0.0,0.0,192,2.1497124523076175e-07,0.0,0.0,0.033,0.967
946,Nederweert,4.369738652178726e-06,0.0004676617741494121,1.768549357714092e-05,0.0,0.0018560027470142803,40.0,0.0016182862723118161,0.0,0.0,194,4.781705855257886e-07,0.0,0.0,0.173,0.827
957,Roermond,0.00042776540137073215,0.001321072308675516,0.19534486129608145,0.0,0.04919832412563428,45.0,0.05072576591753177,0.0,0.0,243,1.6559889696113621e-06,0.0,0.0,0.111,0.889
965,Simpelveld,2.6070531242815133e-06,6.852824655953694e-05,0.0,0.0,5.8883416316591435e-05,0.0,0.0,0.0,0.0,253,2.8528390784033975e-07,0.0,0.0,0.0,1.0
971,Stein,0.00014742899723563463,0.00035025548241540976,0.0,0.0,0.0013673504658387515,0.0,0.0,0.0,0.0,267,6.740533298872281e-07,0.0,0.0,0.0,1.0
981,Vaals,2.554682745032131e-06,0.0001104066194570318,0.0,0.0,0.00010570252729954018,0.0,0.0,0.0,0.0,286,2.795531360704083e-07,0.0,0.0,0.0,1.0
983,Venlo,8.764931460480189e-05,0.00218909676509632,0.0014059967393826958,0.0,0.01797092835967658,0.0,0.0,0.0,0.0,294,2.8487616624979937e-06,0.0,0.0,0.993,0.007000000000000006
984,Venray,7.753265556893566e-05,0.0012030514396007604,0.0,0.0,0.0035681376351215112,51.0,0.0016182862723118161,0.0,0.0,295,1.2278364545901327e-06,0.0,0.0,0.419,0.581
986,Voerendaal,3.178185899182344e-06,5.71068721329474e-05,0.0,0.0,5.595383100699707e-05,0.0,0.0,0.0,0.0,300,3.477816714654334e-07,0.0,0.0,0.0,1.0
988,Weert,0.0001004387586538923,0.0021586397666254137,1.768549357714092e-05,0.0,0.012149509995112901,0.0,0.0,0.0,0.0,312,1.398748148383581e-06,0.0,0.0,0.295,0.7050000000000001
994,Valkenburg aan de Geul,4.142442422775508e-06,0.0001332493683102106,0.0,0.0,0.00020170593546305331,0.0,0.0,0.0,0.0,287,4.5329807489008934e-07,0.0,0.0,0.0,1.0
995,Lelystad,0.000285521287228835,0.00998584590105916,0.0004067663522742419,0.0,0.003990978930421108,32.0,0.006742859467965918,0.0,0.0,166,2.2843505710966753e-06,0.0,0.0,0.032,0.968
1507,Horst aan de Maas,1.7645334260433193e-05,0.002980978725339841,0.0003183388843885368,0.0,0.0017099918437117774,28.0,0.0005394287574372735,0.0,0.0,143,1.1930398660248319e-06,0.0,0.0,0.933,0.06699999999999995
1509,Oude IJsselstreek,4.9160275973658555e-05,0.000571068721329474,0.0011230288421484496,0.0,0.004436197214442389,0.0,0.0,0.0,0.0,222,1.074507429364221e-06,0.0,0.0,0.067,0.933
1525,Teylingen,6.386685270346433e-05,0.0015837639204870763,4.421373394285236e-05,0.0,0.0004551801784140831,0.0,0.0,0.0,0.0,273,1.0860125831398645e-06,0.0,0.0,0.907,0.09299999999999997
1581,Utrechtse Heuvelrug,1.2874347252137815e-05,0.00027030586142928476,0.0,0.0,0.00030146366784351017,0.0,0.0,0.0,0.0,285,1.408810607185321e-06,0.0,0.0,0.011,0.989
1586,Oost Gelre,7.4783992145130844e-06,0.001743663162459328,7.95847210971342e-05,0.0,0.0026077284515973824,0.0,0.0,0.0,0.0,215,8.183442571368359e-07,0.0,0.0,0.008,0.992
1598,Koggenland,5.96551971407975e-06,0.0015304641731629905,0.0,0.0,0.0004932198718172841,30.0,0.0024274294084677245,0.0,0.0,153,6.527932862128702e-07,0.0,0.0,0.829,0.17100000000000004
1621,Lansingerland,0.0004939591111228873,0.0005558402220940208,0.0,0.0,0.0011115134801504526,0.0,0.0,0.0,0.0,160,1.813113821295734e-06,0.0,0.0,1.0,0.0
1640,Leudal,9.013903610917646e-06,0.0013363008079109691,0.00010611296146284562,0.0,0.0012575898037862198,0.0,0.0,0.0,0.0,167,9.863710190897681e-07,0.0,0.0,0.602,0.398
1641,Maasgouw,6.022786190475046e-06,0.0006129470942269671,1.768549357714092e-05,0.0,0.004908142088588731,0.0,0.0,0.0,0.0,176,6.590598267839599e-07,0.0,0.0,0.592,0.40800000000000003
1652,Gemert-Bakel,7.862246355553951e-06,0.0004454336026369888,0.0,0.0,0.0010102948792038954,0.0,0.0,0.0,0.0,101,8.603477788102457e-07,0.0,0.0,0.242,0.758
1655,Halderberge,1.1771996280904515e-05,0.00035025548241540976,0.0013264120182855663,0.0,0.0005712374035455441,20.0,0.02670172349314499,0.0,0.0,115,8.454734273948023e-07,0.0,0.0,0.822,0.17800000000000005
1658,Heeze-Leende,4.171778859476176e-06,7.6142496177263195e-06,0.0,0.0,0.0006801016109667428,0.0,0.0,0.0,0.0,126,4.5650829459222316e-07,0.0,0.0,0.32,0.6799999999999999
1659,Laarbeek,9.89255444378028e-06,0.011566927862181772,0.0,0.0,0.0008921885541938991,0.0,0.0,0.0,0.0,156,6.499310622738724e-07,0.0,0.0,0.838,0.16200000000000003
1667,Reusel-De Mierden,3.3884977225676534e-06,5.3299747324084126e-05,0.0,0.0,0.00043365021072724473,0.0,0.0,0.0,0.0,236,3.7079561708916186e-07,0.0,0.0,0.194,0.806
1669,Roerdalen,0.0008060767158008672,7.994962098612647e-05,1.768549357714092e-05,0.0,0.000954030033691375,0.0,0.0,0.0,0.0,242,5.689961525084291e-07,0.0,0.0,0.456,0.544
1674,Roosendaal,0.00027716831097723105,0.001983512025417709,0.002431755366856881,0.0,0.0017891224318464561,0.0,0.0,0.0,0.0,244,2.1351457463022216e-06,0.0,0.0,0.901,0.09899999999999998
1676,Schouwen-Duiveland,1.2866890395486459e-05,0.0020025476494620253,0.0,0.0,0.0007704491030910546,0.0,0.0,0.0,0.0,252,9.398195212463349e-07,0.0,0.0,0.969,0.031000000000000028
1680,Aa en Hunze,6.39976468334185e-06,0.02446402679704652,0.0,0.0,0.00013281264864330284,0.0,0.0,0.0,0.0,2,7.003117278730271e-07,0.0,0.0,0.012,0.988
1681,Borger-Odoorn,9.358517784451985e-06,5.71068721329474e-05,0.0,0.0,0.0008213141834492666,0.0,0.0,0.0,0.0,45,7.289417566143105e-07,0.0,0.0,0.014,0.986
1690,De Wolden,6.13759242302756e-06,0.00020939186448747408,0.0,0.0,0.00025133244391380247,0.0,0.0,0.0,0.0,66,6.716228123103997e-07,0.0,0.0,0.004,0.996
1695,Noord-Beveland,1.928461505050755e-06,9.517812022157899e-05,0.0,0.0,0.00026292593920849587,0.0,0.0,0.0,0.0,201,2.110271667103692e-07,0.0,0.0,0.331,0.669
1696,Wijdemeren,6.199655285084124e-06,0.00023984886295837942,0.0,0.0,0.000310850647101722,0.0,0.0,0.0,0.0,323,6.784142104811338e-07,0.0,0.0,0.668,0.33199999999999996
1699,Noordenveld,8.084124247697091e-06,0.0001675134915899792,0.0,0.0,0.0003923239754122656,0.0,0.0,0.0,0.0,202,8.846273730940822e-07,0.0,0.0,0.001,0.999
1700,Twenterand,1.5699392750816024e-05,0.0005862972205649271,1.768549357714092e-05,0.0,0.0019433609111705345,0.0,0.0,0.0,0.0,278,9.29168532615886e-07,0.0,0.0,0.021,0.979
1701,Westerveld,4.93174799422315e-06,9.137099541271573e-05,0.0,0.0,0.00013045454548206954,0.0,0.0,0.0,0.0,316,5.396699925949858e-07,0.0,0.0,0.0,1.0
1705,Lingewaard,1.1982789208484613e-05,0.0002664987366204215,0.0008312181981256246,0.0,0.018977466827747463,34.0,0.00782171698284047,0.0,0.0,169,1.3112494334635575e-06,0.0,0.0,0.97,0.030000000000000027
