# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,    T
# 
  260,19970210,   10,   77
  260,19970210,   11,   84
  260,19970210,   12,   89
  260,19970210,   13,   91
  260,19970210,   14,   84
  260,19970210,   15,   87
  260,19970210,   16,   92
  260,19970210,   17,   91
  260,19970210,   18,   97
  260,19970210,   19,   82
  260,19970210,   20,   72
  260,19970210,   21,   68
  260,19970210,   22,   58
  260,19970210,   23,   55
  260,19970210,   24,   53
  260,19970211,    1,   51
  260,19970211,    2,   47
  260,19970211,    3,   41
  260,19970211,    4,   36
  260,19970211,    5,   35
  260,19970211,    6,   38
  260,19970211,    7,   39
  260,19970211,    8,   44
  260,19970211,    9,   55
  260,19970211,   10,   71
  260,19970211,   11,   79
  260,19970211,   12,   81
  260,19970211,   13,   84
  260,19970211,   14,   81
  260,19970211,   15,   79
  260,19970211,   16,   77
  260,19970211,   17,   73
  260,19970211,   18,   68
  260,19970211,   19,   67
  260,19970211,   20,   66
  260,19970211,   21,   64
  260,19970211,   22,   57
  260,19970211,   23,   57
  260,19970211,   24,   58
  260,19970212,    1,   61
  260,19970212,    2,   75
  260,19970212,    3,   88
  260,19970212,    4,   97
  260,19970212,    5,   96
  260,19970212,    6,  102
  260,19970212,    7,   94
  260,19970212,    8,   91
  260,19970212,    9,   91
  260,19970212,   10,   94
  260,19970212,   11,   92
  260,19970212,   12,   94
  260,19970212,   13,   98
  260,19970212,   14,  107
  260,19970212,   15,  116
  260,19970212,   16,  111
  260,19970212,   17,  105
  260,19970212,   18,  101
  260,19970212,   19,  101
  260,19970212,   20,  100
  260,19970212,   21,  100
  260,19970212,   22,   98
  260,19970212,   23,   99
  260,19970212,   24,   98
  260,19970213,    1,   97
  260,19970213,    2,   93
  260,19970213,    3,   87
  260,19970213,    4,   81
  260,19970213,    5,   75
  260,19970213,    6,   70
  260,19970213,    7,   70
  260,19970213,    8,   70
  260,19970213,    9,   69
  260,19970213,   10,   68
  260,19970213,   11,   60
  260,19970213,   12,   62
  260,19970213,   13,   48
  260,19970213,   14,   45
  260,19970213,   15,   56
  260,19970213,   16,   60
  260,19970213,   17,   59
  260,19970213,   18,   63
  260,19970213,   19,   63
  260,19970213,   20,   64
  260,19970213,   21,   63
  260,19970213,   22,   61
  260,19970213,   23,   57
  260,19970213,   24,   56
  260,19970214,    1,   48
  260,19970214,    2,   43
  260,19970214,    3,   37
  260,19970214,    4,   32
  260,19970214,    5,   27
  260,19970214,    6,   26
  260,19970214,    7,   24
  260,19970214,    8,   25
  260,19970214,    9,   36
  260,19970214,   10,   45
  260,19970214,   11,   57
  260,19970214,   12,   69
  260,19970214,   13,   69
  260,19970214,   14,   64
  260,19970214,   15,   65
  260,19970214,   16,   56
  260,19970214,   17,   39
  260,19970214,   18,   20
  260,19970214,   19,   16
  260,19970214,   20,    7
  260,19970214,   21,    3
  260,19970214,   22,    5
  260,19970214,   23,    0
  260,19970214,   24,   -2
  260,19970215,    1,   -2
  260,19970215,    2,    1
  260,19970215,    3,   14
  260,19970215,    4,   17
  260,19970215,    5,   23
  260,19970215,    6,   15
  260,19970215,    7,   23
  260,19970215,    8,   27
  260,19970215,    9,   44
  260,19970215,   10,   59
  260,19970215,   11,   63
  260,19970215,   12,   73
  260,19970215,   13,   74
  260,19970215,   14,   69
  260,19970215,   15,   62
  260,19970215,   16,   58
  260,19970215,   17,   49
  260,19970215,   18,   45
  260,19970215,   19,   44
  260,19970215,   20,   38
  260,19970215,   21,   31
  260,19970215,   22,   30
  260,19970215,   23,   22
  260,19970215,   24,    8
  260,19970216,    1,    4
  260,19970216,    2,   -1
  260,19970216,    3,    7
  260,19970216,    4,    6
  260,19970216,    5,    9
  260,19970216,    6,    6
  260,19970216,    7,    3
  260,19970216,    8,    7
  260,19970216,    9,   18
  260,19970216,   10,   27
  260,19970216,   11,   40
  260,19970216,   12,   52
  260,19970216,   13,   61
  260,19970216,   14,   64
  260,19970216,   15,   62
  260,19970216,   16,   57
  260,19970216,   17,   50
  260,19970216,   18,   47
  260,19970216,   19,   45
  260,19970216,   20,   45
  260,19970216,   21,   41
  260,19970216,   22,   40
  260,19970216,   23,   38
  260,19970216,   24,   34
  260,19970217,    1,   32
  260,19970217,    2,   31
  260,19970217,    3,   34
  260,19970217,    4,   37
  260,19970217,    5,   43
  260,19970217,    6,   43
  260,19970217,    7,   47
  260,19970217,    8,   50
  260,19970217,    9,   58
  260,19970217,   10,   66
  260,19970217,   11,   70
  260,19970217,   12,   83
  260,19970217,   13,   81
  260,19970217,   14,   95
  260,19970217,   15,   94
  260,19970217,   16,   93
  260,19970217,   17,   91
  260,19970217,   18,   87
  260,19970217,   19,   84
  260,19970217,   20,   87
  260,19970217,   21,   89
  260,19970217,   22,   84
  260,19970217,   23,   81
  260,19970217,   24,   81
  260,19970218,    1,   82
  260,19970218,    2,   85
  260,19970218,    3,   85
  260,19970218,    4,   86
  260,19970218,    5,   89
  260,19970218,    6,   91
  260,19970218,    7,   98
  260,19970218,    8,   96
  260,19970218,    9,   97
  260,19970218,   10,  105
  260,19970218,   11,  106
  260,19970218,   12,   96
  260,19970218,   13,   91
  260,19970218,   14,   95
  260,19970218,   15,   88
  260,19970218,   16,   62
  260,19970218,   17,   55
  260,19970218,   18,   55
  260,19970218,   19,   61
  260,19970218,   20,   59
  260,19970218,   21,   57
  260,19970218,   22,   53
  260,19970218,   23,   49
  260,19970218,   24,   46
  260,19970219,    1,   44
  260,19970219,    2,   39
  260,19970219,    3,   42
  260,19970219,    4,   35
  260,19970219,    5,   32
  260,19970219,    6,   28
  260,19970219,    7,   28
  260,19970219,    8,   29
  260,19970219,    9,   43
  260,19970219,   10,   58
  260,19970219,   11,   60
  260,19970219,   12,   65
  260,19970219,   13,   65
  260,19970219,   14,   66
  260,19970219,   15,   69
  260,19970219,   16,   69
  260,19970219,   17,   67
  260,19970219,   18,   68
  260,19970219,   19,   73
  260,19970219,   20,   78
  260,19970219,   21,   74
  260,19970219,   22,   80
  260,19970219,   23,   90
  260,19970219,   24,   91
  260,19970220,    1,   83
  260,19970220,    2,   68
  260,19970220,    3,   66
  260,19970220,    4,   65
  260,19970220,    5,   67
  260,19970220,    6,   67
  260,19970220,    7,   66
  260,19970220,    8,   67
  260,19970220,    9,   74
  260,19970220,   10,   84
  260,19970220,   11,   85
  260,19970220,   12,   90
  260,19970220,   13,   90
  260,19970220,   14,   97
  260,19970220,   15,   98
  260,19970220,   16,   96
  260,19970220,   17,   91
  260,19970220,   18,   96
  260,19970220,   19,   91
  260,19970220,   20,   91
  260,19970220,   21,   89
  260,19970220,   22,   89
  260,19970220,   23,   85
  260,19970220,   24,   88
  260,19970221,    1,   89
  260,19970221,    2,   88
  260,19970221,    3,   88
  260,19970221,    4,   92
  260,19970221,    5,   91
  260,19970221,    6,   91
  260,19970221,    7,   94
  260,19970221,    8,   96
  260,19970221,    9,   98
  260,19970221,   10,  100
  260,19970221,   11,   96
  260,19970221,   12,  101
  260,19970221,   13,  103
  260,19970221,   14,  106
  260,19970221,   15,  108
  260,19970221,   16,  103
  260,19970221,   17,   94
  260,19970221,   18,   92
  260,19970221,   19,   89
  260,19970221,   20,   88
  260,19970221,   21,   80
  260,19970221,   22,   75
  260,19970221,   23,   74
  260,19970221,   24,   67
  260,19970222,    1,   65
  260,19970222,    2,   63
  260,19970222,    3,   67
  260,19970222,    4,   71
  260,19970222,    5,   75
  260,19970222,    6,   74
  260,19970222,    7,   77
  260,19970222,    8,   82
  260,19970222,    9,   87
  260,19970222,   10,   94
  260,19970222,   11,  102
  260,19970222,   12,  105
  260,19970222,   13,  112
  260,19970222,   14,  114
  260,19970222,   15,  115
  260,19970222,   16,  112
  260,19970222,   17,  106
  260,19970222,   18,  104
  260,19970222,   19,  102
  260,19970222,   20,  100
  260,19970222,   21,   95
  260,19970222,   22,   92
  260,19970222,   23,   91
  260,19970222,   24,   97
  260,19970223,    1,   93
  260,19970223,    2,   85
  260,19970223,    3,   79
  260,19970223,    4,   81
  260,19970223,    5,   70
  260,19970223,    6,   66
  260,19970223,    7,   70
  260,19970223,    8,   75
  260,19970223,    9,   85
  260,19970223,   10,   94
  260,19970223,   11,  104
  260,19970223,   12,  114
  260,19970223,   13,  117
  260,19970223,   14,  119
  260,19970223,   15,  122
  260,19970223,   16,  117
  260,19970223,   17,  116
  260,19970223,   18,  113
  260,19970223,   19,  109
  260,19970223,   20,  106
  260,19970223,   21,  104
  260,19970223,   22,  103
  260,19970223,   23,  105
  260,19970223,   24,  102
  260,19970224,    1,  106
  260,19970224,    2,  105
  260,19970224,    3,  106
  260,19970224,    4,  109
  260,19970224,    5,  112
  260,19970224,    6,  106
  260,19970224,    7,  109
  260,19970224,    8,   81
  260,19970224,    9,   94
  260,19970224,   10,   97
  260,19970224,   11,  100
  260,19970224,   12,   99
  260,19970224,   13,   97
  260,19970224,   14,   94
  260,19970224,   15,   85
  260,19970224,   16,   90
  260,19970224,   17,   91
  260,19970224,   18,   84
  260,19970224,   19,   91
  260,19970224,   20,   86
  260,19970224,   21,   84
  260,19970224,   22,  102
  260,19970224,   23,  110
  260,19970224,   24,  121
  260,19970225,    1,  124
  260,19970225,    2,  125
  260,19970225,    3,  118
  260,19970225,    4,  110
  260,19970225,    5,  108
  260,19970225,    6,   93
  260,19970225,    7,   93
  260,19970225,    8,  104
  260,19970225,    9,   95
  260,19970225,   10,  108
  260,19970225,   11,  118
  260,19970225,   12,  115
  260,19970225,   13,  118
  260,19970225,   14,  110
  260,19970225,   15,  109
  260,19970225,   16,  111
  260,19970225,   17,  107
  260,19970225,   18,  101
  260,19970225,   19,   97
  260,19970225,   20,  101
  260,19970225,   21,  102
  260,19970225,   22,   96
  260,19970225,   23,   90
  260,19970225,   24,   95
  260,19970226,    1,   96
  260,19970226,    2,   92
  260,19970226,    3,   89
  260,19970226,    4,   83
  260,19970226,    5,   76
  260,19970226,    6,   71
  260,19970226,    7,   75
  260,19970226,    8,   82
  260,19970226,    9,   74
  260,19970226,   10,   78
  260,19970226,   11,   85
  260,19970226,   12,   76
  260,19970226,   13,   90
  260,19970226,   14,   88
  260,19970226,   15,   73
  260,19970226,   16,   90
  260,19970226,   17,   83
  260,19970226,   18,   78
  260,19970226,   19,   74
  260,19970226,   20,   64
  260,19970226,   21,   66
  260,19970226,   22,   65
  260,19970226,   23,   62
  260,19970226,   24,   61
  260,19970227,    1,   61
  260,19970227,    2,   54
  260,19970227,    3,   50
  260,19970227,    4,   48
  260,19970227,    5,   27
  260,19970227,    6,   28
  260,19970227,    7,   39
  260,19970227,    8,   49
  260,19970227,    9,   58
  260,19970227,   10,   69
  260,19970227,   11,   78
  260,19970227,   12,   86
  260,19970227,   13,   86
  260,19970227,   14,   87
  260,19970227,   15,   86
  260,19970227,   16,   84
  260,19970227,   17,   81
  260,19970227,   18,   78
  260,19970227,   19,   74
  260,19970227,   20,   73
  260,19970227,   21,   77
  260,19970227,   22,   75
  260,19970227,   23,   72
  260,19970227,   24,   72
  260,19970228,    1,   69
  260,19970228,    2,   62
  260,19970228,    3,   61
  260,19970228,    4,   63
  260,19970228,    5,   60
  260,19970228,    6,   62
  260,19970228,    7,   60
  260,19970228,    8,   68
  260,19970228,    9,   82
  260,19970228,   10,  103
  260,19970228,   11,  112
  260,19970228,   12,  122
  260,19970228,   13,  129
  260,19970228,   14,  143
  260,19970228,   15,  141
  260,19970228,   16,  135
  260,19970228,   17,  129
  260,19970228,   18,  118
  260,19970228,   19,  111
  260,19970228,   20,  105
  260,19970228,   21,  100
  260,19970228,   22,   97
  260,19970228,   23,   92
  260,19970228,   24,   93
  260,19970301,    1,   88
  260,19970301,    2,   81
  260,19970301,    3,   75
  260,19970301,    4,   61
  260,19970301,    5,   46
  260,19970301,    6,   41
  260,19970301,    7,   47
  260,19970301,    8,   60
  260,19970301,    9,   81
  260,19970301,   10,   97
  260,19970301,   11,  102
  260,19970301,   12,   96
  260,19970301,   13,  117
  260,19970301,   14,  127
  260,19970301,   15,  118
  260,19970301,   16,  115
  260,19970301,   17,  115
  260,19970301,   18,  115
  260,19970301,   19,  113
  260,19970301,   20,  115
  260,19970301,   21,  119
  260,19970301,   22,  119
  260,19970301,   23,  121
  260,19970301,   24,  120
  260,19970302,    1,  121
  260,19970302,    2,  121
  260,19970302,    3,  120
  260,19970302,    4,  119
  260,19970302,    5,  114
  260,19970302,    6,  110
  260,19970302,    7,  111
  260,19970302,    8,  113
  260,19970302,    9,  114
  260,19970302,   10,  122
  260,19970302,   11,  125
  260,19970302,   12,  115
  260,19970302,   13,  114
  260,19970302,   14,  112
  260,19970302,   15,  103
  260,19970302,   16,  103
  260,19970302,   17,  101
  260,19970302,   18,   91
  260,19970302,   19,   79
  260,19970302,   20,   72
  260,19970302,   21,   77
  260,19970302,   22,   75
  260,19970302,   23,   73
  260,19970302,   24,   75
  260,19970303,    1,   73
  260,19970303,    2,   70
  260,19970303,    3,   61
  260,19970303,    4,   54
  260,19970303,    5,   47
  260,19970303,    6,   42
  260,19970303,    7,   46
  260,19970303,    8,   59
  260,19970303,    9,   66
  260,19970303,   10,   82
  260,19970303,   11,   95
  260,19970303,   12,  104
  260,19970303,   13,  100
  260,19970303,   14,  104
  260,19970303,   15,  102
  260,19970303,   16,   90
  260,19970303,   17,   82
  260,19970303,   18,   73
  260,19970303,   19,   73
  260,19970303,   20,   63
  260,19970303,   21,   58
  260,19970303,   22,   59
  260,19970303,   23,   58
  260,19970303,   24,   61
  260,19970304,    1,   50
  260,19970304,    2,   44
  260,19970304,    3,   35
  260,19970304,    4,   26
  260,19970304,    5,   23
  260,19970304,    6,   25
  260,19970304,    7,   29
  260,19970304,    8,   56
  260,19970304,    9,   71
  260,19970304,   10,   84
  260,19970304,   11,   90
  260,19970304,   12,  105
  260,19970304,   13,  108
  260,19970304,   14,  113
  260,19970304,   15,  119
  260,19970304,   16,  118
  260,19970304,   17,  113
  260,19970304,   18,  105
  260,19970304,   19,  101
  260,19970304,   20,   98
  260,19970304,   21,   94
  260,19970304,   22,   92
  260,19970304,   23,   87
  260,19970304,   24,   82
  260,19970305,    1,   66
  260,19970305,    2,   70
  260,19970305,    3,   61
  260,19970305,    4,   60
  260,19970305,    5,   72
  260,19970305,    6,   78
  260,19970305,    7,   85
  260,19970305,    8,   92
  260,19970305,    9,   90
  260,19970305,   10,   87
  260,19970305,   11,   97
  260,19970305,   12,   94
  260,19970305,   13,   99
  260,19970305,   14,  113
  260,19970305,   15,  114
  260,19970305,   16,  111
  260,19970305,   17,  103
  260,19970305,   18,  101
  260,19970305,   19,   94
  260,19970305,   20,   88
  260,19970305,   21,   76
  260,19970305,   22,   69
  260,19970305,   23,   70
  260,19970305,   24,   74
  260,19970306,    1,   80
  260,19970306,    2,   83
  260,19970306,    3,   77
  260,19970306,    4,   73
  260,19970306,    5,   73
  260,19970306,    6,   72
  260,19970306,    7,   69
  260,19970306,    8,   72
  260,19970306,    9,   75
  260,19970306,   10,   90
  260,19970306,   11,   93
  260,19970306,   12,  112
  260,19970306,   13,  107
  260,19970306,   14,  110
  260,19970306,   15,  107
  260,19970306,   16,  108
  260,19970306,   17,  104
  260,19970306,   18,   87
  260,19970306,   19,   76
  260,19970306,   20,   58
  260,19970306,   21,   59
  260,19970306,   22,   50
  260,19970306,   23,   36
  260,19970306,   24,   27
  260,19970307,    1,   23
  260,19970307,    2,   12
  260,19970307,    3,   46
  260,19970307,    4,   55
  260,19970307,    5,   56
  260,19970307,    6,   57
  260,19970307,    7,   59
  260,19970307,    8,   67
  260,19970307,    9,   80
  260,19970307,   10,   98
  260,19970307,   11,  120
  260,19970307,   12,  127
  260,19970307,   13,  138
  260,19970307,   14,  150
  260,19970307,   15,  142
  260,19970307,   16,  142
  260,19970307,   17,  136
  260,19970307,   18,  124
  260,19970307,   19,  109
  260,19970307,   20,  101
  260,19970307,   21,  104
  260,19970307,   22,  103
  260,19970307,   23,   94
  260,19970307,   24,   94
  260,19970308,    1,   95
  260,19970308,    2,   81
  260,19970308,    3,   72
  260,19970308,    4,   67
  260,19970308,    5,   58
  260,19970308,    6,   48
  260,19970308,    7,   59
  260,19970308,    8,   72
  260,19970308,    9,   86
  260,19970308,   10,  105
  260,19970308,   11,  118
  260,19970308,   12,  114
  260,19970308,   13,  120
  260,19970308,   14,  125
  260,19970308,   15,  123
  260,19970308,   16,  124
  260,19970308,   17,  118
  260,19970308,   18,  106
  260,19970308,   19,   96
  260,19970308,   20,   85
  260,19970308,   21,   78
  260,19970308,   22,   76
  260,19970308,   23,   64
  260,19970308,   24,   66
