# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,    T
# 
  260,19970311,    6,   35
  260,19970311,    7,   34
  260,19970311,    8,   36
  260,19970311,    9,   37
  260,19970311,   10,   44
  260,19970311,   11,   52
  260,19970311,   12,   60
  260,19970311,   13,   75
  260,19970311,   14,   89
  260,19970311,   15,   91
  260,19970311,   16,   93
  260,19970311,   17,   88
  260,19970311,   18,   75
  260,19970311,   19,   64
  260,19970311,   20,   54
  260,19970311,   21,   48
  260,19970311,   22,   44
  260,19970311,   23,   43
  260,19970311,   24,   39
  260,19970312,    1,   42
  260,19970312,    2,   39
  260,19970312,    3,   37
  260,19970312,    4,   36
  260,19970312,    5,   36
  260,19970312,    6,   35
  260,19970312,    7,   35
  260,19970312,    8,   39
  260,19970312,    9,   42
  260,19970312,   10,   47
  260,19970312,   11,   57
  260,19970312,   12,   71
  260,19970312,   13,   89
  260,19970312,   14,  110
  260,19970312,   15,  129
  260,19970312,   16,  136
  260,19970312,   17,  127
  260,19970312,   18,  113
  260,19970312,   19,   99
  260,19970312,   20,   95
  260,19970312,   21,   82
  260,19970312,   22,   79
  260,19970312,   23,   82
  260,19970312,   24,   78
  260,19970313,    1,   70
  260,19970313,    2,   71
  260,19970313,    3,   67
  260,19970313,    4,   71
  260,19970313,    5,   75
  260,19970313,    6,   69
  260,19970313,    7,   76
  260,19970313,    8,   87
  260,19970313,    9,  104
  260,19970313,   10,  118
  260,19970313,   11,  134
  260,19970313,   12,  144
  260,19970313,   13,  147
  260,19970313,   14,  137
  260,19970313,   15,  142
  260,19970313,   16,  123
  260,19970313,   17,   98
  260,19970313,   18,   89
  260,19970313,   19,   90
  260,19970313,   20,   89
  260,19970313,   21,   89
  260,19970313,   22,   87
  260,19970313,   23,   84
  260,19970313,   24,   81
  260,19970314,    1,   80
  260,19970314,    2,   80
  260,19970314,    3,   79
  260,19970314,    4,   79
  260,19970314,    5,   80
  260,19970314,    6,   81
  260,19970314,    7,   83
  260,19970314,    8,   85
  260,19970314,    9,   88
  260,19970314,   10,   87
  260,19970314,   11,   92
  260,19970314,   12,   94
  260,19970314,   13,   95
  260,19970314,   14,   95
  260,19970314,   15,   99
  260,19970314,   16,   99
  260,19970314,   17,  100
  260,19970314,   18,   96
  260,19970314,   19,   95
  260,19970314,   20,   93
  260,19970314,   21,   89
  260,19970314,   22,   81
  260,19970314,   23,   86
  260,19970314,   24,   85
  260,19970315,    1,   86
  260,19970315,    2,   86
  260,19970315,    3,   88
  260,19970315,    4,   90
  260,19970315,    5,   90
  260,19970315,    6,   91
  260,19970315,    7,   91
  260,19970315,    8,   96
  260,19970315,    9,  101
  260,19970315,   10,  103
  260,19970315,   11,   91
  260,19970315,   12,   93
  260,19970315,   13,   97
  260,19970315,   14,  104
  260,19970315,   15,  110
  260,19970315,   16,  104
  260,19970315,   17,  102
  260,19970315,   18,  106
  260,19970315,   19,  108
  260,19970315,   20,  106
  260,19970315,   21,   97
  260,19970315,   22,   97
  260,19970315,   23,   93
  260,19970315,   24,   90
  260,19970316,    1,   89
  260,19970316,    2,   85
  260,19970316,    3,   82
  260,19970316,    4,   82
  260,19970316,    5,   84
  260,19970316,    6,   88
  260,19970316,    7,   94
  260,19970316,    8,  100
  260,19970316,    9,  109
  260,19970316,   10,  107
  260,19970316,   11,  112
  260,19970316,   12,  107
  260,19970316,   13,  105
  260,19970316,   14,  109
  260,19970316,   15,  111
  260,19970316,   16,  108
  260,19970316,   17,  101
  260,19970316,   18,   98
  260,19970316,   19,   99
  260,19970316,   20,   98
  260,19970316,   21,   97
  260,19970316,   22,   95
  260,19970316,   23,   97
  260,19970316,   24,  100
  260,19970317,    1,  100
  260,19970317,    2,   99
  260,19970317,    3,   96
  260,19970317,    4,   92
  260,19970317,    5,   88
  260,19970317,    6,   74
  260,19970317,    7,   75
  260,19970317,    8,   86
  260,19970317,    9,   94
  260,19970317,   10,  101
  260,19970317,   11,  110
  260,19970317,   12,  120
  260,19970317,   13,  130
  260,19970317,   14,  124
  260,19970317,   15,  121
  260,19970317,   16,  112
  260,19970317,   17,  105
  260,19970317,   18,   92
  260,19970317,   19,   80
  260,19970317,   20,   70
  260,19970317,   21,   61
  260,19970317,   22,   55
  260,19970317,   23,   52
  260,19970317,   24,   44
  260,19970318,    1,   51
  260,19970318,    2,   56
  260,19970318,    3,   58
  260,19970318,    4,   60
  260,19970318,    5,   62
  260,19970318,    6,   63
  260,19970318,    7,   70
  260,19970318,    8,   74
  260,19970318,    9,   84
  260,19970318,   10,   96
  260,19970318,   11,   95
  260,19970318,   12,   95
  260,19970318,   13,   93
  260,19970318,   14,   85
  260,19970318,   15,   79
  260,19970318,   16,   79
  260,19970318,   17,   82
  260,19970318,   18,   51
  260,19970318,   19,   56
  260,19970318,   20,   52
  260,19970318,   21,   63
  260,19970318,   22,   68
  260,19970318,   23,   79
  260,19970318,   24,   79
  260,19970319,    1,   71
  260,19970319,    2,   77
  260,19970319,    3,   75
  260,19970319,    4,   69
  260,19970319,    5,   72
  260,19970319,    6,   74
  260,19970319,    7,   74
  260,19970319,    8,   66
  260,19970319,    9,   69
  260,19970319,   10,   77
  260,19970319,   11,   82
  260,19970319,   12,   88
  260,19970319,   13,   90
  260,19970319,   14,   86
  260,19970319,   15,   76
  260,19970319,   16,   69
  260,19970319,   17,   56
  260,19970319,   18,   52
  260,19970319,   19,   49
  260,19970319,   20,   46
  260,19970319,   21,   44
  260,19970319,   22,   42
  260,19970319,   23,   41
  260,19970319,   24,   40
  260,19970320,    1,   36
  260,19970320,    2,   34
  260,19970320,    3,   32
  260,19970320,    4,   30
  260,19970320,    5,   29
  260,19970320,    6,   25
  260,19970320,    7,   27
  260,19970320,    8,   41
  260,19970320,    9,   56
  260,19970320,   10,   59
  260,19970320,   11,   55
  260,19970320,   12,   61
  260,19970320,   13,   64
  260,19970320,   14,   70
  260,19970320,   15,   69
  260,19970320,   16,   74
  260,19970320,   17,   70
  260,19970320,   18,   66
  260,19970320,   19,   66
  260,19970320,   20,   65
  260,19970320,   21,   66
  260,19970320,   22,   63
  260,19970320,   23,   56
  260,19970320,   24,   47
  260,19970321,    1,   44
  260,19970321,    2,   47
  260,19970321,    3,   46
  260,19970321,    4,   41
  260,19970321,    5,   42
  260,19970321,    6,   42
  260,19970321,    7,   50
  260,19970321,    8,   62
  260,19970321,    9,   69
  260,19970321,   10,   71
  260,19970321,   11,   73
  260,19970321,   12,   78
  260,19970321,   13,   83
  260,19970321,   14,   84
  260,19970321,   15,   80
  260,19970321,   16,   72
  260,19970321,   17,   66
  260,19970321,   18,   59
  260,19970321,   19,   48
  260,19970321,   20,   45
  260,19970321,   21,   32
  260,19970321,   22,   18
  260,19970321,   23,    1
  260,19970321,   24,   -6
  260,19970322,    1,  -14
  260,19970322,    2,  -15
  260,19970322,    3,  -23
  260,19970322,    4,  -23
  260,19970322,    5,  -19
  260,19970322,    6,  -30
  260,19970322,    7,   -8
  260,19970322,    8,   17
  260,19970322,    9,   44
  260,19970322,   10,   54
  260,19970322,   11,   67
  260,19970322,   12,   67
  260,19970322,   13,   69
  260,19970322,   14,   76
  260,19970322,   15,   81
  260,19970322,   16,   79
  260,19970322,   17,   73
  260,19970322,   18,   67
  260,19970322,   19,   57
  260,19970322,   20,   60
  260,19970322,   21,   58
  260,19970322,   22,   54
  260,19970322,   23,   57
  260,19970322,   24,   58
  260,19970323,    1,   56
  260,19970323,    2,   54
  260,19970323,    3,   53
  260,19970323,    4,   57
  260,19970323,    5,   57
  260,19970323,    6,   60
  260,19970323,    7,   62
  260,19970323,    8,   66
  260,19970323,    9,   60
  260,19970323,   10,   64
  260,19970323,   11,   57
  260,19970323,   12,   59
  260,19970323,   13,   66
  260,19970323,   14,   70
  260,19970323,   15,   73
  260,19970323,   16,   79
  260,19970323,   17,   82
  260,19970323,   18,   77
  260,19970323,   19,   72
  260,19970323,   20,   68
  260,19970323,   21,   58
  260,19970323,   22,   62
  260,19970323,   23,   61
  260,19970323,   24,   60
  260,19970324,    1,   58
  260,19970324,    2,   59
  260,19970324,    3,   56
  260,19970324,    4,   60
  260,19970324,    5,   60
  260,19970324,    6,   60
  260,19970324,    7,   61
  260,19970324,    8,   66
  260,19970324,    9,   67
  260,19970324,   10,   69
  260,19970324,   11,   70
  260,19970324,   12,   72
  260,19970324,   13,   73
  260,19970324,   14,   76
  260,19970324,   15,   79
  260,19970324,   16,   77
  260,19970324,   17,   76
  260,19970324,   18,   72
  260,19970324,   19,   69
  260,19970324,   20,   65
  260,19970324,   21,   64
  260,19970324,   22,   61
  260,19970324,   23,   60
  260,19970324,   24,   62
  260,19970325,    1,   60
  260,19970325,    2,   60
  260,19970325,    3,   61
  260,19970325,    4,   61
  260,19970325,    5,   61
  260,19970325,    6,   61
  260,19970325,    7,   62
  260,19970325,    8,   65
  260,19970325,    9,   79
  260,19970325,   10,   79
  260,19970325,   11,   88
  260,19970325,   12,   91
  260,19970325,   13,   94
  260,19970325,   14,  102
  260,19970325,   15,  103
  260,19970325,   16,  103
  260,19970325,   17,  102
  260,19970325,   18,   97
  260,19970325,   19,   72
  260,19970325,   20,   70
  260,19970325,   21,   57
  260,19970325,   22,   55
  260,19970325,   23,   47
  260,19970325,   24,   53
  260,19970326,    1,   57
  260,19970326,    2,   57
  260,19970326,    3,   63
  260,19970326,    4,   70
  260,19970326,    5,   67
  260,19970326,    6,   70
  260,19970326,    7,   76
  260,19970326,    8,   83
  260,19970326,    9,   91
  260,19970326,   10,   99
  260,19970326,   11,  103
  260,19970326,   12,  112
  260,19970326,   13,  117
  260,19970326,   14,  124
  260,19970326,   15,  129
  260,19970326,   16,  128
  260,19970326,   17,  128
  260,19970326,   18,  123
  260,19970326,   19,  108
  260,19970326,   20,  104
  260,19970326,   21,  107
  260,19970326,   22,  110
  260,19970326,   23,  111
  260,19970326,   24,  110
  260,19970327,    1,  101
  260,19970327,    2,   97
  260,19970327,    3,   95
  260,19970327,    4,   92
  260,19970327,    5,   83
  260,19970327,    6,   76
  260,19970327,    7,   82
  260,19970327,    8,   96
  260,19970327,    9,  116
  260,19970327,   10,  122
  260,19970327,   11,  125
  260,19970327,   12,  132
  260,19970327,   13,  132
  260,19970327,   14,  145
  260,19970327,   15,  138
  260,19970327,   16,  138
  260,19970327,   17,  131
  260,19970327,   18,  127
  260,19970327,   19,  121
  260,19970327,   20,  118
  260,19970327,   21,  116
  260,19970327,   22,  112
  260,19970327,   23,  111
  260,19970327,   24,  112
  260,19970328,    1,  105
  260,19970328,    2,   76
  260,19970328,    3,   71
  260,19970328,    4,   63
  260,19970328,    5,   64
  260,19970328,    6,   66
  260,19970328,    7,   72
  260,19970328,    8,   72
  260,19970328,    9,   78
  260,19970328,   10,   84
  260,19970328,   11,   83
  260,19970328,   12,   87
  260,19970328,   13,   91
  260,19970328,   14,   84
  260,19970328,   15,   90
  260,19970328,   16,   83
  260,19970328,   17,   80
  260,19970328,   18,   76
  260,19970328,   19,   70
  260,19970328,   20,   72
  260,19970328,   21,   64
  260,19970328,   22,   63
  260,19970328,   23,   61
  260,19970328,   24,   58
  260,19970329,    1,   52
  260,19970329,    2,   48
  260,19970329,    3,   48
  260,19970329,    4,   55
  260,19970329,    5,   58
  260,19970329,    6,   56
  260,19970329,    7,   71
  260,19970329,    8,   73
  260,19970329,    9,   86
  260,19970329,   10,   82
  260,19970329,   11,   89
  260,19970329,   12,   98
  260,19970329,   13,   93
  260,19970329,   14,   94
  260,19970329,   15,  102
  260,19970329,   16,   93
  260,19970329,   17,   84
  260,19970329,   18,   81
  260,19970329,   19,   78
  260,19970329,   20,   76
  260,19970329,   21,   75
  260,19970329,   22,   75
  260,19970329,   23,   70
  260,19970329,   24,   69
  260,19970330,    1,   62
  260,19970330,    2,   56
  260,19970330,    3,   61
  260,19970330,    4,   55
  260,19970330,    5,   54
  260,19970330,    6,   53
  260,19970330,    7,   72
  260,19970330,    8,   91
  260,19970330,    9,  101
  260,19970330,   10,  110
  260,19970330,   11,  124
  260,19970330,   12,  128
  260,19970330,   13,  137
  260,19970330,   14,  132
  260,19970330,   15,  124
  260,19970330,   16,  119
  260,19970330,   17,  110
  260,19970330,   18,   90
  260,19970330,   19,   75
  260,19970330,   20,   66
  260,19970330,   21,   60
  260,19970330,   22,   52
  260,19970330,   23,   46
  260,19970330,   24,   37
  260,19970331,    1,   28
  260,19970331,    2,   15
  260,19970331,    3,   15
  260,19970331,    4,   11
  260,19970331,    5,    5
  260,19970331,    6,    2
  260,19970331,    7,   23
  260,19970331,    8,   72
  260,19970331,    9,  103
  260,19970331,   10,  116
  260,19970331,   11,  123
  260,19970331,   12,  133
  260,19970331,   13,  136
  260,19970331,   14,  139
  260,19970331,   15,  146
  260,19970331,   16,  141
  260,19970331,   17,  131
  260,19970331,   18,  115
  260,19970331,   19,   86
  260,19970331,   20,   63
  260,19970331,   21,   58
  260,19970331,   22,   47
  260,19970331,   23,   38
  260,19970331,   24,   35
  260,19970401,    1,   36
  260,19970401,    2,   26
  260,19970401,    3,   19
  260,19970401,    4,   16
  260,19970401,    5,   11
  260,19970401,    6,   14
  260,19970401,    7,   49
  260,19970401,    8,   96
  260,19970401,    9,  124
  260,19970401,   10,  137
  260,19970401,   11,  146
  260,19970401,   12,  160
  260,19970401,   13,  165
  260,19970401,   14,  170
  260,19970401,   15,  159
  260,19970401,   16,  150
  260,19970401,   17,  143
  260,19970401,   18,  123
  260,19970401,   19,   95
  260,19970401,   20,   75
  260,19970401,   21,   61
  260,19970401,   22,   54
  260,19970401,   23,   36
  260,19970401,   24,   28
  260,19970402,    1,   19
  260,19970402,    2,   13
  260,19970402,    3,   12
  260,19970402,    4,   12
  260,19970402,    5,   19
  260,19970402,    6,   38
  260,19970402,    7,   58
  260,19970402,    8,   76
  260,19970402,    9,   93
  260,19970402,   10,  108
  260,19970402,   11,  118
  260,19970402,   12,  121
  260,19970402,   13,  130
  260,19970402,   14,  133
  260,19970402,   15,  133
  260,19970402,   16,  131
  260,19970402,   17,  127
  260,19970402,   18,  115
  260,19970402,   19,   87
  260,19970402,   20,   73
  260,19970402,   21,   55
  260,19970402,   22,   74
  260,19970402,   23,   82
  260,19970402,   24,   89
  260,19970403,    1,   91
  260,19970403,    2,   94
  260,19970403,    3,   91
  260,19970403,    4,   90
  260,19970403,    5,   88
  260,19970403,    6,   87
  260,19970403,    7,   91
  260,19970403,    8,  102
  260,19970403,    9,  104
  260,19970403,   10,  109
  260,19970403,   11,  115
  260,19970403,   12,  100
  260,19970403,   13,  104
  260,19970403,   14,  109
  260,19970403,   15,  104
  260,19970403,   16,  100
  260,19970403,   17,   95
  260,19970403,   18,   87
  260,19970403,   19,   68
  260,19970403,   20,   65
  260,19970403,   21,   63
  260,19970403,   22,   62
  260,19970403,   23,   55
  260,19970403,   24,   64
  260,19970404,    1,   53
  260,19970404,    2,   50
  260,19970404,    3,   46
  260,19970404,    4,   46
  260,19970404,    5,   38
  260,19970404,    6,   44
  260,19970404,    7,   56
  260,19970404,    8,   66
  260,19970404,    9,   72
  260,19970404,   10,   87
  260,19970404,   11,   79
  260,19970404,   12,   76
  260,19970404,   13,   78
  260,19970404,   14,   78
  260,19970404,   15,   72
  260,19970404,   16,   77
  260,19970404,   17,   76
  260,19970404,   18,   58
  260,19970404,   19,   54
  260,19970404,   20,   49
  260,19970404,   21,   51
  260,19970404,   22,   51
  260,19970404,   23,   53
  260,19970404,   24,   52
  260,19970405,    1,   54
  260,19970405,    2,   60
  260,19970405,    3,   67
  260,19970405,    4,   77
  260,19970405,    5,   87
  260,19970405,    6,   88
  260,19970405,    7,   90
  260,19970405,    8,   91
  260,19970405,    9,   89
  260,19970405,   10,   90
  260,19970405,   11,   94
  260,19970405,   12,   90
  260,19970405,   13,   92
  260,19970405,   14,   95
  260,19970405,   15,   97
  260,19970405,   16,  106
  260,19970405,   17,  112
  260,19970405,   18,  113
  260,19970405,   19,  109
  260,19970405,   20,  109
  260,19970405,   21,  107
  260,19970405,   22,   90
  260,19970405,   23,   70
  260,19970405,   24,   60
  260,19970406,    1,   59
  260,19970406,    2,   55
  260,19970406,    3,   53
  260,19970406,    4,   51
  260,19970406,    5,   46
  260,19970406,    6,   50
  260,19970406,    7,   56
  260,19970406,    8,   62
  260,19970406,    9,   70
  260,19970406,   10,   70
  260,19970406,   11,   86
  260,19970406,   12,   90
  260,19970406,   13,   91
  260,19970406,   14,   90
  260,19970406,   15,   93
  260,19970406,   16,   86
  260,19970406,   17,   81
  260,19970406,   18,   69
  260,19970406,   19,   57
  260,19970406,   20,   47
  260,19970406,   21,   39
  260,19970406,   22,   32
  260,19970406,   23,   13
  260,19970406,   24,   -5
  260,19970407,    1,  -11
  260,19970407,    2,  -18
  260,19970407,    3,  -25
  260,19970407,    4,  -26
  260,19970407,    5,  -27
  260,19970407,    6,  -13
  260,19970407,    7,   31
  260,19970407,    8,   47
  260,19970407,    9,   55
  260,19970407,   10,   67
  260,19970407,   11,   74
  260,19970407,   12,   84
  260,19970407,   13,   93
  260,19970407,   14,  100
  260,19970407,   15,  104
  260,19970407,   16,  104
  260,19970407,   17,  102
  260,19970407,   18,   91
  260,19970407,   19,   64
  260,19970407,   20,   34
  260,19970407,   21,   37
  260,19970407,   22,   31
  260,19970407,   23,   20
  260,19970407,   24,   24
  260,19970408,    1,    3
  260,19970408,    2,    1
  260,19970408,    3,    1
  260,19970408,    4,   -9
  260,19970408,    5,  -16
  260,19970408,    6,   12
  260,19970408,    7,   44
  260,19970408,    8,   71
  260,19970408,    9,   89
  260,19970408,   10,  102
  260,19970408,   11,  115
  260,19970408,   12,  124
  260,19970408,   13,  129
  260,19970408,   14,  136
  260,19970408,   15,  138
  260,19970408,   16,  137
  260,19970408,   17,  132
  260,19970408,   18,  119
  260,19970408,   19,   97
  260,19970408,   20,   67
  260,19970408,   21,   70
  260,19970408,   22,   72
  260,19970408,   23,   64
  260,19970408,   24,   59
  260,19970409,    1,   53
  260,19970409,    2,   37
  260,19970409,    3,   60
  260,19970409,    4,   57
  260,19970409,    5,   53
  260,19970409,    6,   55
  260,19970409,    7,   72
  260,19970409,    8,   88
  260,19970409,    9,  107
  260,19970409,   10,  131
  260,19970409,   11,  142
  260,19970409,   12,  155
  260,19970409,   13,  167
  260,19970409,   14,  178
  260,19970409,   15,  181
  260,19970409,   16,  173
  260,19970409,   17,  168
  260,19970409,   18,  141
  260,19970409,   19,  110
  260,19970409,   20,   89
  260,19970409,   21,   75
  260,19970409,   22,   61
  260,19970409,   23,   47
  260,19970409,   24,   32
  260,19970410,    1,   23
  260,19970410,    2,   15
  260,19970410,    3,   15
  260,19970410,    4,   11
  260,19970410,    5,   13
  260,19970410,    6,   23
  260,19970410,    7,   71
  260,19970410,    8,   92
  260,19970410,    9,  114
  260,19970410,   10,  129
  260,19970410,   11,  142
  260,19970410,   12,  153
  260,19970410,   13,  160
  260,19970410,   14,  163
  260,19970410,   15,  165
  260,19970410,   16,  162
  260,19970410,   17,  157
  260,19970410,   18,  132
  260,19970410,   19,  107
  260,19970410,   20,  101
  260,19970410,   21,   83
  260,19970410,   22,   74
  260,19970410,   23,   64
  260,19970410,   24,   62
  260,19970411,    1,   58
  260,19970411,    2,   61
  260,19970411,    3,   63
  260,19970411,    4,   67
  260,19970411,    5,   73
  260,19970411,    6,   82
  260,19970411,    7,   90
  260,19970411,    8,   95
  260,19970411,    9,  104
  260,19970411,   10,   98
  260,19970411,   11,   83
  260,19970411,   12,   84
  260,19970411,   13,   81
  260,19970411,   14,   83
  260,19970411,   15,   90
  260,19970411,   16,   79
  260,19970411,   17,   83
  260,19970411,   18,   76
  260,19970411,   19,   70
  260,19970411,   20,   65
  260,19970411,   21,   64
  260,19970411,   22,   55
  260,19970411,   23,   51
  260,19970411,   24,   52
  260,19970412,    1,   51
  260,19970412,    2,   56
  260,19970412,    3,   58
  260,19970412,    4,   49
  260,19970412,    5,   49
  260,19970412,    6,   54
  260,19970412,    7,   67
  260,19970412,    8,   68
  260,19970412,    9,   79
  260,19970412,   10,   87
  260,19970412,   11,   86
  260,19970412,   12,   92
  260,19970412,   13,   87
  260,19970412,   14,   91
  260,19970412,   15,   89
  260,19970412,   16,   80
  260,19970412,   17,   82
  260,19970412,   18,   70
  260,19970412,   19,   65
  260,19970412,   20,   63
  260,19970412,   21,   55
  260,19970412,   22,   57
  260,19970412,   23,   38
  260,19970412,   24,   22
  260,19970413,    1,    5
  260,19970413,    2,    4
  260,19970413,    3,   -4
  260,19970413,    4,  -10
  260,19970413,    5,   -7
  260,19970413,    6,   10
  260,19970413,    7,   55
  260,19970413,    8,   76
  260,19970413,    9,   82
  260,19970413,   10,   85
  260,19970413,   11,   98
  260,19970413,   12,  103
  260,19970413,   13,  106
  260,19970413,   14,  106
  260,19970413,   15,  101
  260,19970413,   16,   94
  260,19970413,   17,   82
  260,19970413,   18,   79
  260,19970413,   19,   76
  260,19970413,   20,   75
  260,19970413,   21,   76
  260,19970413,   22,   74
  260,19970413,   23,   75
  260,19970413,   24,   75
  260,19970414,    1,   70
  260,19970414,    2,   71
  260,19970414,    3,   62
  260,19970414,    4,   64
  260,19970414,    5,   71
  260,19970414,    6,   78
  260,19970414,    7,   83
  260,19970414,    8,   91
  260,19970414,    9,  105
  260,19970414,   10,  127
  260,19970414,   11,  121
  260,19970414,   12,   98
  260,19970414,   13,  113
  260,19970414,   14,   96
  260,19970414,   15,   97
  260,19970414,   16,   96
  260,19970414,   17,   93
  260,19970414,   18,   87
  260,19970414,   19,   73
  260,19970414,   20,   69
  260,19970414,   21,   63
  260,19970414,   22,   61
  260,19970414,   23,   52
  260,19970414,   24,   59
  260,19970415,    1,   58
  260,19970415,    2,   51
  260,19970415,    3,   55
  260,19970415,    4,   51
  260,19970415,    5,   51
  260,19970415,    6,   55
  260,19970415,    7,   63
  260,19970415,    8,   67
  260,19970415,    9,   80
  260,19970415,   10,   83
  260,19970415,   11,   85
  260,19970415,   12,   89
  260,19970415,   13,   99
  260,19970415,   14,   91
  260,19970415,   15,   92
  260,19970415,   16,   83
  260,19970415,   17,   78
  260,19970415,   18,   72
  260,19970415,   19,   64
  260,19970415,   20,   59
  260,19970415,   21,   51
  260,19970415,   22,   48
  260,19970415,   23,   40
  260,19970415,   24,   40
  260,19970416,    1,   41
  260,19970416,    2,   34
  260,19970416,    3,   36
  260,19970416,    4,   47
  260,19970416,    5,   49
  260,19970416,    6,   57
  260,19970416,    7,   52
  260,19970416,    8,   54
  260,19970416,    9,   58
  260,19970416,   10,   70
  260,19970416,   11,   72
  260,19970416,   12,   83
  260,19970416,   13,   80
  260,19970416,   14,   81
  260,19970416,   15,   90
  260,19970416,   16,   92
  260,19970416,   17,   82
  260,19970416,   18,   80
  260,19970416,   19,   70
  260,19970416,   20,   66
  260,19970416,   21,   65
  260,19970416,   22,   62
  260,19970416,   23,   50
  260,19970416,   24,   41
  260,19970417,    1,   27
  260,19970417,    2,   17
  260,19970417,    3,   28
  260,19970417,    4,   26
  260,19970417,    5,   17
  260,19970417,    6,   22
  260,19970417,    7,   37
  260,19970417,    8,   67
  260,19970417,    9,   93
  260,19970417,   10,  102
  260,19970417,   11,  111
  260,19970417,   12,  118
  260,19970417,   13,  120
  260,19970417,   14,  125
  260,19970417,   15,  124
  260,19970417,   16,  124
  260,19970417,   17,  118
  260,19970417,   18,  104
  260,19970417,   19,   90
  260,19970417,   20,   75
  260,19970417,   21,   62
  260,19970417,   22,   46
  260,19970417,   23,   30
  260,19970417,   24,   29
  260,19970418,    1,   26
  260,19970418,    2,   23
  260,19970418,    3,   19
  260,19970418,    4,   18
  260,19970418,    5,   32
  260,19970418,    6,   35
  260,19970418,    7,   49
  260,19970418,    8,   78
  260,19970418,    9,   73
  260,19970418,   10,   77
  260,19970418,   11,   79
  260,19970418,   12,   77
  260,19970418,   13,   85
  260,19970418,   14,   95
  260,19970418,   15,   95
  260,19970418,   16,  102
  260,19970418,   17,  101
  260,19970418,   18,   84
  260,19970418,   19,   70
  260,19970418,   20,   53
  260,19970418,   21,   46
  260,19970418,   22,   58
  260,19970418,   23,   69
  260,19970418,   24,   66
  260,19970419,    1,   64
  260,19970419,    2,   59
  260,19970419,    3,   49
  260,19970419,    4,   46
  260,19970419,    5,   52
  260,19970419,    6,   54
  260,19970419,    7,   57
  260,19970419,    8,   58
  260,19970419,    9,   62
  260,19970419,   10,   66
  260,19970419,   11,   69
  260,19970419,   12,   72
  260,19970419,   13,   58
  260,19970419,   14,   71
  260,19970419,   15,   72
  260,19970419,   16,   79
  260,19970419,   17,   69
  260,19970419,   18,   65
  260,19970419,   19,   58
  260,19970419,   20,   50
  260,19970419,   21,   45
  260,19970419,   22,   42
  260,19970419,   23,   46
  260,19970419,   24,   41
  260,19970420,    1,   38
  260,19970420,    2,   33
  260,19970420,    3,   24
  260,19970420,    4,   14
  260,19970420,    5,    7
  260,19970420,    6,   18
  260,19970420,    7,   39
  260,19970420,    8,   49
  260,19970420,    9,   63
  260,19970420,   10,   70
  260,19970420,   11,   64
  260,19970420,   12,   67
  260,19970420,   13,   77
  260,19970420,   14,   78
  260,19970420,   15,   75
  260,19970420,   16,   78
  260,19970420,   17,   78
  260,19970420,   18,   70
  260,19970420,   19,   59
  260,19970420,   20,   48
  260,19970420,   21,   38
  260,19970420,   22,   30
  260,19970420,   23,   21
  260,19970420,   24,    2
  260,19970421,    1,  -10
  260,19970421,    2,  -16
  260,19970421,    3,  -25
  260,19970421,    4,  -36
  260,19970421,    5,  -28
  260,19970421,    6,    1
  260,19970421,    7,   37
  260,19970421,    8,   60
  260,19970421,    9,   77
  260,19970421,   10,   84
  260,19970421,   11,   94
  260,19970421,   12,   99
  260,19970421,   13,  107
  260,19970421,   14,  101
  260,19970421,   15,   96
  260,19970421,   16,   90
  260,19970421,   17,   87
  260,19970421,   18,   76
  260,19970421,   19,   60
  260,19970421,   20,   67
  260,19970421,   21,   59
  260,19970421,   22,   56
  260,19970421,   23,   56
  260,19970421,   24,   52
  260,19970422,    1,   50
  260,19970422,    2,   35
  260,19970422,    3,   25
  260,19970422,    4,   22
  260,19970422,    5,   13
  260,19970422,    6,   31
  260,19970422,    7,   68
  260,19970422,    8,   72
  260,19970422,    9,   73
  260,19970422,   10,   89
  260,19970422,   11,   88
  260,19970422,   12,   81
  260,19970422,   13,   87
  260,19970422,   14,   93
  260,19970422,   15,  101
  260,19970422,   16,   79
  260,19970422,   17,   77
  260,19970422,   18,   72
  260,19970422,   19,   63
  260,19970422,   20,   56
  260,19970422,   21,   38
  260,19970422,   22,   26
  260,19970422,   23,   14
  260,19970422,   24,  -10
  260,19970423,    1,  -16
  260,19970423,    2,  -20
  260,19970423,    3,  -20
  260,19970423,    4,  -21
  260,19970423,    5,  -23
  260,19970423,    6,    8
  260,19970423,    7,   52
